,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X600271.SH,X000568.SZ,X000100.SZ,X002292.SZ,X002236.SZ,X002241.SZ,X600118.SH,X600031.SH,X600372.SH,X600177.SH,X000559.SZ,X002456.SZ,X002506.SZ,X000338.SZ,X002074.SZ,X002475.SZ,X002426.SZ,X002180.SZ,X300003.SZ,X000157.SZ,X600522.SH,X002007.SZ,X300124.SZ,X000981.SZ,X000050.SZ,X002085.SZ,X002294.SZ,X600867.SH,X002508.SZ,X600089.SH,X002249.SZ,X000869.SZ,X600498.SH,X601877.SH,X002465.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.346537788290744,0,0,0,0,0,0,0,0,0.145335977331435,0,0,0,0,0,0,-0.0747461153331146,0,0.028125123941178,0,0,-0.0150721114895253,0,0,0,0,0,0.364548409234195,0,0,0.0471526856055356,0,0,0,0,0,0,0,0,0,-0.206346983831153,0,0.0333162530427963,0,0,0,0,0,0,0
X600104.SH,0.0338311867825798,0,0.0129473486808651,0,0,0,0,0.24626930801365,0.155117095414826,0,0,0,0,0,0.0268049435282086,0,-0.0840690898421939,0,0,0.0142762019269762,0,0.0108934523008363,0,0,0,-0.000464823601460908,0,0,0,-0.0146407195519179,0,0.0398998673768186,0,0,0,0,0,0.0246543810913744,0,0,0,0,0,0,0,0,0,0,0,0,-0.00626128597514074,0.0479656705147161,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539205960023448,0.0304767494501693,0,0,0,0,0,0,0.00448096235413035,0,0,0.120375009920838,0.0334988749581201,0,0,0,0,0,0.101537624698347,0.0636919275395716,0,0.00828595110010975,0,0,0,0,0,0,0,0,0,0,0,0,0.0196501491990886,0.0534083860848223,0,0,0,0,0,0
X000858.SZ,0.324192093431747,0,0,0,0.228778082282764,0,0,0,0.2313795875467,0,0,0,0,0,0.204429895631662,0,0,0,0,0,0,0,0,0,-0.0162776203603935,0,0,0,0,0.0784969939518252,-0.0161891708473411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924066984716454,0,0,0,-0.0552792962754244,0,0.0484361443810656,0,0,0,0,0,0,0
X002304.SZ,0,0,0.00640244587272899,0.796544884373914,0,0,0,0,-0.0232155169114198,0,0,0.0630385675582326,0.134585868945747,-0.0395867585917709,-3.46944695195361e-18,0,0,-0.0283966724596487,0,0,0,0,0,0,-0.0920668845251774,0,0,0,0,0,-0.0301863517092805,0.0708971481830276,0,0,0,0,0,-0.00499135808546399,0,0,0,0,0,0,0,0,0,0,0.0339525615731733,0,0.0399998234476292,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0402862789180285,0,0,0,0.00862022692618178,0.143971474644109,0,0,0,0.0992040090703549,0,0,0,0,0,0,0,0,0.0289130905514845,0,0,0.0354305413006329,0,0,0.0687626320938766,0,0,0,0,0,-0.0433282540205616,0,0,-0.0457380633182973,0,0,0,0,0,0,0,0,0.244010918169404,0,0,0.000305413248555324,0,-0.0154614352706677,0,0,0,0,0.0137005114589888,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0713761705489813,0,0,0,0,0.271733081066167,0,0,0.0137173940753332,0,0,0.0227763514892829,0,0,0,0,0.215675274962287,0,0,0,0,0,0,0,0.0126865025890455,0,0,0.111812523852088,0,0,0,0,0,0,0,0,0.0678784783889924,0.0898322809008797,0,0,-0.0280343771543744,0.0380171651974853,0,0,0,0,0,0
X000625.SZ,0,0.493906864263654,0,0,0,0,0,0,0,0,0,0.243496666045802,0,0,0,0,0,0,0.202100482920365,0,0,0,0,-0.355634485138843,0,0.0806134380890122,0,0,0,0.106626471772006,0,0,0,0,0.00261829534433241,0,0,0,0,0,0,0,0,0,0,0,0.0224371298537909,0,-0.0327038582818526,0,0,0.11644346636975,0,0,0,0.143045442305036,0,0
X600690.SH,0,0,0.143542084608065,0.250222858010027,0,0,0,0,0,0,0,0,0,0,-0.106812263717611,0,0,0,0,0,0,0,0,0.165668059537322,0,0,0,0,0,0,0.0687378271943783,0,0,0,0.0213209546071023,0,0,0.0531466527925073,0,0,0,0.0353325904688583,0,0,0,0,0,0,0,0,0.00874429210934967,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0218089555455189,0.150509776842051,0,0,0,0.0271396014664259,0,0,0,0,0.0729884987579223,0,0,0.0978094879990959,0,0.0303479484645369,0,0,0,0,0.0114554663060425,0.102349124686497,0,0,0,0,0,0,0,0,0,0.059979694850564,0,0.0728167716598652,-4.33680868994202e-19,0,0,0,0.0775723365128451,0,0,0,0,0,0,0.0204620920289884,0,0,0,0,0,0,0,0,0
