,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X000625.SZ,X002304.SZ,X300124.SZ,X003816.SZ,X600104.SH,X000725.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X000596.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600703.SH,X600089.SH,X002241.SZ,X002236.SZ,X002129.SZ,X600372.SH,X000661.SZ,X000157.SZ,X002049.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600183.SH,X002463.SZ,X002007.SZ,X600522.SH,X000800.SZ,X002028.SZ,X601799.SH,X600460.SH,X002074.SZ,X600418.SH,X300142.SZ,X002294.SZ,X000066.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.388193723543599,0,0,0.29305006675413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525517035426298,0,0.135719551947294,0,0,0,0,0,0,0,0.239145669048143,0.00859402830462369,0,0,0.10573942865723,0,0,-0.015948165098829,-0.031756027442969,0,-0.0093889826176065,0.0193736675165241,0,0,0,0.0728113551650563,0,0
X000858.SZ,0.148391557844112,0,0,0,0.115259058284704,0.307659246515417,0,0.108879576403267,0,0,0.0118572570088932,0,0,-0.113758738685988,0,0,0,0,0,0,0.0428026791323931,0,0.101678451034685,0,0,0,0,0.065230014626859,0,0,0,0,0,0,0,0,0,0,0,0.0168968180113439,0,0,0,0,0,0.000719589474356002,0.00971761628243377,0,0,0,0,0.000851812624182389,-0.00624849528452924,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0377168509685983,0,0,0,0,0,0,0.0150047445540699,0,0,0,0,0,0,0,0.0493443904415346,0,0.064530069790664,0.131475791844158,-0.00104554779139035,0,0,0.265074310888111,0,0,0,0,0,-0.0410316773325519,0,0,0.0745302341352467,0,0,0,0,0,0,0.19102329429476,-0.106910085727155,0,0,0,0,0,0,0,0,-0.00324292663546798,0.0439242971042279,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0960636824581614,0.012383126971044,0,0.0484962857450488,0,0,0,0,0,0,0,0.123014654871533,0,0,0,0,0,0,0,0,0,0,0,0.0539487688349937,0,0,0,0,-0.034197996894827,0,0,0,0.0853025830943143,0,0,0,0,0,0,-0.00706908311031674,0,0.228895434200087,-0.0143658409608582,0,0,0.0135806536357259,-0.0134280027593868,0,0,0,0,0,0
X600809.SH,0.178216543115626,0,0,0,0,0.372499206885649,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.249936647507161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419061996035649,0,0,0.0992024448194679,0,-0.107550375742766,-0.070513070465053,0,0,0,-0.0129064130381225,0,0,0,0,0,0,-0.00606126431667163,0,0,0,0,0,0,0
X000568.SZ,0,0.506704730992197,0,0,0.488878115598167,0,0,0,0,0,0,0.032034487973805,0,0,0,-0.0299789633613693,0,0.0452140076316303,0,0,0,-0.0621855385756037,0,0,0,-0.00677221260424113,0,0,0,0,0,0,0,0,-0.0570029940044463,0,-0.0970838454852143,0,0,0,0,0,0,0,0,-0.0312390014329502,0.0350703810110528,0,0,0,0,0.0095738575627771,-0.00409040212423317,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470885093442233,0,0,0,0.0362141111201128,0.109465210276744,-0.0360448894340022,0,0,0,0.23632638717165,0,0,0,0,0,0,0,0,-0.11964489424416,0,0.0285186885529077,0,0,0.0397099457351877,0,0,0.0542594480172002,0,0,0.095128185613817,0,0,0,0,0,-0.0241255704353415,0.0548155268907342,0,0,0,0,0,0
X600690.SH,-1.73472347597681e-18,0,0,0,0,0.324465389670771,0,0,0.254497053722169,0,0,0,0,-0.00819333112789895,0,0,0,0.0223758201487794,0.0571851762005614,0,0.103635346663108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,-0.0153229560398577,0,0.124140150576713,-0.0162994899697842,0.048922655062678,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.470305881164924,0,0,0,0,0,0,0,-0.0371857886494285,0,0,0,0,0,0,-0.0939066153792117,0,0,0,0.0771375952791423,0,0,0,0,0,0,0.268676830391723,0.00435630008462201,0,0.0147245819187625,0.0696193566162855,0,0.0236265115265793,0.00236109394092032,0,0.129410978117083,0,0,0,0.0201107894816976,0,0,0,0,0.108677030603027,-0.199224829399109,0,0,0,-6.93889390390723e-18,0,0
X000625.SZ,0,0,-0.128147401108355,0.190692446049827,0,0,0,0,0,0,0.0877464534128313,0,0.0726705383446342,0,0,0,0,0.335880413597995,0,0,0.0495802384189734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0653249023931494,0.0654772988734924,0,0,0.055457442018103,0,0.00710022453622569,-0.0908403828246321,0,0.350868854291177,0,0,0,0,0,0.0143721919349861,-0.00867701161324948,0,0,0,0,0,0
X002304.SZ,0.0240565128849997,0,0,0,0.0313746285653517,0.317653478033353,0,0,0,0.0263931337122455,0,0,0,0,0,0,0.0809227102794284,0,0,0,0.177570091668183,0.102404378763135,0,0,0,0,0,0,0,0,0,0,0,0,0.0625469085565988,0,0,0,0,0,0.0188795030647117,0,0,0,0,0,0,-0.0223425552598613,0,0,0,0,-0.0167950907605604,0,0,0,-0.00767087419146476,0,0
X300124.SZ,0,0,0,0,0,0.20405587360004,0.122204124826503,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.335649382223775,0,0,0,0,0,0.0551951365542463,0,0,-0.0529710123340995,0,0,0.00826278479879103,0,0,0,0,0,0,0,-0.0382737422838467,0,0.0410477372494217,0,2.16840434497101e-19,0,0.369853796558645,0,0,0.0173423149765577,0,-0.00553977857707098,0.0257497000012039,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.0429300853262156,0,0,0,0,0,0,0,0.0474395926185612,0,0,0,-0.138216188617176,0,0,0.0465023237212834,-0.0503757830897629,0,-0.00982269456079578,0,0,0,0,0,0,0,0,0,0.0604562869287783,0,0,0,0,0,-0.0389078035671326,0,0,0,-0.0832651736018638,0.0103672683272705,0,0,-0.00987876652197616,0.00321595940786169,0,0,0,0.0320371300294071,0,0
X600104.SH,0.21452680144354,0,0,0,0,0,0,0,0,0.0151484926746988,0,0.119933242444319,0,0,0,0,0,0,0,0,-0.0103109425747524,0,0,0,0,0,0,0,0,0,0,0,-0.0370394452412233,0.0425743579055323,0,0,0,0,0,0,0,0,0,0,0,0.0574848155387695,0.0478057921862773,-0.0874827712966526,0,-0.0520319811613614,0,0.00696501954589008,0.0279421053707656,0,0,0,4.33680868994202e-19,0,0
