,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002475.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600703.SH,X600809.SH,X600741.SH,X600183.SH,X000100.SZ,X300003.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X002371.SZ,X002007.SZ,X000977.SZ,X002236.SZ,X000625.SZ,X601877.SH,X002129.SZ,X002463.SZ,X600498.SH,X300124.SZ,X300142.SZ,X000157.SZ,X002456.SZ,X600118.SH,X300136.SZ,X600487.SH,X002179.SZ,X600271.SH,X000066.SZ,X002180.SZ,X600584.SH,X002414.SZ,X002008.SZ,X002185.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125112273034519,0,-0.179385142571336,0,0.0477115704831271,0.0729866256582167,0.261312574686341,0,0,0,0,-0.0313729641415091,0,0,0,0,0,0,0.168806194154187,0,0,0,0,0,0,0,0,0,0,-0.0905827692731878,0,0.176456881102911,0,0,0,-0.030030767027752,0,0,0,-0.0234723021101136,0,0
X000858.SZ,0,0,0,0,0,0.0111715865004676,0,0,0,0,0,0.0655014582850908,0.52051265808325,0,0,0.0329696150493918,0,0,0,0,0,0,0.0505996369468699,0.100801505399815,0,0,0,0,0,0.0143923195937862,0,0,0,0,0,0.0443562888401676,0,0,0,0.0551886813666989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332238894758389,0,0
X600276.SH,0.177068013669703,0,0,0,0,0,0,0,0,0,0,0,0,0.0080363221086624,0,0.100138837472098,0,0.178247378097866,0,0,0,0.0326408504713039,0,0,0.096529032710982,0,0.0691023731496497,0,0,0,0,0,0,0,0,0,0,0,0.0102731914597261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00491790908871314,0,0,0,-0.0700825580783077,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.024035384846328,0.0392961233073658,0,0,0.241772460162267,0,0,0,0,0,0.0548829956918384,0,0,0.109399278158611,0,0,0,0,0,0,0,0.0412784156667234,0,0,0,0,0,0,0,0,0.0673860961097515,0,0,0,0.0527251611911562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0757560320951161,0,0,0,0,0,0,0,0,0,0.0652060206681964,0,0.0140246433876333,0,0,-1.73472347597681e-18,0.0610071011876542,0,0,0,0,0.425248744471627,0.189413443406523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286517786618175,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.121333449166722,0.0802019650920639,0,0.059765342578129,0,0,0,0,0,0,0.0637569884607962,0,0,0,0,0,0,0,0.0626069940386159,0,0,0,0,0,0,0.232736919506216,0,0,0,0,0,0,0.195440251980623,0,0,0,0,0,0,0,0,0,0,0,0,0.0141544935537321,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134451456962172,0,0,0,0.0622063702412117,0,0,0,0,0,0,0.126150619759835,0,0.131490463818001,0,0.169013750795093,0,0.0441916774543218,0,0.0379588952185494,0.00135608628762036,0,0,0,0,0,0,0,0.0120701705712599,0,0,0,0,0,0.0312958509624149,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0248104518075495,0,0,0,0,0,0,0,0,0,0,0.108103445541835,0,0,0.102174378368743,0,0,0,0,0.0445275995480328,0.286427364130009,0,0,-0.0415863569417888,0,-0.0439934374944229,0,0,0,0,0,0,0,0,0,0.237121615140823,0,0,0,-0.0233752228831691,0,0,0,0.172937545389262,0,0,0,0,0.0270592842030623,0,0,0,0.0413181479944523,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0467519527731179,0,0,0,0,0,0.0396669153073461,0,0,0,0.0611357358681535,0.458793550938541,0.0238874981993412,0,0.031065352382996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605894556385379,0.020137473245558,0.103707896543427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.113011467392727,0,0,0.0478586276126654,0,0,0,0.0203057722116699,0,0,0,0,0,0,0,0.15051936099137,0,0,0,0,0,0,0,0,0,0,0.0253479960791436,0,0,0.0989505167104287,0,0,0,0,0,0.225635053842916,0.0979099862969189,0,0,0,0,0,0,0.022948157779348,0,0,0,0,0.0677337812896725,0,0
X600031.SH,0,0.0582211204433683,0,0,0,0,0,0,0,0,0,0.109181045250774,0,0,0.0773268072353419,0,0,0,0,0,0.0609927397480773,0,0,0.103632636634094,0,0,0,0,0,0,0,0,0,0.0314352841720306,0,0,0.400392165039912,0,0,0,0,0,0,0.00192029285383398,0,0,0,0,0,0,0,0.0213228431191608,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.250066200772363,0,0.146545889032712,0.0097426739380994,0,0,0,0,0.0905071143034685,0,0,0.193320023268852,0,0,0,0,0,0,0.0488311632783489,0,0,0,0,0,0,0,0,0,0,0,0.0854872266154345,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0273111824663692,0,0
X000568.SZ,0,0.394324890818607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324029112906874,0,0,0,0,0,0,0,0,0,0.0119344387703515,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.165294169916084,0,0,0,0,-0.00702584458962744,0,0,0,0,0,0,-0.0223050698436791,0,0,0,0,0,0
X600690.SH,0.0654617155160328,0,0,0,0,0,0,0,0,0,0.231715379442543,0,0,0,0,0,0,0.0140868717678248,0,0,0,0.0450301043586787,0.15677055571738,0.0430494017921359,0,0,0,0,0,0,0,-0.0409996700351745,0,-0.00181828377561851,0,0,0.138147881128455,0,0,0,0,0,0,0,0,0,-0.0795548297722296,0.0654280987453738,0,0,0,0,-0.012334569100866,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.246835959979366,0,0,0,0,0.341418111276851,0.0552698598179895,0.0526886374984095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276790376669626,0,0,0,0,0,0,0,0,0.113659779026436,0.0358255807557836,0,0,0,0,0,0,0,0,0,-0.038070950632208,0,2.77555756156289e-17,0,0,0,-0.0190597676840265,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0.00226396392438213,0,0,0,0,0,0,0,0.0388396541973687,0,0,0,0,0,0,0.12035196792209,0,0.228508928993226,0,0,0,0,0,0.216061572811208,0,0,0,0,0,0.0332692383075727,0,0,0.133925244704858,0,0,0,0,0,0.0435054985578774,0,0,0,0,0,0,0.00362618110302696,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.153390485765339,0,0,0,0,0,0,0,0,0,0.0653801883775888,0.0199279526699293,0,0,0,0,0.0796428815678552,0,-0.0221660626641197,0,0,0.01404880127398,0,0.0144228101367863,0,0,0,0,0,0.0904732647980864,0,0,0,0,0,0,0,0.468741901091305,0,0,0.0972646372491323,0,0,0.0107874316706979,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.614939027444474,0,0,0,0.0556364506969179,0,0,0,0,0,0,0,0,0,0,0,0,0.0204412060384143,0,0,0,0,0,0,0,0.0627554381922796,0,0,0,0,0,0.00551135495018511,8.67361737988404e-19,0,0,0,0.0531643501251909,0,0,0,0.00161983079747005,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.0459461272005859,0.212639140910041,0,0,0,0,0,0,0,0,0.0616356891366457,0,0,0,0,0,0,0,0,0,0,-0.0223524854735425,0,0.157580707662824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000778543490101673,0,0,0,0.00364973775879778,0,0,0,0,0,0,0,0.063634233543064,0,0
X600183.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138117920607413,0,0,0,0,0,0,0,0,0,0,0,0.109336177988161,0,0.0372157216443447,0,0.0444884976620285,0,0,0.324305363655504,0.219653996952844,0,0,0,0,0.0377149989749551,0.155273364167292,0,0,0,0,0,0.133507838854641,0,0,0,0,0,0.019899111983334,0.000347343610880064,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.641202307549126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000247647045785286,0.00966884692894054,0.181447410230243,0,0,0,-0.103828368853146,0,2.71050543121376e-20,0,0,0,0,0,0,0.0327349750894959,0,0,0,0,0,0,0,0.00370119316229619,0,0.113730391556318,0,0,0,0.00904124178321696,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.234219532044511,0,0,0.0855462434543948,0,0,0,0,0.0786008961209428,0,0,0,0,0,0,0,0,0,0,0,0.186820911948302,0,0,0,0.00698238002466455,0.323427373974548,0,0,0,0,0,0,0,-0.0320131616830562,-0.14161870414306,0,0,0,0.0254857661260343,-0.323936862435143,0,0,0,0,0,0,0,0.0826738085554088,0,0,0,0.00150945505467504,0,0
X300014.SZ,0,0,0,0,0,0,0,0.179384835378819,0,0,0,0,0,0.250044386673941,0,0,0,0,0,0,0,0.265612838035388,0,0,0,0,0.117835895351555,0,0,0,0,0.12217272765767,0,0,0,0,0,0,0.287074206286044,-0.0522587079614011,0,0,0,0,0.103986308121186,0,0,0,0,0,0,0.0155149368032298,0,0,0,0,-0.0585235500032814,0,0
X000596.SZ,0,0,0,0,0.0142945450969337,0,0,0,0,0,0.228282569353205,0,0.0527339508966674,0,0,0.109502913493892,0,0.120155522787722,0,0,0,0,0.0361501651205757,0,0.0899349753231182,0,0,0,0,0.121829555152118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.208779600832403,0,0,0,0,0.00802227431096016,-0.0211499595744804,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.0940765153734355,0,0,0,0,0,0,0,0,0,0,0,0,0.0143484863588248,0.154723980656276,0.105511731671919,0,0,0,0,0,0,0,0,0.00812141046581146,0,0,0,0,0,0,2.16840434497101e-19,0.0826960881826049,0,0,0,0,0,0.133474136637082,0,0.154283050501672,0.0877157453840621,0,0,-0.0167088835999109,0.00626069100799311,0,0,0,0,0,0
