,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X002371.SZ,X600183.SH,X000596.SZ,X300003.SZ,X600741.SH,X002007.SZ,X002241.SZ,X300014.SZ,X300142.SZ,X000100.SZ,X000977.SZ,X300124.SZ,X601877.SH,X000157.SZ,X002236.SZ,X000625.SZ,X002129.SZ,X000800.SZ,X002463.SZ,X002456.SZ,X600584.SH,X300136.SZ,X600498.SH,X600118.SH,X002414.SZ,X002179.SZ,X000066.SZ,X002049.SZ,X002185.SZ,X002008.SZ,X600522.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.137648815837703,0.0730436408071411,0,0,0,0,0,0.0271182736875017,0.150776957244373,0,0,0,0,0,0,0,0,0,0,0.234129692842235,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0205936830842521,0,0,0,0,0,0,0.0212691378691335,0.0343315534551766,0,0,0,-0.0170477752710722,0,0,0,0,0.0841090513973242,0.00138186221323448,0.00650163678904614,0,0,0,0,0,0
X000858.SZ,0.221484089406331,0,0,0,0,0.0554848694470129,0.0569936598942072,0,0,0,0,0,0,0.164833840546762,0,0,0,0.214193042392156,0,0,0.22718045185481,0,0.0324492776450308,0.0388777587069731,0,0,0,0,0,0,0,0,0,0,-0.00716438287794022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00374342448865825,0.0192696146476851,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0449581172536674,0,0,0,0,0.155741439029339,0,0,0,0.0530709189986853,0.0216929192514618,0,0,0.0069084002593621,0.00492655815954743,0,0.0711806579313218,0,0,0.00198740528669616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0
X000651.SZ,0,0.0470450212730749,0,0,0,0.0944306390686244,0.0669295290087011,0,0,0,0,0,0.165826447691151,0,0,0.280056600274442,0,0,0,0,0,0,0.0211840339257055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0658993939055008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127573216838423,0.0176886513056683,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0214596577256434,0,0,0,0,0,0,0,0.00126727419663741,0,0.252819989770287,0,0,0,0,0.172817708778795,0,0,0,0,0,0,0,0,0,0,0,0,0.0506159465879731,0,0,0,0,0.0730477021718557,0.0576636467508383,0,0.00767834084225005,0,0,3.46944695195361e-18,0,0.0316003039880392,0.0695297532658132,0,0,0,0,0.013038351674264,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.2730166860144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109403186945544,0.129741155081594,0.144882545024374,0,0,0,0.0249738074208252,0.257609301063538,0,0,-0.0701882434628591,0,0,0,0,-0.0543074688679115,0,0,0,0,0,0.19620859212974,0,0,0,0,0,0,0,0,0,0,0,0.010388540075099,-0.0149273812378666,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0255660740842602,0,0,0,0,0,0,0,0,0,0,0,0.148162011117054,0.109424090696601,0.302658145609337,0,-0.024884745019408,0,0,0,0.144635743211978,0,0,0,0,0.0760423270796182,0.0353941196979877,0.0357956365117998,0,0,0,0,-0.0723478333833531,0,0,0,0,0,0,0,0,0,0,0.0218567892059082,0.0246635445555238,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0716517392011201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313754727023142,0.185347279268607,0,0,-0.0425094462749746,0,0,0,0,0,0,0,0,0,0.0962128380185587,0,0,0,0,0,0.230955500332602,0.39905726612913,0,0.0365260258151334,0,0,0,0,0,-0.229816879894801,0.0532964890341676,0,0.0150393956779389,0.00303861660090802,0,0,0,0,0,0
X600031.SH,0,0.0728812036225937,0,0,0,0.0739152584382591,0,0,0,0,0,0,0,0.0173700967787715,0.0755513290477432,0,0,0,0,0.00363990441209071,0,0,0.0445866184204713,0,0,0,0.0717990287548054,0,0,0,0,0.502570821891013,0,0.0624692891741312,0,0,0,-0.0098598211158853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161147393012026,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148317316765501,0.00127535593788413,0.242642666700077,4.33680868994202e-19,0,0,0,0,0,0,-0.0188133443958702,0,0,0,0,0,0,0,0,0,0,0.0622949060984542,0,0,0,0,0,0.0199050767812565,0.0148312867713914,0,0,0,0,0,0,0,-0.0103561784784835,0,0.0163968168053313,-2.16840434497101e-19,0,0,0,0,0,0
