,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X002292.SZ,X600271.SH,X000100.SZ,X600118.SH,X002241.SZ,X600031.SH,X000559.SZ,X600066.SH,X002236.SZ,X002475.SZ,X600741.SH,X600372.SH,X000157.SZ,X000338.SZ,X600089.SH,X002049.SZ,X300124.SZ,X002465.SZ,X600177.SH,X000568.SZ,X601877.SH,X002129.SZ,X600582.SH,X002294.SZ,X300003.SZ,X002074.SZ,X002506.SZ,X000869.SZ,X002085.SZ,X000977.SZ,X600867.SH,X600498.SH,X600252.SH,X000547.SZ,X002426.SZ,X300001.SZ,X600839.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.118176101966928,0,0,0,0,0,0,0,0,0,0,0,-0.0668507908491116,0,0,0,0,0,0,0,0,0,0,0,0,0.101730105218211,0,0,0,0.0840229553088593,0,0,0.021998668912154,0,0,0,0,0.0440113084028738,0,0.0280537737700202,-0.0507704334579056,0.0587989435189748,0,0,0.00521749488045443,0,0,0,0,-0.0106533647597677,0.0225900105679145,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.24696421860516,0,0,0.0870429833738616,0,0,0,0,0.0625434270057339,0.0669784974483387,0,0,0,0,0,0,0,0,0.121890602001101,0.022773373392533,0,0,0,0,0,0.00112114243546361,0,0,-0.0436348959008123,0,0.0347615187927255,0,0,-0.166341870191056,0,0,0.0289518633907948,0.0096729386580115,0,0,0,0,-0.0216272989833621,0.0283383360265094,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0255020047533146,0,0,0.175831940515513,0.0618425388133977,0,0,0,0,0.0913239672378894,0,0,0,0,0,0.0940687246122205,0.189286536645307,0,0,0,0,0,0.0404576826565238,0,0,0,0.0437328923059137,0,0,0.00711494666887814,0,0.0362729423581383,0,0,0,0,0,0,-0.0149187708474949,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104482379353971,0,0,0,0.123590838865709,0,0,0,0,0,0.0584208702198474,0,0.0477240436798643,0,0,0,0,0,0.064373414809447,0,0,0,0,0.045545701170257,0,0,0,0,0,0,0.0451888153983914,0,-0.0794768380060392,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0761062861961325,0,0,0,0.00468908813578191,0,0,0,0,0,0.0469477184904816,0,0,0,0,0,0,0.0183644287143966,0,0.0265534315711485,0,0,0.036282692896377,0,0,0.137854451043637,0,0,0,0,0.0171703339156803,0,0,0,0,0,0.0185262157616772,0.036621840092313,0,0,0.133475959184653,0,-0.0103680483555229,0,0,0,0,0,0,0
X002304.SZ,0,0.0867765418398931,0,0.0586306207532739,0,0,0,0,0,0,0,0,0,0,0,0.0358143481924205,0,0,-0.0600034768641173,0,0.0630806313636327,0,0,0,0,0,0,-0.0225989578636815,0,0,0.127228413724798,0,0,0.0744523719943839,0,0.0278837343916002,0,0,0,0,0,-0.0189372968426637,0,0,0,0.0605921534178152,0,0,0,0,-0.00151535970011057,0.00642654532501708,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0231126868898684,0.125814493125106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235057116237447,0,0,0.0680395908087094,0,0,0,0,0,0,-0.115081093925347,0,0.116777358181023,0.0697635433562406,0,0,0,0,0.0448751702046805,0,-0.0160297624968456,0,-0.101640744209779,-0.0643319608824773,0.044227227245408,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0474096616118854,0,0,0,0,0,0.064930908489792,-0.0572201024639766,0,0,0,0,0,0.135619816425949,-0.101078603775458,0,0,0,0,0,0,-0.069131279313343,0,0,0,0,0,0,0,0,0,0.0224488954078634,0.0317773478307184,0,0,0,0,0,0,0.0926532753705708,-0.0702033104832935,0.0989996741399727,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.170149371937503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154553236854925,0.187532368620816,0,0,0,0,0,0,0,0,0,0,0.102611459755037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972275169266775,0,0.0238601256439702,0.0829623137868384,0,-0.0101717743846398,-0.0282107611880098,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0409197069763168,0,0,0,0,0.0552650866663872,0,0,0,0,0,0,0,0.0227138289883513,0,0,0.232566603398773,0,0.0587097367980892,0,0,0.0936823717742335,0,0,0,0,0,0,0.00789813183865914,0.0574596161522057,0,0.030009726449426,0,0.0206584805224185,0,0.0156076787563043,0,0,0.000498562238472888,0,0,0,0,0,0,0
