,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X000725.SZ,X002371.SZ,X300014.SZ,X300124.SZ,X600031.SH,X002129.SZ,X003816.SZ,X002049.SZ,X002241.SZ,X000338.SZ,X000063.SZ,X600703.SH,X002179.SZ,X300142.SZ,X000596.SZ,X000625.SZ,X601877.SH,X600089.SH,X600460.SH,X000100.SZ,X000661.SZ,X600741.SH,X002180.SZ,X000733.SZ,X600884.SH,X002074.SZ,X000157.SZ,X600522.SH,X600702.SH,X002236.SZ,X000799.SZ,X600584.SH,X600563.SH,X002007.SZ,X002414.SZ,X000977.SZ,X002008.SZ,X600779.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.403087715131428,0,0,0,0,0,0.117852396848123,0.0743888261505114,0,0,0,0,-0.0288536648729137,0,0,0,0,0,0,0,0,0,0,0,0.10205834245358,0,0,0,0,0,-0.0445016106556341,0,0,0,0,0,0,0,0,0,0,0,-0.00477024299477744,0,0,0,0,0.0504142182769543,0,0,0,-0.00807904027077642,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.209619387055768,0,0,0.189900577827133,0.114967429555704,0,0,0,0,0,0,0,0,0,0,0,0,0.0493112120746333,0,0,0,0.0277539703825606,0,0,0,0,0,0,0,0,0,0,0.0670886114346796,0,0,0.0548533156377617,0,0,0,0,0,0,0.0394549958993317,0,0,0,0,-0.0114426671520788,0.0144439402764847,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0730564434134417,0,0,0.111448980960683,0,0.043794898084869,0,0,0,0,0.0568499844627229,0.00888319330065197,0,0,0,0,0,0,0,0,-0.0338821378002098,-0.0325197042819075,0,0,0,0,0,0,0.0382654224121239,0.0661431097223714,0.0603195780858325,0,0,0,0,0,0,0,0.0120897925687515,0,0,0,0,0.213271584012401,0,0,0,0,0,0.00950678556610142,0,0,0,0.0187376326302886,0,0
X600809.SH,0,0.0934843756423492,0,0,0.11976450829878,0,0,0,0,0,0,0,0.0141524367840392,0,0,0,0,0,0,0,0,0,0,0,0,0.152501384494427,0,0,-0.156865354000198,0,0,0,0,0,0.0737869300369458,0,0,0,0,0.318494067942495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570988133260446,0,0
X000568.SZ,0.263214691747358,0.196935643391364,0,0.0265191431128078,0,0,0,0,0,0,0,0,0.061853835148462,0.00408270596024338,0,0,0,0,0,0.0544070428285681,0,0.0145063286693491,0,0,0.00677881527833812,0.174360472624286,0,0,0,0,0,0,0,0.0478536341693909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207909889815252,0.0396248362527205,0,0,0,0.0241418793287007,0,0
X600276.SH,0,0,0,-0.0409921286161695,0.104731421889495,0,0,0.256599087351259,0,0,0,0,0,0,0,0,0,0,0,0.0867852574615186,0.108384101270199,0.14948239599815,0,0,0.0576394444383569,0,0,0,0,0,0,0.126650079565054,0,0.0252045066803832,0,0,-0.156324066465747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023506811319206,0.0323421662423022,0,0,-0.0174655621971802,0,0
X002475.SZ,0.105523607930727,0,0,-0.10598609916565,0.094356972316652,0,0,0,0,0,0,0,0.261842086565325,0,0,0,0,0,0.0311660663907982,0.447417775692695,0,-0.191024773739822,0,0,0,0,0,0,-0.291739492912971,0,0,-0.0266332867949699,0.124115540257521,0,0,0,0,-0.0499970791075922,0.118323800760753,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359718723749781,0,0,0,0,0,0,0
X600690.SH,0.00192693638578312,0.118578802812657,0,0,0,0.0965771723078626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234399079387213,0,0,0,0,0,0.229502369399778,0,0,0,0,0,0,0,0.013104542522086,0,0.0471662616831726,0,0,0.0673933381586314,0.0190956618697936,0,0,0,0,0,0,0,0.135709055468621,0.0414451060118282,0,0,0,-0.0103225353003832,0,0,0,0,0,0
X002304.SZ,0.107988819101437,0,0,0.0357120933033641,0,0,0,0,0,0,0,0,-0.0795232613617382,0,0.311774270474881,0,0,0,0,0,0,0,0,-0.0503122329887351,0,0.229396650119023,0,0,0,0,0,0,0.0948939936695414,0,0,0,0,0,0,0.125169226410186,0,0,0,0,0,0.0128912713532443,0.107128273606552,0,0.0936201369418429,0,0,-0.0137682015585893,0,0,0,0,0,0,0
X600104.SH,0.0427993420482388,0,0,0,0,0,0,0,0.0445368118963534,0,0.0531244885131295,0.100326910555819,0,0,0,0,0,0.121516027411499,0,0,0.0236078913618406,0.00793416678411199,0,0,0,0,0.130820346271199,0,0,0,0,0,0,0,0.0168206640473009,0,0,0.0058833600109885,0,0,0,0,0,0.0506932435496117,0,0,0,0,0,0,0,0,0.00502909423429531,0,0,0,0.0168340482654881,0,0
X000651.SZ,0,0,0,0,0.0548513098310489,0,0,0,0.0235754357127693,0,0,0,0,0,0.0634166415430484,0.17911861204664,0,0.0607719008540858,0,0,0,0.02322609494044,0,0,0,0.0807664823058649,0,0,0,0,0.228026012868397,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0620760718195916,0.0476004608313355,0,0,0,0,0.0191797812284186,0,0,0,0,0,-0.00971347553736446,-0.0154646372079462,0,0,0,-0.0325478654139521,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.055587082678644,0,0,0,0,0,0,0,0.098320206301089,0,0,0,0,0,0.267323087340495,0,0,0,0.301763812193299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122058833429526,0,0,0,0.0337890476658575,0.0128394301546769,0,0,0,0,0,0.0227313228405356,0,0
X002371.SZ,0,0,0,0,0,0,0.0199272275883613,0,0,0,0,0,0,0,0,0,0.115313740316724,0,0.091641123650366,0,0,0,0,0.0199819519085018,0,0,0,0.368205217169622,0,0.519216122800685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150526946667012,0,0,0,0,0,0,0.0651411774325193,-0.0241754540306972,-0.0204708445213648,0,-0.32231529836675,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.282470874033639,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0645242810501386,0,0,0,0,0.676312967623125,0,0,0.0613917576256715,0,0.262804381920319,0,0,0,0,-0.0909198355032578,0,0,0,0.0387110216943698,0,-0.0227214504287432,0,0,0,0.00379738036904958,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0.0124839118276504,0,0.150720117096522,0,0,0.302843900793822,0,0,0.0539323190068497,0,0,0,1.38777878078145e-17,-0.0904428583110868,0,0,0,0,0,0,0,-0.143631112808419,0,0,0,0.0597229418235772,0,0,-0.1657207486478,0,0,0.271577322402754,0.364087849882606,0,0,0.340818057676007,0.0567181459389545,0,0,0.0782784028609181,-0.330658741879756,0.0457380752268494,-0.0656979205983206,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0145722953300776,0,0,0.114395493816903,0,0,0,0.115264740922066,0,0,0,0,0.0541882009124828,0.149483782358386,0,0,-0.0366564483202083,0,0,0,0,0,0.073454215145012,0,0.0828575227272936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314585321593207,0,0,0,0,0,-0.0513555792653091,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283837711741208,0,0,0,0,0,0.0181772030471812,0.0411483847458208,0,0,0.070153754554979,0.141890769745769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180893811937446,0,0,0.140911376073329,0,0,0,0.101835266621884,0,0,0,0,0,-0.0589923989007923,0,0
X003816.SZ,0.148202772241649,0,0,0,0,0,0,0,0,0.19294624485721,0.0219112274595855,0,0,0,0,0,0,0,0,0,0,0.078142914064168,0,0,0,3.46944695195361e-18,0,0,0,0.0763229915067691,0.0101145340485024,-0.0523232874085097,0.145936361459036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3369010269151,0,-0.000736784477519596,0,0,0,0,-0.0276463066024733,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.137911192608765,0,0,0,0.106072364983447,0,0,0,0,0,0,0.530246774356859,0,0,0,-0.237120768792904,0,0.0868074205516225,0,-0.2080771209732,0,0,0,0,-0.0154157493462873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226010903969951,0,-0.0250602196601965,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.76558991755763,0,0,0,0,0,0,0,0,0,-0.0855275248793151,0,0,0,0,0,0,0,0,0,0,-0.00624715515618169,0,0.0162808207282584,0,0,0.0408331990896841,0,-0.043772554106089,0,0,0,0.066725764030314,0.0249827630205805,0,0,0,0,0,0,0.112491166120521,0.0887872468535939,0,0,0,0.0163416231226635,0,0,0,0,0.0405257878166754,0,0
X000338.SZ,0,0,0,0,0,0.224121311517362,0,0,0,0,0,0,0,0,0,0,0,0.170446286072232,0,0,0,0.0479617760334774,0,0,0,0,0,0,0,0,0,0,0.0157072130879265,0,0,0,0,0.137758456523024,0,0,0,0,0,0,0.0530164879615695,0.0528291849109682,0,0.0398270708554639,0,0,0.218415510433913,0,0.00705152572566719,0,0,0,-0.028419508198816,0,0
X000063.SZ,0,0,0,0,0.113695808159073,0.143981212440422,0,0.270142912185381,0,0,0.115271893031436,0,0.16725852129832,0,0,0,0,0,0,0,0,0,0.110646587816752,-0.0609620515809583,0.185409069394933,0,0,0,0,0,0.0901349890088077,0,0,0.0521894989454892,0,0,0,0,0,-0.0678488008519287,0,0,0,0,3.46944695195361e-18,0,0.21788402983558,0,-0.0333422731125789,0,0,-0.0149222081079319,0.0230509227407918,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517160151997802,0,0,0,0,-3.46944695195361e-18,0.0552430519170376,0,0.162594671083706,0,0,0.034073410108453,0,0,0.175309274469746,0,0,0,0,0,0.0972014785711958,0,0,0.133645398529621,0,0.156824024700328,0,0,0,0,0,0.0354312692910867,0.0134271306380031,0,0,0,0,0,0.0265783344885155,-0.0205635162298395,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0434311708060566,-0.18546941346808,0,-0.243382992064289,-0.031877609094942,0,0.187083857614189,0,0,0,0,0,0,0,0,0.2495254982881,0,0,0,0,-0.337196703543204,0,0.219203871528073,0.0663103051109317,0,0,0,0.122068059149991,0,0,0,0.169606363374776,0.199233179292609,0.104393965411771,0,0,0,0,0,-0.0146369098536822,0.0210599638929267,0,0,0,0.0415687425565159,0,0
