,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X600271.SH,X000559.SZ,X600031.SH,X002241.SZ,X000100.SZ,X600066.SH,X600372.SH,X002236.SZ,X002292.SZ,X002475.SZ,X600741.SH,X000157.SZ,X000338.SZ,X600089.SH,X002465.SZ,X002049.SZ,X600177.SH,X300124.SZ,X002506.SZ,X300003.SZ,X601877.SH,X000568.SZ,X002294.SZ,X600582.SH,X002074.SZ,X002129.SZ,X000869.SZ,X000547.SZ,X002085.SZ,X300001.SZ,X600867.SH,X600839.SH,X002489.SZ,X600498.SH,X002426.SZ,X600252.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.1662327400239,0,0,0,0,0,0,0,0,0,0,0,-0.179826592203352,0,0,0,0,0,0,0,0.0453616734616741,0,0,0,0,0.0538239935506259,0,-0.0247059146047269,0.0282053108644174,0,0.0419976277782468,0,0,0,0.0269674726168728,0,0,0.00199275471654444,0,0,0,0,0.0303506370353479,0,-0.0225993642659718,0,0,0,0,-0.0171094396968263,0.024585689161386,0,-0.0324264447290364,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.302939636052017,0.313456673803448,0.135110178036935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649593246208101,-0.0484075481031525,0.00262478096197462,0,0,0,-0.00789124599626489,0,0,0,0,0,0,0,0,0,0,0,0,-0.077975752231731,0,0,0.0746791323218935,0,0.0100985448391899,0.00706172306314885,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503266623328894,0.0721937636255505,0,0,0,0,0.0561731560384514,0.0381537715602737,0,0,0,0,0.0200931860040088,0.00701993982961842,0,0.300955071591621,0.0344103581150569,0,0,0,0,0,0,0,0,0,-0.0522467935303495,0,0,0,0.129236245189612,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0300468765075527,0,0,0.0105981366457024,0,0,0,0,0,0,0.104583023766643,0,0,0,0,0,-0.013388644577777,0.0457963924893462,0,0,0,0,0,0,0,0.121724870638266,0,0,0,0,0.0123421629884382,0.00850386146245388,0,0,0,0,0,0.0667000571267304,0,-0.0214285912378245,0.0394771282686814,-0.0130569634492698,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0195165745014827,0,0,0,0,0,0.0169924749388734,0,0,0,0,0,0,0,0,0,0,0.0218838799793031,0,0,0.0563302235123563,0.0310278852867627,0,0.0483910683877857,0,0,0,0,0,0,0.107534067070657,0,0.0655147966146902,0,0,0,0.143651210330406,0,0,0,0,0,-0.00600496554887103,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.106032688586347,0,0,0,0,0,0,-0.194273053127404,0,0,0,0,0,0,0,0,0,0,0,0,0.285633220209747,0,-0.0214695506825246,0,0,0,0,0,0,0,0,0.0388617246069047,0.0192082513840797,-0.0679612139092271,0,0,0.0908350870427782,0.0559200230027439,0,0,-0.0335049102924873,-0.0636073038506148,0.06747836875149,0,-0.0636293064063901,0,0,0,0
X002304.SZ,0,0.196162576986249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512471399436499,0.0817015358815228,0.083848059035184,0,0.0805117683077136,0,0,0,0,0,0,0,0,0.158919287370659,0,0,0.00691380963698294,0,0,0,0,0,0,0,0,0,-0.123628639688827,0,0,0,0,0.0038073666042203,0.000370618932601853,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0140046088861823,0,0,0,0,0,0,0,-0.0145266570955471,0,0,0,0,0,0,-0.207205601394689,0.121624867484295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749225104503304,0,0,0.101032711362573,0,0.0101382308810282,0,0,0,0,-0.157020764703598,0,0,1.0842021724855e-19,0.00903566577114412,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247601381810928,0,0,0,0,0.0883309513265525,0,0.0899431920801193,0,0,0,0,0,0,0,0,0.199363806516028,0,0,0,0,0,0,0,0.131785244089206,0,0,0,0,0,0,0.0149660234568448,0,0,0,0,0.0125326293723873,0,0,0,0,0,0,0
X000625.SZ,0,0.117294635608185,0,0,0,0,0,0,0,0,0,0,0,0,0.107899075227724,0,0,0,0,0,0,0,0.0975935720919805,0.285515404748829,0,0,0,0,0,0.0347072246761745,0,0,0,0,0,0,0,0,0.0872277234810339,0,0.152375839316604,0,0,0,0,-0.0448960503845961,0,0,0,0,0,-0.00997935055222681,0,0,0,0,0,0
X600690.SH,0,0.0465599624819438,0,0,0,0,0.0124297745545799,0,0,0,0,0.0850657170483476,0,0,0,0,0,0,0,0,0,0.0177513851788495,0,0.293093081475348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0453386788881489,0,0,-0.0735958445419317,-0.0463587472512807,0,-0.000881339228441623,0.0461130507544981,0,-0.0305856627405053,0,0,0,0,0,0,0
X600703.SH,0,0.288702826887468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0642533609562786,0,0,0,0,0,0,0,0,0.0850134977307869,0.0333197438457856,0,0,0,0,0,0,0,0.0719152051185561,0,0,0.133065528943332,0,0,0,0,0,0,0.0348241744618491,0,0,-0.000309008258590588,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.063787425323401,0,0,0,0,0.334040609991386,0,0.129147701458355,0,0,0.0426508605744524,0,0,0,-0.0921508860099208,0,0,0.0034177734740893,0,0,0,0,0.0931691232425546,0,0,0,0.173107716195228,0.000948374210657253,0.242215465155809,0,0,0,0,0,0,0,0,0.0121254353497967,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055261679433954,0,0,0,0,0,0,0,0.227890467458138,0.0497273022508556,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0.123157893861531,0,0,0.0908167211381574,0,0,0,0,0,-0.15738295294603,0,0,-0.0560849743386135,0,0.0293211069377166,0.102832873916516,0,0,0,0
X000559.SZ,0,0,0.0640447388224112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951942366699188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178901247587649,0.0351239006871499,0,0,0,0,0,0.135964519140643,0,0,0,0,0.193678805469517,0,0.160053677245135,0,-1.73472347597681e-18,0,0,0,-0.0297571128136095,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396102216912779,0,0.113002647860808,0,0,0.403331360863399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294911079316089,0,0.0727908598765997,0,0,0,0.0832354050970997,0.0392495362037795,0,0,0.00723988412122517,0,-0.00741831463949832,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,-0.0832466812016839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337946910650559,0,0,0,0,0.0773632828884061,0,0.059058483106418,0,0,0,0,0,0.451514134100663,0,0,0,0.0543583427658868,0,0,0,0,0,-0.160022122744846,0,-0.0242328947372338,0.00816394559933473,0,0,0,0,0,0
X000100.SZ,0,0,0,0.0176522994284803,0,0,0,0,0,0,0,0.0195014663217784,0,0,0,0,0,0,0,0,0,0.0338722673976793,0,0,0,0,0,0,0,0.216168943050915,0.0370878180594809,0,0,0,0,0,0,0,0.0471107193199759,0,0.0159548956897883,0,0,0,0.124004649633915,0.0432878418584326,0,0,0,0,-0.0052574865406464,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0.24014258185712,0,0,0,0,0,0,0,0,0,0,0,0.0165544448791103,0.157706031101249,0,0,0,0,0,0,0.0949879305444869,0,0,0,0,0,0,0,0,0,0,0.045738084255784,0.0920944067853744,0.046729293712672,0,0,0,-0.0108151442910409,0,-0.0145612581359678,0,0,-0.0185989097669602,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0.0153565195834964,0.477480836295175,0,0,0,0,0,0,0,0,0.080218876710381,0.0121532615861596,0.0860551131020428,0,0,0,0,0.023973091024203,0,0,0,0.388241350421315,0,0,0,0,0,0.0157343736142193,0,0.0797422321934047,0,0,0,0,0,0,0,-0.092032558461807,0,-0.0332865019003548,0,0.00117351725304835,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0783847160489446,0.00352539239719637,0,0,0,0,0,0,0,0,0,0.124783880535174,0,0,0,0,0,0,0,0,0,0.187038073736865,0,0,0,0.0628245580406972,0,0.0599625830060315,0,0.0615468247342465,0,0,0.0115414063404888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0.14732472588967,0,0.231815287010498,0,0,0,0,0.459221499988738,0,0,0,0,0,-0.414515173426601,0,0,0,0,0.06666212111508,0,0,0,0,0,0,0,0,0,0,0,0,0.12758757192774,0.0581600040542414,0,0,0,0,0,0,0,0,0,0.158315190647677,0,0,0,0,0,0,0,-0.108281635867441,0,0.0958088132433015,-0.0322910023977426,0,0,0,0
X002475.SZ,0,0,0.0697042150827373,0,0,0,0,0,0,0,0,0,0.098305012878707,0,0,-0.0162730709013834,0,0,0,0.0901658055913638,0.161595891549129,0,0,0,0,0,0,0.148350999015947,0.131086546453348,0,0,0,0,0,0,0,0,0,0,0.191054199568045,1.73472347597681e-18,-0.0971689015111302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.218607198320617,0,0.0105049664917717,0.288637363153863,0,0,0.0160640145138574,0,0,0,0.0233413126946534,0,0,0.031259112868183,0,0.0158366577217245,0.186101900124751,0,0,0,0,0,0.0247317221737346,0.0188935457102902,0.0630903476484977,0,0.0572880688802539,0,0,0,0,0,0,0,0,0,0,0,0,0.0256166375311514,0,0,0,0,-0.0168248652451685,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.0558774557519287,0.0903708103972715,0,0,0.0953667281210972,0,0,0.174588104750149,0,0,0,0,0,0.0612487990213121,0,0,0,0,0,0,0,0,0,0.00108438680868989,0,0,0,0,0.188105278536523,0.104998027363796,0.0679148719149523,0,0,0,0,0,0.00726060443986983,0.00109751834247865,0,0,0,0,-0.000880290224408744,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.131008810022899,0.0140973142596601,0,0,0,0,0.0889646383306971,0,0.115105570642946,0,0,0.0580052250496998,0,0,0,0,0,0,0,0,0.00429464043769696,0,0.0578115587385946,0.00926040526430489,0,0,0,0,0,0,0.0879193862712849,0,0.0837300245923608,0,0,0,0,0,0,0,0,0,-0.00925709208617217,0.0130398667151161,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0211022527897451,0,0,0.0122016534878052,0.0511885182627678,0,0,0.0255415823600865,0,0,0,0,0,0,0,0,0.0966709015636336,0.136629701518941,0,0,0,0,0,0,0,0,0.154649044543434,0,0.100359983925143,0,0,0,0,0,0,0,0.0313941912489675,0,0.0204239858840882,0,0,0,0,0,0,0
X002465.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.204782623868027,0,0,0,0.0802486372883493,0,0,0.0326950566541401,0,0.0666692337225941,0,0,0,0,0,0,0.0200863128817373,0,0,0.00847816355891902,0,0,0,0,-1.73472347597681e-18,0,0.098788884369989,0,0,0,0,0,0.309779030526523,0,0,0,0,0,-0.0209971371578205,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26344444833914,0,0.179039587737208,0.370908705684986,0.105349177477794,0,0,0,0,0,0,0,0.0235336148002173,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.270013698119091,0,0,0,0,0,0.0964711774694842,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324318738836497,0,0,0,0,0,0,0,0,0.0615991838246641,0,0,0,0,0.0163217815364289,0,0.0932476147180922,0,0,0,0,0,0,0,0.209228193169681,0,0.128083153457145,0.021891646732665,0,0,0.0285004471078642,0,0,0,0,0,0,-0.000836516747572483,0,0,0,0,0,0
X300124.SZ,0,0,0.169526152328992,0,0,0,0,0,0.420667954194461,0,0,0.0130866046252779,0,0,0.197301153558582,0,0,0,0,0,0,0,0,0,0,0,0,0.15188693375084,0,0,0,0.0193839411978811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00503640284395343,0,0.0441529168630139,0,1.73472347597681e-18,0.0470388825631156,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0904927232102061,-0.083324354099884,0.259525367773228,-0.0548786075031381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397429438646155,0,0,0,0,0,0.0890424254942556,0,0,0,0,0,0,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0614888206090211,0,0.32945861108961,0,0,0.317433935813471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234745450144423,0,0.0995293699240722,1.73472347597681e-18,0,0,-0.0907483257524884,0,0,0,0,0.0354986064487052,-0.0742688946135861,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,-0.113529598209468,0,0,0,0,0,0,0,0,0,0,0.0594390703097173,0,0,0,0,0,0.256265209705114,0,0,0,0,0,0,-0.212340973507733,0,0,0,0,0.0732891722899032,-0.0789525618195562,-0.0306408340353227,0,0,-0.126913781663004,0,0.184434154202453,0,0,0.0588032437223094,0.0363844371660797,0,0.0281480739499242,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0153116824606255,0.0291377942112298,0,0,0,0.0421948769532534,0,0,0.0807315683455698,0,0.0835582696938542,0,0.00887179731661669,0,0,0,0,0.0150324780666768,0.162656445094282,0,0.0461884777448141,0.0319935412165056,0,0,0,0,0,0,0,0.0127225939788859,0,0.010273940216665,0,0,0,0,0,0,0,-0.0117775957171083,0,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0,0.0533509254905876,0,0,0,0,0,0,0,0,0,0,0,0,0.0745516266422576,0,0,0.0274641803207498,0,0,0,0,-3.46944695195361e-18,0,0,0.068612956992091,0.0431517536085705,0,0,0,0,0,0,0.160190077954772,0,0,0,0,0,0,0,0,0,0,0,-0.000379392201359573,0,0,0,0,0,0,0
