,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600276.SH,X000625.SZ,X300014.SZ,X600104.SH,X000651.SZ,X300124.SZ,X002129.SZ,X000725.SZ,X002371.SZ,X600031.SH,X003816.SZ,X000596.SZ,X002049.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X600522.SH,X601877.SH,X002180.SZ,X002074.SZ,X600741.SH,X300142.SZ,X600884.SH,X000100.SZ,X000733.SZ,X600460.SH,X600702.SH,X601799.SH,X000157.SZ,X600418.SH,X000799.SZ,X600563.SH,X002236.SZ,X600584.SH,X002414.SZ,X002176.SZ,X000800.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.323326061092801,0,0,0,0,0,-0.0149556547254658,0,0,0.0194332018587008,0,0,0,0.0536343351907546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179428706615249,-0.0745597642422538,0,0,0.0700287884905586,0,0,0,0,0,0,0.0241167410989495,0,0,0,0,-0.0259881625578307,-0.00176013209157835,0,0.00469102037570018,0,0,0,0,0,0,0
X000858.SZ,0,0,0.224969716562839,0,0,0.0197773459370363,0,0,0,0,0,0,0,0,0,0,0.0343753303080309,0,0,-8.67361737988404e-19,0,0,0.0269728818590451,0,0,0.156958230203565,0,0,0,0,0,0,0,0,0,0,0,0,0.16306462708661,-0.0615730793748669,0,0,0,0,0,0,0,0.0431046892908346,0,0,0,-0.0151612643066052,0,0,0,0,0.00571518789620175,0,0
X600809.SH,0,0,0,0.614237369263402,0.0197647783239595,0,0,0.0337851288838337,0,-0.026600824808422,0,0,0,0,0,0,0,0,0,0.011591694390934,0,0,0,0,0,0,0,0,0,0,0,0.0451669850309524,0,0,0,0,0,0,0.0939195595385761,0,0,0,0,0.037606842632306,0,0,0,-0.220098804073199,0,0,0,0.00260110142583163,0.00859724714386499,0,0,0,0,0,0
X000568.SZ,0,0.118852840645703,0.238242676369634,0,-0.0185621483556249,0,0,0,0,0,0,0,0.0209505722756142,0,0,0,0,0,0,0,0,0,0,0,0.0867911042183516,0,0.0606292729079939,0.0299804412169967,0,-0.0130354188024262,0,0,0,0,0,0,0,0,0.283414081500626,0,0,0,0,-0.0103898659010507,0,0,0,0,-1.73472347597681e-18,0,0,-0.0246935006712995,0,0,0,0,-0.0481419389934363,0,0
X002415.SZ,0,0,0,0.0969862966489631,0,0.210969851485764,0,0,0,-0.10116738884799,0,0,0,0.0987809259013358,0,0,0,0,0,0,0,0,0,0,0.0813943562258791,0,0,0,-0.0042537034593912,0,0,0,0,0,0,0,0,0,0,-0.0243384923824772,0,0,0.105748902177284,0,0.719047782513252,3.46944695195361e-18,0,-0.0372387943710394,0,0,0,0.144430433392792,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0541811733051631,0.142666213085678,0,0,0,0.0246302848101539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586457820077977,0,0.26034505926086,0,0,0.0236937156463289,0,0.0258456370882569,0,0,0,0.0446870236036807,-0.0212587967979335,0,0,0.00732177921085797,0,0,0,0,-0.0252089207481014,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253358486852085,0,0,0,0,0,0.0576050545329234,0.225555985223591,0,0,-0.0279911100919521,0,0,0,0,0,0,0,0,0,0,0.0401475908038339,0.21237640464323,0.013809649783031,0,0,0,0.10234103027153,0.181700906740512,0,0,0,0,0.101473864448731,0,0,-0.177583304366632,0,0,0,4.33680868994202e-19,0,0
X600690.SH,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0593074799703744,0,0.347531983882943,0,0,0,0.0901511798236291,0,0,0,0,0,0,0,0,0,0,0,0,-0.0536014461498036,0,0,0,0.114737935184867,0,0.029841690382358,0,0,0.028906003401477,0,0,0,0,0,0,0,0,0,0,0.104936355964518,0,0.00170001956139895,0,0,0,0,-0.00231807730960022,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0438822034725481,-0.240686904207855,0,0,-0.0480417184158151,0,0,0,0,0,0,0,0.126002219741817,0,0,0.0898940842861142,0,0,0,0,0,0.206636246674185,0,0,0.0406284696515021,0,0,0.00093504990189559,0,-8.67361737988404e-19,0,0.0453484338049671,0,0,0,0,0,0.468782450509827,0.183410520851079,-0.0817401302678101,0.27738652487086,0,0,0,0,0,0
X000625.SZ,0,0,0,-0.355169259623103,0,0,0,0,0,0,0,0,0,0.441266226845311,-0.0498715374134745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644823465360934,0.315201335125231,-0.14884085243822,0.219592711995016,0,0,0,-0.0930690287913415,0,0,0.136092438390195,0,0,0,0,0,0,0.22969518466161,0,0,0,0.0391400867273977,0,0,0,0.0353496291841327,0,0
