,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000625.SZ,X000063.SZ,X600703.SH,X600690.SH,X002292.SZ,X002241.SZ,X600271.SH,X600118.SH,X000559.SZ,X000100.SZ,X600031.SH,X600066.SH,X002236.SZ,X600741.SH,X002475.SZ,X600372.SH,X000157.SZ,X000338.SZ,X600089.SH,X002465.SZ,X300124.SZ,X002049.SZ,X000568.SZ,X600177.SH,X601877.SH,X002129.SZ,X002294.SZ,X300003.SZ,X002074.SZ,X600582.SH,X000869.SZ,X002506.SZ,X002085.SZ,X000977.SZ,X600498.SH,X600867.SH,X000547.SZ,X002426.SZ,X300001.SZ,X600252.SH,X600839.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.112842208621991,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607198693027099,0,0,0,0,0,0,0,0,0,0,0,0.119207945961182,0,0,0,0,0.0731469823240806,0,0.0159842975548685,0,0,0,-0.00771197207015893,0,0.0440319053601665,0.0268835515521056,-0.0521478605595596,0,0.0626971931879889,0.0132025580985336,0,0,0,0,0,-0.0120082036854965,0.0236066156428609,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.244089062599495,0,0.0887667811756211,0,0,0.0621351090278613,0,0,0,0,0.0678058090007903,0,0,0,0,0,0,0,0.127362904469467,0,0,0.0228032086480869,0,0,0,0,0,-0.0432073891599586,0,0,0,0.0364849879903555,0,-0.164468202152659,0,0,0.00711623836594902,0,0,0.0257293635655586,0,0,-0.0233891052865642,0.0300177776428913,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0246880919369791,0.0612752664687741,0,0.166636495818722,0,0,0,0,0,0,0.0898622774929007,0,0,0,0,0.00868131821030241,0.19090093028399,0.0937371035105166,0,0,0,0,0,0,0,0.0424434297502677,0,0.0383029508653188,0,0.0173561049630441,0.0370571639312401,0,0,0,0,0,0,0,-0.013922913346244,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0485425310716265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474463799033614,0,0,0.302496389443968,0,0.0260907980899283,0,0,0,0,0,0.0362217550181812,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0167323133800912,0,0,0,0.00959898201805264,0.0294911644014328,0,-0.177159341047628,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0399812829610995,0,0,0,0,0,0,0,4.15575041443697e-05,0,0,0,0,0,0,0,0,0.0757280207121859,0,0,0,0.0242006730253585,0,0.00615922151071928,0,0.140240923863536,0,0,0,0,0,0.0317152017438259,0,0,0,0,0.032646428462715,0,0,0,0.174066551607262,0,-0.00738727891335468,0,0,0,0,0,0,0
X002304.SZ,0,0.0536948451415876,0,0.0771138246096799,0,0,0,0,0,0,0,0,0,0,0,0.0315577818122814,-0.0170675000030945,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0301797715523746,0.106997905647758,0.0334315211714677,0,0.102301351863583,0,0,0,0,0,0.00781544871458818,0,0,0,0,0.031227849652702,0,0,0,0,0,-0.0217094914416301,0.0190841717865878,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109697423621103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280519565581225,0,0,0,0,-0.221527237110961,0,0,0,0.129165348029402,0,0,0,0.0987578607354703,0,0,0,0,0,-0.0299612516070651,0.00787751633725882,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0822288302616005,0,-0.128464440206371,0,0,0,0,0.224104272006999,-0.164046635137787,0,0,0,0,0,0,0,0,-0.0227774046803667,0,0,0,0,0,0,0.0324749043502141,0,0.0447786775507147,0.0133064054332107,0,0,0,0,0.0846039955748407,-0.0936971369647462,0.0500521881013975,0,0,0,0.0214480683988669,-0.0121164484688185,0,0,0,0,0,0
X000625.SZ,0,0.0750660866567088,0,0.0361759250664287,0,0,0,0,0,0,0,0,0,0,0,0,0.134017955372051,0,0,0.382461770109158,0,0,0,0,0,0,0,0,0,0,0,0.0663114411609875,0,0.0213338712279313,0,0,0,0,0.00230097457297217,0,0,0,0,0,0.0207046908387562,0,0.0530896645426186,0,0.136691033458974,0,0,-0.044598837466123,0,0,0,0,0,0
X000063.SZ,0,0,0.0496216112426786,0,0,0,0,0,0,0,0,0,0.0210383756228842,0,0,0,0,0,0.0490963192656918,0,0,0,0,0,0,0,0.00499968569647828,0,0.214505901454294,0,0,0.0628573898177127,0,0.108544224128365,0,0,0,0,0,0.00965656641029426,0.0245674341190003,0.0606105083831267,0.0324919080634922,0,0.0293678538302002,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
