,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000063.SZ,X000338.SZ,X003816.SZ,X002241.SZ,X600703.SH,X000596.SZ,X000625.SZ,X002371.SZ,X000100.SZ,X300142.SZ,X002129.SZ,X000799.SZ,X600741.SH,X002049.SZ,X000157.SZ,X002179.SZ,X600702.SH,X002007.SZ,X601877.SH,X002236.SZ,X300146.SZ,X600779.SH,X600584.SH,X002414.SZ,X601799.SH,X600460.SH,X300003.SZ,X600183.SH,X000800.SZ,X002074.SZ,X600089.SH,X000066.SZ,X002508.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0403176586593935,0.0862786250229748,0,0,0,0,0,0,0,0,0.0169141901326112,0,0,0.0326183639880649,0.0625168467288698,0,0.10191057261699,0,0,0,0.138497370882294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471135456029894,0,0,-0.143875396320567,0,0,0,0,0,0,0,0.00582681106740228,0,0
X000858.SZ,0,0,0,0.207920822784565,0,0.400624429417897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586602870992311,0,0,0,0,0,0,0,0.0951629975497051,0,0,0,0.0394500808074925,0,0,0,0,0.0529028463383549,0,0,0,0,-0.045120648115921,0,0,0,0.0602515456697685,0,0,0,0,0,0,0,0,0,0,-0.00959743539529436,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.139670660387314,0,0,0,0.0100317316623747,0,0,0,0,0,0,0,0,0.158095116852388,0,0.0193634115199752,0.0308204333892654,0,0.0589864546011759,0,0.0347272867016402,0,0,0,0,0,0,0,0,0,0,0,0.088515834380246,0,0,0,0,0,0.0299760618226319,0,0,0,-0.0411876502750688,0,0,0,0,0.0015365168795329,0,0
X600276.SH,0,0,0,0,0,0,0,0.109793812257202,0.191810247469288,0,0,0,-0.124693954321544,-0.0201958636984971,0,0,1.38777878078145e-17,0,0,0.0224480818705579,0,0,0,0,0,0.0414823996983033,0,0,0,0.0350249791152795,0,0,-0.00271772522271385,0,0.0362343219575029,0.132219305640257,0,0,0,0,0,0.0147929708518683,0,0,0,0,0,0,-0.0656327677479489,0,0,0.137725574053232,0,0,0,0,0.0177111117995103,0,0
X600809.SH,0,0,0,0,0,0.197517990128425,0,0.0566196365471777,0,0,0,0,-0.160416623803454,0,0.140869974106949,0.160424726007154,0,0,0,-0.0244139580291159,0,0,0,0,0,0,0.0577050237685321,0.397913804506844,0,0,0,0,0.0669212745208939,0,0,0,0,0.0490465649782332,0.0901191699730503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278251018998608,0,0
X000568.SZ,0,0.703053078518222,0,0,0.0802245364345604,0,0,0.210888851665585,0,0,0,0,0,0,0,0,0,0,0,-0.00665332258360066,0,0.00189098111733113,-0.100781788824663,0.0238016379729921,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.000878580488707196,0,0,0,-0.0476785892299483,0,0,0,0.239896501790333,0,0,0,0.108508509726023,0,1.73472347597681e-18,0,0,0,0,0.0076266022942717,0,0
X000651.SZ,0,0,0,0,0,-0.014186001870275,0,0,0,0.0880943765767535,0,0.0372857073343283,0,0,0.0636165358063079,0,0,0,0,0,0,0,0,0,0.214409755108141,-0.0463813230164001,0,0,0.0211207965498969,0,0.101102331132232,0,0.0378537594525601,0,0,0,0,0.0573359662286361,0,0,-0.0832480016671256,-0.045501542509553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150978664071402,0,0
X002304.SZ,0,0,0,0,0,0.0591337027167327,0,0,0,0,0,0,0,-0.100899122770765,0,0,0,0,0,0,0.557192210507339,0.0515878139342029,0,0,-0.0696354630339514,0.0531284494749402,0,0,0,0,0,0.0855405510144789,0,0,0,0,0.293093147877064,0.0234823277145324,0,0,0,0,0,0,0,0,0,0.0927713592876184,0,0,0,-0.156535552401876,0.143708509498537,0,0,0,-0.00625740642225031,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956776668921296,0.0112385135582195,0,0.127688510636622,0,0,0.0413213174830831,0.353644619209559,0,-0.0305569745326518,0,0.106933943186196,0,0.0852477121867128,0,0,0,0,0,0.00614873947855677,0,0,0,0,0.00398381426241478,0,0,0,0,0,0,0,0,0,0,-0.0212264858691154,0,0,0,0,0,0,0,-0.0457498455958729,0,0
X600690.SH,0,0,0.120323353840781,0,0,0.0420515429406833,0,0,0.0101750306452816,0,0,0,0.40963488869815,0,0,0,0.0730344467543716,0,0,0,0,0,0,0,0,0,0,0.0161314442173842,0,0,0,0,0,0,0.137901044025213,0.00382131063789101,0,0,0,0,0,0,0,0.0134774114749894,0,0,0,0,0,0.136932443620622,0,0,0,0,0,0,0.0200135946682368,0,0
