,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002475.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X600703.SH,X000661.SZ,X600809.SH,X600741.SH,X600183.SH,X000100.SZ,X300003.SZ,X002371.SZ,X000596.SZ,X300014.SZ,X000977.SZ,X002241.SZ,X002007.SZ,X002236.SZ,X000625.SZ,X601877.SH,X002129.SZ,X300142.SZ,X002463.SZ,X300124.SZ,X600498.SH,X000157.SZ,X002179.SZ,X002456.SZ,X600271.SH,X000066.SZ,X600118.SH,X600487.SH,X300136.SZ,X600584.SH,X002414.SZ,X002180.SZ,X002185.SZ,X002008.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0929791655814838,0,0,0,0,0,0,0,0,0,0,0.053112318390359,0,0,0,0,0.155990318150572,0,0,0,0.0883349203183686,0,0.20779527211099,0.131240342561361,-0.0510852338032132,0,0,-0.047427935252218,0,0,0,0.246075946121136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368380047510595,0,0,0,-0.0205489810808454,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0302760706909462,0,0,0.448144149667772,0,0,0,0.0238222700203675,0,0,0,0,0,0,0.159185649482641,0.0324043237736387,0,0,0,0,0.00621114882954266,0,0,0,0,0,0.00910447749696347,0.0086360936373728,0,0,0.138156642274319,0,0,0,0,0,0,0.0253178915815107,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437368644493468,0,0,0,0,0,0,0,0.0254694969807858,0.152305996939873,0,0.00439943682845194,0.0480709479502256,0.0399506480235505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107256353230414,0,0,0,0,0,0,0,0,0,0,0.0102759799733649,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0551913207709453,0,0,0.0700247008170346,0,0.0760497327742355,0.0854695964497895,0,0,0,0,6.93889390390723e-18,0.0387305488073984,0,0,0,0,0,0.0171006479019079,0,0,0,0,0,0,0,0,0,0,0,0,0.144724914974557,0,0,0,0.12878963558171,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175326606031817,0,0,1.38777878078145e-17,0.123378142869969,0,0,0,0,0.474565036416313,0.140753478269023,0,0,0,0,0.0747107044650973,0.00210612224548907,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.172706112431901,0,0.0679216603750984,0,0.0577604520882947,0,0,0,0,0,0,0.0564773681651228,0,0,0,0,0,0,0,0.0762083056352778,0,-3.46944695195361e-18,0,0,0,0,0.180887745483458,0,0,0,0.200376318559479,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860510750652364,0,0,0,0.113207968560428,0,0,0,0,0.105348995606693,0,0,0,0,0,0,0,0,0.0252003607697906,0,0,0.103370574840743,0.169476821100226,0,0,0,0,0.15031012763237,0,0,0,-0.0253421691693645,0.0406292548067163,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111356006823406,0,0.117278366366293,0,0,0,0,0,2.77555756156289e-17,-0.0648694382010647,0.274653861112816,0,0,-0.0348720609007518,0,0,0.0634985453037634,0,0,0,0,0,0,0,0,0,0,0.21711847075786,0,0,0,0,0.190271221307161,0,0,0,0.030168702526691,0,0,0,0.0412807127122508,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.26272265746511,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0811933743430749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151445252424995,0,0.229406689810118,0,0,0,0,0,0.0680477820544169,-6.93889390390723e-18,0,0,0,0.0129424717773622,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702842714023037,0,0,0.0591339114509605,0.47344913960299,0,0,0.0261748738221595,0.0384910848208257,0,0,0,0.0142475172143133,0,0,0,0,0,0,0.000544871729712674,0,0,0,0,0,0,0,0.128152780075883,0,0,0.00991679287996241,0,0,0,0,0,0,0,0,0,0,0,0
