,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600031.SH,X600703.SH,X000100.SZ,X600271.SH,X000559.SZ,X600118.SH,X600066.SH,X000157.SZ,X600372.SH,X002236.SZ,X002475.SZ,X600089.SH,X600741.SH,X000338.SZ,X002241.SZ,X002292.SZ,X300124.SZ,X000568.SZ,X002465.SZ,X600839.SH,X600177.SH,X000977.SZ,X002294.SZ,X600867.SH,X002074.SZ,X000869.SZ,X300003.SZ,X600582.SH,X600498.SH,X002129.SZ,X000800.SZ,X000581.SZ,X600525.SH,X000550.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0592780037871958,0,0,0,0,0.127244821096207,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.265935881261753,0,0,0,0,0.0565408958964132,0,0,0,0,0,0,0,0,0,0,0,0,-0.021378346775657,0,0,0,0,0,0,0.162767768510124,0,0,0,0,0.0118227220554459,0.030439992399033,0.0135732543191688,-0.0674228495907909,0,0,0,0
X600104.SH,0,0,0,0,-0.0575820343186328,-0.0355109485274111,0,0.271150099355091,0,0.237234722050304,0,0,-0.0245519343758743,0,-0.0235394820944838,-0.0493852505606577,-0.0414501880695776,0.233159358944714,0,0,0,0.130089296566914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247626714386318,0,0,0,-0.139489617814446,0,0.0412739713884322,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.346953525679634,0,0,0,0,0,0,-0.156346871437141,0,0,0,0.0312927420021366,0,0,0,0,0,2.16840434497101e-19,-0.00445130893994035,0,0.0689139394332234,0.160946587891735,0,0,0.0237048356660749,0,0,0,0,0,0,0.182386529110301,0,-0.0213598077504927,0,0,0,0,0,0,0,0,0,0,-0.0053193722040241,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.162750753310941,0,0,0,0,0,0.0582718322916724,0,0.168925692055907,0,0,0,0.252298981982082,0,0,0,0,-0.00482747757403012,0,0,0,0,0,0,0,0,0,0.168623848760841,0,0,0.0291530711019308,0,0,0,0,-0.0276127228807636,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0731919740022081,0,0,0,0,0,0,0,0.0982580705247013,0,0.00319633633369124,0,0.0497446720602435,0,0,0,0.0131323897946605,-0.0145823745178746,0,0,0,0,0,0.366678102658689,-0.00158995317459183,0.164440329985718,0,0,0,0,0.0327331219588143,0,0,0,0.0633056334026331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.16634151682483,0,0,0,0,0,0,-0.0302872591596086,0,0,0,0.200019570274654,0,-0.074283735206208,0,0,0,0,0,0,0,0.324009608574435,0,0,0,0,0,0,-0.060710625368062,0,0,0,0,0,0,0,0,0,0,0,-0.00843952643269957,-0.0460901256748349,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0203264146667995,0,0,0,0,0,0,0,0,0,0,0.00143622131015832,0,0,0,0,0,0.221502018367491,0.420765279870399,0,-0.182367511786243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00483728799671891,0,0,0,0.174868794090217,0,0,0.017553882349696,0,0.00978420044583462,0,0,0,0,0
X002304.SZ,0,0.262884460160464,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0160208522347086,0,0,0,0.26816205408726,0.0434393406064772,0,0,0,-0.0242969325797709,0,0,0.00504443530534204,0.0723970315542476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095695801016762,0.256093385504167,0,0.0311800067660465,0,0,0,0,0.347138622858438,0,0,0,0.0421445413803082,0,0,0.0607304481555496,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0122899686655381,0,0,0.0400155074844335,0,0,-0.0121858835451914,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0129314012839216,0.00437975899777979,0,0,0.0144973580415254,0,0,0,0,0.0111229980802454,0,0,0,0.270642164386765,0.0854130463156945,0,0,0,0.0834534166242535,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0505220462236821,0,0,0,0.191928581511369,0,0.00270187935010618,-3.3881317890172e-21,0,0,0,0,0,0
