,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X002236.SZ,X000568.SZ,X600271.SH,X000100.SZ,X600031.SH,X600118.SH,X002241.SZ,X600177.SH,X002292.SZ,X000338.SZ,X002007.SZ,X002475.SZ,X600372.SH,X000559.SZ,X002180.SZ,X002456.SZ,X002074.SZ,X002506.SZ,X300003.SZ,X600522.SH,X000157.SZ,X600867.SH,X002426.SZ,X002294.SZ,X002508.SZ,X000981.SZ,X600089.SH,X300124.SZ,X002085.SZ,X000869.SZ,X601877.SH,X002465.SZ,X000050.SZ,X600498.SH,X002179.SZ,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.345456937757364,0,0,0,0,0,0,0.256531844373042,0,0,0,0,0,0,0,0,0,0.0460357890919331,-0.0705785913674013,0,0,0.00959376802971393,0,0,0.0382559643003275,0,0.0618522496222407,-0.0862408085449505,0.124843703081137,0,0,-0.0356701506175192,0,0,-0.0317988522468284,0,-0.143462476405197,0,0,0.175333000147562,0.11922487225746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0.111355950478258,0,0,0,0,0,0.0591631567690213,0.263534483998296,0.0630953610349873,0,0.0750097190767085,0,0,0,0,0,0,0,0,0,0,-0.110285168215353,0,-0.0332433654900964,0,0,0.0360641286551715,0.0109518169961732,0,0,-0.0433641386641948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130576146090418,0,0,0,0.0122283066078616,0,0,0,0,0,0,0
X002415.SZ,0.0402803024914826,0,0,0,0,0,0,0,0.0648390029592371,0,0,0,0,0,0.00574776819837038,0,0,0,0,0,0,0,0,0.121185918138333,0.106968899769219,0,0,0,0,0.00667332238623076,0,0,0,0,0,0,0,0.077519584140108,0,0,0,0,0.146264313122516,0,0,0,0.122329807141035,0,0,0,0.0278267075382303,0,0,0,0,0,0,0
X000858.SZ,0.281706500946994,0,0,0,0.273584069295366,0,0,0,0.217986872037854,0,0,0,0,0,0.237115396532472,0,0,0,0,-0.018123242235172,0,0,0,0,0,-0.0323705759138086,0,-0.00586625317291068,0,0,0,0,0,0,0,0.038558623182338,0,-2.77555756156289e-17,0,0,0,0.0732537986037701,0.115302156317379,0,0,0,0,0,0,0,0.00455165807335536,0,0,0,0,0,0,0
X002304.SZ,0.0214283250536648,0,0,0.726151110473491,0,0,0,0,-0.0544825541052366,0,0,0.0137658603231556,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0246614741386351,-0.0270779455891821,0,0,0.113025724844393,0,0,0,-0.01188285203882,0,0,0,0,0,0.0380765262019137,0,0.051221191840268,0,0,0,0,0,0,0.0293242625113384,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.034034051232664,0,0,0,0,0.16935838985753,0,0,0.0991584865146546,0,0.053879785986522,0.0199956153740802,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297732634042667,0,0.0226105074277118,0,0,-0.00250962588809628,0,0,0.0117214343788369,0,0,-0.0249261038907622,0,0,0,0,0,0,-0.024910359867795,0,0,0,0,0.00041741893414889,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.043231937315533,0,0,0,0.248985390596192,0.105850810014036,0,0.00740066542768307,0,0,0.130016238471019,0,0,0.0678144730959309,0,0,0,0,0.00652350398947942,0,0,0,0,0,0,0,0.00400851512761968,0,0,0,0,0.0278926022683033,0,0.0857515702661602,0,0,0,0,-0.0297330536356657,0.0199483357562395,0,0,0,0,0,0
X000625.SZ,0.092541173045749,0.466785385609972,0,0,0,0,0,0,0.182368426454271,-4.33680868994202e-19,0,0,0,0,0,0.161255061915899,0,0,0,0,0,0,0,0,-0.00577271947750141,0,0,0,0,0,0.0663168874661828,0,0,0,0.0419334585634689,0,0,0,0,0,0,0,0,0,0,-0.00644989817336207,0,0,-0.0455456919457911,0,-0.0237989504866055,0,0,0,0,0,0,0
X600690.SH,0,0,0.0151864998056724,0.0749142724068839,0,0,0,0,0,0,0,0.0941141639345831,0,0,-0.0305251729609317,0,0,0,0,0,0,0,0,0.161671756763794,0,0,0,0.0192113153902438,0,0,-0.0328582434731444,0.0198426555063796,0.113353401045234,0,0,0,0,0.0135520243329936,0,0,0,0,0.143333275234186,0.0148791258968125,0,0,0,0.0548635924836801,0,0,0,0.0487651658399489,0,0,0,0,0,0
X000063.SZ,0,0,0.0110003252409422,0.129459616459892,0.0688174582426853,0,0,0,0,0,0,0,0,0,0,0.0678218729371201,0,0,0,0,0,0,0,0.025945541810816,0,0,0,0,0.125194052117865,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.108620758575523,0,0,0,0,0,0,0.0431371296745736,0.036444448996568,0.0436602116719496,0,0,0,0.0345699228723378,0,0,0,0,0,0
