,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000625.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X600089.SH,X002236.SZ,X002049.SZ,X600372.SH,X002241.SZ,X000661.SZ,X600584.SH,X000157.SZ,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X002007.SZ,X000800.SZ,X002074.SZ,X600183.SH,X002463.SZ,X601799.SH,X600418.SH,X000733.SZ,X300142.SZ,X002180.SZ,X000066.SZ,X002456.SZ,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.503043853393969,0,0.0805867710809373,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773012082812321,0.0628534241965101,0,0,0,0,-0.224646171663296,0,0,0,0,0,0,0,0,0,0,0,0.132418371145584,0,0,0.407932758250431,0.00758598035044914,0,0,0,0,0,0,0,0,0.00956513245406178,0.0106041701130343,0,0,0.126990555236042,0,0
X000858.SZ,0.215147658611553,0,0,0,0,0,0,0,0,0,0,0,0.161484893248556,0,0,0.289315581795685,0,0,0,0,0,0,0.0360368156898123,0,0,0,0,-0.0479045032042192,0,0,0.0484485690976469,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.183092207906254,0,0,0,0.0837939958707224,0,0,0,0,-0.00418812253833578,-0.00268574284335491,0,0,0,0,0,0
X002415.SZ,0.0216011168984239,0,0,0,-0.0948526853609257,0,0,0,0,0,0,0,0,0,0,0.0282009615587491,0.0749135841488044,0,0,0,0,0,0,0.0981066488491438,0,0,0.145384643136192,0,0,0,0,0,0,0,0.134922178453716,0,0,0,0,0,0,0.0198110385643818,0,0.037964544590736,0,-0.0155249744687436,0,0,0,0,0.0226933829592416,0,-0.0129378053882423,0,0,0,-0.190229287646856,0,0
X000568.SZ,0.407290721038813,0,0,0,0,0.383772310925004,0,0,0,0,0,0.0738139521803066,0.000651329064273238,0,0.0927179339762799,0.148484749187796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240405273868354,0,0,0,0,0,0,0,0,0,0.0405006840363998,0,0,0,0,0,0,-0.0488795490590942,0,0.0485148499510572,0,0.0109976385666005,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.0898242888943908,0.0389485947988406,0,0.383992392591032,0,0,0,0,0,0,-0.0483639458813239,0,-0.0355646409039239,0,0,0,0,0,0.0451432088443774,0,0,0,0,0,0,0.184970227503679,0,0,0,-0.07361724452848,0,0,0,0,0,0,0,0,0,0,0,0.0418638448911322,0,0.0337518430795738,0,0,-0.00533438357087549,0.000681614101872295,0.00387449458066742,0,0,0,0,0
X600809.SH,0.218640504627802,0,0,0.388172376778357,0,0,0.0335537011619758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652205351431766,0,0,0,0,0.101770216510709,0,0,0,0,0,0,0,0.0105902752955817,0,0,0,0,-0.0454926853000898,0,0,0.0393392750166217,0,0,0,0,0,-0.0499551848874755,0,0,0.0206155568642236,-0.0435680124169325,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0866961950142672,0.417726307119647,0,0,0,0,0,0,0,0,0,0,0,0.182092400239677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0557627089279154,0,0,0,0,0,0,0.409541196038236,0,0,0.0282340089067997,0,0,0,0.107269781094873,0,0,-0.0910716780394628,0.104029610652143,0,0,0,-0.295456771220132,0,0
X600690.SH,0.0260572150011935,0,0,0,0,0.00863888197743935,0,0,0.0240557635960882,0,0,0,0.0412880438440572,0,0,0.135445192645099,0,0,0.182923874206459,0,0,0,0,0,0,0,0,0,0,0.00472207851511285,0.00914434033731264,0,0,0,-0.0324652420346552,0,0,0,0,0,0.0734546956792801,0.0690635441741424,0,0,0,0,0,0,0,0,0,0.00732209634943291,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.235507497360834,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0255241266454645,0,0,0,0,0,0,0,0,-0.0562491276534493,0,0,0.102248025861173,0,0.122054705558138,0,0,0,0.0588978550399266,0,0,0,0,0,0.0172694706088802,0,0,0.0167796786094914,0,-0.136740414335582,-0.0492701333219069,0,0,0.0247070808339062,-0.0519782377703845,0.16894085535325,0,0,0,0,0
X002304.SZ,1.38777878078145e-17,0.0232691428195807,0,0.0534253234661429,0,0.281879087323211,0,0,0,0,0,0,0.115760922060933,0,0,0,0.0917019075653672,0.0680954009325529,0,0,0.077305763021145,0,0,0,0,0,0,0,0,0,0,0,0.0156494456417317,0,0,0,0,0,0,0,0,0.0302310690492007,0,0,0,0,0,0,-0.100690095343549,0,0,0.00187475926186678,-0.00739078068076206,-0.140811766656719,0,0,0,0,0
