,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X002007.SZ,X300003.SZ,X600183.SH,X600741.SH,X000596.SZ,X002371.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X300142.SZ,X000977.SZ,X601877.SH,X300124.SZ,X002236.SZ,X000157.SZ,X000800.SZ,X000625.SZ,X002129.SZ,X002463.SZ,X002456.SZ,X600118.SH,X002223.SZ,X600498.SH,X002179.SZ,X300136.SZ,X002049.SZ,X600271.SH,X002414.SZ,X600584.SH,X600522.SH,X002185.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.414374238480936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706482960502017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360482977859015,0,0,0,0.0378798882517865,0,0,0,0,-0.0219566532589044,0,0,0,-0.00769824482673415,0,0,0.0936910627010437,0.0200620085388372,0.00273579714411748,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.160741489127773,0,0,0,0,0,0,0,0.299001935685609,0,0,0,0.0990891980491072,0,0,0,0,0.209379101267988,0,0,0,0,0.00545236218142435,0,0,0,0,0,0,0,0,0,0,0,0,0.00123099944698047,0,0,0,0.0850661222544698,0,0,0,0.0346232307030255,0,0,0.00412929814703604,0.009457261355494,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0135149844266492,0,0,0,0,0.0604464163826136,0.0649023026256569,0,0,0,0,0,0,0,0,0,0.0724767568333427,0,0,0,0.138021167069875,0,0,0,0,0,0.0247405334993435,0,-0.00155070465998658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.147889491534931,0,0,0,0.0167577919224176,0.175992691593082,0,0.120248140894362,0,0,0,0,0.074155685728207,0.00441021343159853,0.189303322284207,0,0,0,0,0,0,0,0,0,0.0130895359024977,0,0,0.0272239564485181,0,0,0,0,0,0,0,0,-0.110843808109181,0,0,0,0,0,0.0463401661593783,0,-0.0305122683767586,0,0,0,0,0,-0.00381248739484687,-0.00394470483291068,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.109011343251523,0,0.0580013680341315,0,0,0,0.0155977383781022,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.224581543513067,0.0980041488088861,0,0.043477413967895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118047530975539,0,0,0.0446430890125936,0,0,0,0,0,0,0,0.027513672149463,0,0,0,0,0,0,0
X600104.SH,0,0.309266650780619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356514321232424,0.0900174103169095,0,0,0.0111037347886306,0,0,0,0,0,0,0,0.169317160045914,0.0854055440425401,0.0412647388263212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333684406564212,0.0384869632969127,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.313386155997613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12429330923668,0,0.0840511858057467,0,0.11613271389011,0.145548800683393,0,0,0,0,0,0,0,0,0,-0.0177974479675475,0,0,0,0,0,0.293982422823885,0,0,0,0,0,0,-0.0375897263084623,0,0.0150679300722452,-0.00568744891610277,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0437818861181914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126481565831254,0,0.0677328771186957,0,0,0.213487091106952,0,0,0,0,0,0,0,0,0.158787345160293,0,0,0,0,0,0.480150729308072,0,0.155460031010953,0,0,0.0139225478877215,0,-0.285164280515014,0,0,0,0.0440022836969412,0.0175720280810201,0,0,0,0,0,0
X600031.SH,0,0.0872688193826431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514403570667255,0,0,0,0,0,0,0,0.10344294811393,0,0,0,0,0,0,0.54541824255365,0,0,0,0,0,0,0,0,0,0,0.0234080040167429,0,0,0,0,0,0,0,0.0100834112972376,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0287264632171073,0,0,0,0.292155335206245,0,0,0,0.072926841038057,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.149911806664059,0,0,0,0,0,0,0,0,0,0,0.045404512521892,0,0,0,0.0746524955641051,0,0,0,0,0,0,0
