,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X002371.SZ,X000596.SZ,X600741.SH,X600183.SH,X300003.SZ,X002241.SZ,X002007.SZ,X300142.SZ,X000100.SZ,X300014.SZ,X000977.SZ,X300124.SZ,X601877.SH,X000157.SZ,X002236.SZ,X000625.SZ,X002129.SZ,X000800.SZ,X002463.SZ,X002456.SZ,X600498.SH,X600584.SH,X002414.SZ,X300136.SZ,X600118.SH,X002179.SZ,X000066.SZ,X600522.SH,X002049.SZ,X002185.SZ,X002008.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.136018514122574,0,0,0,0,0,0,0,0.123645636162311,0,0,0,0,0,0,0,0,0,0.27414037688567,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.00423100395503747,0,0,0.0190139660707,0,0,0,0,0.0168052809813638,0,0,0,0.0434989057663199,0,0,0,0,4.33680868994202e-19,0,0.00517574338001571,0.0683417523408184,0.0014115295016743,0.00733256964654371,0,0,0,0,0,0
X000858.SZ,0.224111178335997,0,0,0,0,0.0586166328476757,0.0181763075782708,0,0,0,0,0,0,0.133689529845965,0,0,0,0.355823596353506,0,0.196509025459136,0,0,0,0,0.00306993954714244,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273960890440368,0.0214503330957846,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.102665581669502,0,0,0,0,0,0.0225025602749446,0,0,0,0,0.158829676578484,0,0,0,0,0,0,0.0861648518889835,0,0,0.0159853816184059,0.088743783259992,0,0,0,0,0,0,0,0,0,0,0,0,0.011721551084566,0.0167605405664243,0,0,-0.0484404372206377,0,0,0,0,-0.012937501656692,-0.0128082653304311,0.00217601554089818,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.142069060946668,0.0284386476667223,0,0.0386954627565259,0,0,0,0.0677687840686176,0.0939012059655111,0,0.345528668237865,0,0,0,0,0,0,0,0,0.00742507607890521,0,0,0,0,0,0,0,0,0,0,0,0,-0.105064425448686,0,0,0,0,0,0,0,0,0.0118543483677347,0,0,0,0.0125795329644844,0.014400820940126,0.0119740835303783,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0422955583778426,0,0,0,0,0,0,0,0,0,0.182905033253227,0.0301335745341875,0,0,0.174861614554591,0.0157991874900439,0,0,0,0,0,0,0,0,0,0,0,0,0.0536223961706282,0,0,0,0,0,0.0798559774528498,0,0.0651121204088366,0,0,0,0,0,0,0.0360158310813297,0,0,0.00277442587816133,0.0168325862241339,0,0,0,0,0,0
X002475.SZ,0,0,0,0.170871450837193,0.366049367944639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222377635271477,0.0266993856255436,0,0.199956093526322,0,0.0772535216618629,0,0,0,0.218983524038382,-0.11529788019589,0,0,0,0,-0.0421070152462805,0,0,0,0,-0.0134575446155488,0,0,0.18331854914409,0,0,0,0,0,0,0,0,0,0.0139974536600271,-0.00245561889914757,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0189738891331819,0,0,0,0,0,0,0,0,0,0,0.103439516665781,0.316587818515843,0,0.112580864244385,0,0,0,0,0,0.181649598798835,0,0,0,0,0.0906260683964184,0,0.0593062037035682,0,0,-0.0946221091864789,0,0,0,0,0,0,0,0,0,0,0,0,0.0178559739717068,0.0169388553696318,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0372976823360768,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595310628212893,0.109154398168473,0,0.260096135344661,0,0,-0.0440324154109043,0,0,0,0,0,0,0,0,0.111739166074329,0,8.67361737988404e-19,0,0,0.393317829954144,0,0.0569747455132646,0.285534447619553,0,0,0,-0.21625799475771,0,0,0,0,0,0.0176797566042613,0.00821268975303409,0,0,0,0,0,0
X600031.SH,0,0.0575567650412323,0,0,0,0.0885889793095938,0,0,0,0,0,0,0,0.0490710069007485,0,0,0,0,0,0,0.0400799560983443,0.0228203285413021,0,0,0,0,0,0,0,0,0,0.529338254946668,0,0.0150348136344264,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.00415785237238723,0.0157139217010133,0,0,0,0,0,0
X002304.SZ,0,0.0570072368773845,0,0,0,0,0,0,0,0,0,0,0,0,0.105619553994071,0.225423864181096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129696332398509,0,0,0,0,0,0,0,0.0138373110627068,0,0,-0.0301517751879911,0,0,0,0,0,0.00481601458595453,-0.0144650883521023,0,0,0,0,0,0
