,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600271.SH,X600703.SH,X600741.SH,X002292.SZ,X600066.SH,X002241.SZ,X000100.SZ,X600031.SH,X002236.SZ,X600118.SH,X600177.SH,X002506.SZ,X000559.SZ,X002475.SZ,X600372.SH,X000157.SZ,X000568.SZ,X000338.SZ,X300003.SZ,X002074.SZ,X002085.SZ,X300124.SZ,X600867.SH,X002007.SZ,X600089.SH,X002294.SZ,X002426.SZ,X002456.SZ,X000869.SZ,X000050.SZ,X002465.SZ,X002508.SZ,X600498.SH,X601877.SH,X002180.SZ,X600699.SH,X002049.SZ,X000977.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.234442843577477,0,0.151693095317944,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0105510877866518,0,0,0,-0.0672022403689847,0.11326083656032,0,3.46944695195361e-18,0,3.46944695195361e-18,0,0,-0.0641913847587203,0,0,-0.0547402422283263,0,0,0,0,0,0,0,0,-0.00739050647301057,0,-0.0448199809513419,0,0.0237591625584387,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0160628099440072,0.138106720648703,0,0,0.197508235595317,0,0,0,0,0,0,0,0.0533234744238769,0,0,0,0.008406986498578,0,0,0,0,0,0,0,0,0,0,0,0,0.00767927415630622,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0452427429056194,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0669141378670416,0,0.0770795559590053,0,0.0996630325876109,0,0,0.0587105574777195,0,0,0,0,0,0,0,0,0,0,0,0.0682114711159219,0.0355256577854178,0,0,0,0,0.00836053752475105,0,-0.130746661060786,0.183287862536156,0,0.0410879433988495,0,0.0217911472307568,0.0164394142986836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.101367623331907,0,0,0,0,0,0,0,0,0.0489065051862558,0,0,0,0,0.0474941529073544,0,0,0,0,0,0,0,0.0215400676051855,0,0,0,0,0,0,0,0,0,0,0,0.0501665554383619,0.0585207285401874,0,0,0,0,0,0,0,0.106541343202265,0,0,0.0179844682690109,0,0,0,0,0,0,0
X000651.SZ,0.0196889658166411,0,0,0,0,0,0,0,0,0,0.0355766484637366,-0.00904184795392043,0,0,0,0,0,0,0,0,0,0,0.00916993514024155,0,0,0,0.00387960357593071,0,0,0,0.00595900140796614,0.014342919061718,0,0,0,0,0,0,0,0,-0.0113058861901578,0,-0.000127220604832654,-0.00675962623743534,0,0,0,0,0.0146245947087816,0,0,0.0302778838584087,-0.0369036905754152,0,0,0,0,0,0
X002304.SZ,0.0749166234301834,0,0,0.584390554984655,0,0,0,0,0,0,0,0,0.0038697299245339,0,0,0,0,0,0,0.0282594218661163,0,0,0,0,0,0,0,0.0352021153446675,0,0,0,0,0,0,0,0,0,0,0.108507799409836,0,0,0,-0.0880536919943887,0,0,0,-0.00978141226160037,0.0105812845203613,0,0,0,-0.0578901953181144,-0.0294100758058173,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154963300689116,0,0,0,0,0,0,0.0701462752671347,-0.102152378058668,0,0,0,0,0,0,0,0.195316046536466,0,0,0,0.0783529472100183,0,0,0,0,0,0,0.117898887422173,0,4.33680868994202e-19,0,-0.0338475947800977,0,0,0,0,0,-0.0242486022904803,-0.00326342496125082,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724021609602818,0,0,0,0,1.73472347597681e-18,0.109633522120416,0.164733746345206,0,0.0203448370095597,0,0,0.133279565053593,0,0,0,0,0.0212336509215311,0,0,0,0,0.079165380325726,0,0.0443906953614411,0,0,0.0398748308319411,0,0,0,0,0.0218648155596897,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.126056474825424,0,-0.0702103443416777,0,0.119996244590943,0,0,0,0,0,0,0,0,0.027084418655288,0.0918518107826763,0.096247596055649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550879205645005,0.0616953504770878,0,0,0.00924716198020262,0,0,0,0,0,0,-0.0211007751101652,0,0,0,0,0,0,0
X000063.SZ,0.213246456519192,0,0,0.153403922852175,0,0,0,0,0.249955012736481,0,0,0,0,0,0.029361730730995,0,0,0,0.0934245307815878,0,0.192735090150256,0.147152942060796,0,0,0,0,0,0,0.0208697320876699,0,0,0.0574828511837666,0,0,0,0,0,0.0364364529635212,0,0,0,0,0,0,0,0,0,0,0.0811822129592148,0,0,-0.0556712876433437,0,0,0,0,0,0,0
X600690.SH,0,0,0.107317771736127,0,0,0,0,0,0,0,0,0,0.185409265662767,0,0,0.0946115959603648,0,0,0.322876455282378,0,0,0,0,0,0,0,0.0892246769322505,0,0,0.124699037519524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149322183824373,0,0.130640361963512,-0.0189977847475,0,0,0,0.168421077293595,-0.190097832291243,0,0,0,0,0,0
X600271.SH,0,0,0,0.175424340589922,0,0,0,0,0,0,0,0,0,0.0532590375518434,0.0938373342890408,0,-0.313929118369192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221227341022503,0,0,0,0.0127566661418186,0,0.0784066259277059,0,0,0,0.0846188615916614,0.0878580991508581,-0.0391891208506643,0,-0.000287009019023058,0.186339156683329,0.0862616906611323,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0637888993411052,0,0,0,0,0,0,0,0,0.018888204892335,0.088322513667733,0,0,0,0.0689076421215883,6.93889390390723e-18,0,0.0311797910512135,0,0,0,0.132122938620679,0,0,0,0,0,0,0,0,0,0,0,0.0575251310955149,0,0.0663342619379272,0,-0.0571419680968957,0,0,0,0,0,0,0.120515200974804,0,0,0,0,0,0,0,0,0
X600741.SH,0,0.0429569165490864,0,0,0,0,0,0,0,0,0,0.0159420461569895,0,0,0,0,0,0,0.0368253320918208,0,0,0,0,0.0273678186310881,0,0,0,0,0.0546844287207115,0,0,0,0,0,0.216497727532735,0,0,0,0,0,0.152392800449779,0,0,0.00896116846552075,8.67361737988404e-19,0,0,0,0,0,0,0.00367669863170146,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224104697361192,0,0,0,-1.38777878078145e-17,0,0.0655099212501132,0.183556635314506,0,0,0,0,0.172376648108074,0,0.160507095968706,-0.123132791237828,0.0160180790020079,0,0.191131550451478,0,0,0,0.0773432175473044,0,0.181026949721176,0.237321029604657,0,0,0,0,0,0,0,0,0,0.1138087752677,-0.153174142612116,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0.0953908576099127,0,0.13281472727184,0,-0.0851896365157127,0,0,0,0,0.0478926049307112,0.158621595680158,0.0306619138321442,0,0,0,0,0,0,0,-0.141732639635828,0.150394002914665,0,0,0,0,0,0,0,0,0,0,0,0,0.073343811174975,0,0.017335558806367,0,0,0,0,0,0.0156269845752726,-0.0393470367817728,0,0,0,0,0,0
X002241.SZ,0,-0.0746542253686635,0,0,0,0,0,0,0,0,0,0,0,0,0.243492342631343,0,0,0,0,0,0.0317306868468791,0,0,0,0,0,0,0,0,0,0.0579434400622376,0,0.386946540069215,0,0.200038284845355,0,0,0.0107467345465226,0.071553509187695,0,0.125642168714511,0,0,0,0,0,0,0,0.0216391601442133,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.0014495561293698,0,0,0,0,0,0,0,0,0,0,0,0,0.0323390156518715,0,0.15989892009646,0.0467377286464624,8.67361737988404e-19,0.0270417221654241,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.00540278159369882,0,0,0.225229137702749,0,0,0,0,0.0960474974118142,0,0,0,0,0,0,0,0,-0.0339181775419105,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0683108504749496,0.0134319813175013,0,0.0989074879300295,0,0,0,0,0,0,0.134381999412948,0,0.0584773825054808,0,0,0,0.00700863250522367,0,0.091900966588333,0,0,0,0,0,0,0,0,0,0,0,0.196773190388194,0,0,0,0,0,0,0,0.102332226991378,0,0,0,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145851333622183,0,0,0,0,0,0.0890037856957327,0.0991739301069733,-0.103932583042692,0,0,0.269078386310974,0,0,0,0.0362604997492512,0,0,0,0,0,0.368221818229746,0.168609675648997,0,0,0,0,0.0452147155688263,0.178985313042749,0.193293339527886,0,-0.0906530167746099,-0.0614541774814761,0,0,0.029952231148099,-0.0281323779904831,0,0.0319440614043473,0,0,0,0
X600118.SH,0,0,0,0,0,0.0590618991304771,0,0,0,0.0192201921263973,0,0,0,0,0,0,0.113404458275942,0,0.0853316992266363,0,0,0.021540442040371,0.0732022867495828,0.241939236557797,0,0.118764657482893,0,0,0.0450648631223599,0,0,0,0,0,0,0,0,0,0.221146017337981,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0210445495554662,0,0,0,0.0521906256776488,-0.012476618805305,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148948193266859,0,0,0,0.078766870313892,0,0,0.123504560134131,0,0.0753567010284355,0,0,0,0,0,0,0.0752412443485808,0,0,0.407657756086781,0,0,0,0,0.013752802405418,0,0,0,0,0,0,0,0,0,0,-0.00329842439671034,0,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0.257470913688361,0,0.176725116088933,0,0,0,0,0.118901104167831,0,0,0,0.230082661760339,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.140795238962881,0,0,0,0,0,0,0,-0.0651834750734309,0,0,0.0895564324397301,0,0,0,0,0.121991900722304,0,0.12621637379821,0,0,-0.017180342453251,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767087657542038,0,0.121214018505781,0,0.0540106894538646,0,0,0,0,0,0.115881688366647,0,0.0410393234851876,0,0,0,0.0478135314046854,0,0.227568513374798,0,0,0,0,0,0.255998445887022,0,0,0,0,0,0,-0.0182288136890575,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.000144221227608872,0,0,0,0,0,0,0,0.0178814813315535,0,0,0,0,0,0.116834465868373,0.222428046068942,0,0,0,0,0,0,0,0,0,0,0.259837268633512,0,0,0,-3.46944695195361e-18,0,0.0183624294928889,0,0,0,0,0,0.0319179954955048,0,0,0,0,-0.0404918517100643,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149968769836301,0,0.43368389792747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243408969422146,0,0,0,-0.174124895404105,0,0,0,0,0,0,0.121034973884028,0,-0.0495930218308072,0.135192143873335,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0.137669397484593,0,0,0,0.0375313562315917,0,0,0,0,0,0,0.0289662840944041,0.141909075795116,0.0329455115765843,0,0,0,0,0.0602166794358114,0,0,0,0,0,0,0.0747587297761289,0,0,0.123052652837049,0,0.0351114850560194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.0655862053057477,0,0,0,0,0,0,0,0.0446250671753732,0.0197281609944254,0,0.110177153803057,0,0,0,0,0.0348023008963582,0,0,0,0,0,0,0,0,0,0,0.00303277612992065,0,0,0,0,0,0.226122683309344,0,0.0906723085063869,0,0,0,0,0,-0.0225065444043739,0,0,0,0,0.00314501646431111,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00578762521650903,0,0,0,0.274218049549407,0,0.196423793524966,0.000182962004995528,0.116509057617076,0,0,0,0,0,0,0,0.0813723910707852,0,0,0,0,0,0,0,0.111064250331538,0,0,0,0,0.0851744638145454,0,0,0,0,0,0,0,0.022507366239398,-0.0255837481070317,0.0444764970224131,0,0,0,0,0
X300003.SZ,-0.270481422014515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330288135033343,0,0,0,0,0,0,0.263688890168262,-0.0415827824525423,-0.0800806140154631,0,0,0,0,0,0,0,0,0,0,0,0.167946774703534,0,0,0.0370430504476731,0,0.160190903813098,-0.0392192700475055,0.0671329543773926,0,0,0,0,0,0,0.00545044022927922,-0.000710936364769118,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0.0704252587309113,0,0,0,0,0.147398022567538,0,0.253085688385033,0,0,0,0.00950395218716048,0,0,0,0,0,0,0,0,0.191733285731174,0,0,0,0,0,0,0,0.203775637201258,0.0146867335150377,0,0.0847028921600739,0,0,0.0642718390628061,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0
X002085.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0336920596071069,0,0,0.343374795679954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0772274457789999,0.0262823321762857,0,0,0,-0.230744280473199,0,-0.0104479088141443,0,0,-0.0685418047632977,-0.0537458525634329,0,-0.0818736026815845,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188698647920169,0,0.169248832025281,0,0,0,0,0,0.127162015888078,0,0.092780473881745,0,0,0.0193662394948796,0,0.0828868359608914,0.0753908868294826,0,0,0,0.165187661990475,0,0,0,0.0733623017137483,0,0.0766267437727696,0.00822929048844196,0,0,0,0,0,0,0,0.113145495374031,0,2.16840434497101e-19,0.00609605956121367,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825398991975832,0,0,0,0.047380149336695,0,0,0.0268333393185829,0,0.0350736185235371,0,0,0.188101809716936,0,0,0,0.155501833263229,0,0.0116683783643215,0,0,0,0.0105848834965698,0,0,0,0,0,0,0,0,0,0.0839880154993694,0,0,0.00765500671343422,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0.0126758734024816,0,0,0,0.182372365740623,0,0,0,0,0,0,0.185645289833468,0,0.00931136715876222,0,0,0.176192222693382,0,0,0.237269809727282,0,0,0,0.0401607358877827,0,0,0,0.0574735107783741,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0552007883736628,0,0,0,0,0
