,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600690.SH,X600276.SH,X600031.SH,X000338.SZ,X600372.SH,X000157.SZ,X002241.SZ,X600741.SH,X600703.SH,X600089.SH,X600066.SH,X000100.SZ,X600271.SH,X600118.SH,X601877.SH,X000550.SZ,X002236.SZ,X000581.SZ,X600582.SH,X002475.SZ,X000800.SZ,X000623.SZ,X300124.SZ,X600177.SH,X000568.SZ,X000050.SZ,X000559.SZ,X002294.SZ,X600839.SH,X002129.SZ,X000400.SZ,X000869.SZ,X002292.SZ,X002456.SZ,X000977.SZ,X002465.SZ,X600312.SH,X002007.SZ,X300003.SZ,X600060.SH,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.168455235074669,0,0,0,0,0,0.0889981077216966,0,0,0,0,0.588860776885665,0,0,0.0433536821478352,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0270931479361555,0.0397381583195682,0,0,0,0,0,0,0.120119128336014,-0.0201724309121358,0,0,0,0,0,0,0.135247049503222,0,-0.0614822159415233,0,0,0,0,0.00391942205096664,-0.126891859638165,0,0,0,0,0
X600519.SH,0,0,0,0,0,-3.46944695195361e-18,0.0766113010495446,0.0279309541708345,0,0.221420045675365,0,-3.46944695195361e-18,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0651308304763454,0,0,0,0.0422668184135338,0.0694960277265019,0,0,0,0,0,-0.0170017981535609,0.0941881235481543,0,0,0,0,0,0,0,0,0,0,0,-0.00283035463164705,0,-0.0290499482354292,0,0,0,0
X000651.SZ,3.46944695195361e-18,0,0,0,0.226357988658833,0.0818072911856501,0,0,0,0.0558009695328308,0,0,0,0,0,0,0,0,0,0,0,0.0417158092272247,0,0,0,0,0,0.0108432710290434,0,0.102004775989715,0,0,0,0,0,0,0,0,0.0593546613073812,0,0,0,0,0,0,0,0.186862137540511,0,0,0,0,-0.0476137699017932,-0.0311451567043962,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.236515780980946,0.0952773432262512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372560270019037,0.281360402365184,0,0,0,0,0,0,0,0,0.0078386495347745,0,0.0602907411539914,0,0,0.0757130066864804,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232326996265381,0,0,0,0,0
X000725.SZ,0.0721011859587275,0,0.157008358793738,0,0,0,0,0.0860749027661188,0,0,0,0,0,0,0.116528647713468,0,0,0,0,0,0,0,0.107713820628267,0,0,0,0,0,0,0,0,0,0.184015596945834,0.0995526423170925,0,0,0,0,0,0,0,0,0,0,0.141994999503051,0,0,0,0,0.00404747530407558,0,-0.0224812064193157,0,0,0,0,0,0,0
X000625.SZ,0.356873519986857,0,0.0033761962478992,0,0,0,0.141542783687813,0,0.24531642253752,0,0,0,0,0,0,0,0.139864811560448,-0.119357220766425,0,0,0,0,0,0,0,0,0,0,0,0,0.05068980934114,0,0,0,0,-0.00208399040463522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671813515909806,0,0,0,0,0.121474026412417,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.46572903283826,0,0,0.0364670775056463,0,0,0,0,0,0,0,0,0.0220740898655268,0,0,0,0,0,0,0.0550920378934079,0,0,0,-0.0277876366691774,-0.0403925582400983,0,0,0,0,0,0,0,0,0.226508922798213,0,0,0,0,0,0,0,0,0,0,0.0176557599306999,0,0,0,0,0,0,0
X000858.SZ,0.0640745711241583,0.111329051989971,0.0743472502095635,0,0,0,0.0699639355304258,0,0.110470636079171,0,0,0.00572941888282436,0.233378509815895,0,0,0,0,0,0,0,0.0233911255362331,0,0,0,0,0,0.0147843511739109,0,0,0,0,0,0,0.0828461943276352,0.0226434780033087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113892189073399,-0.0153702256958307,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0518595677724097,0.138339582721033,0,0.114753852476992,0,0,0.0807494532298695,0,0,0,0,0,0,0.0331415707699801,0,0,0,0,0,0,0.0409723373614816,0.234450332391618,0,0,0,0,0,0,0,0,0,0,-0.00714525574951187,0.0808877710166226,0,0,0,0,0,0,-0.0271742248076616,-0.0145450965528677,0,0,0,0,0,0
X600690.SH,0,0,0.202016111783055,0,0,0,0,0.280814201541357,0,0,0,0,0.0336726838159168,0,0,0,0.154393057526811,0,0,0.0612627123972318,0,0.0369922333960182,0,0,0.0362988624227696,0,0,0,0,0,0,0,0.166724728884928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104038070969444,0,0,0,0,0,0
