,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X002236.SZ,X000338.SZ,X600031.SH,X300003.SZ,X300124.SZ,X002008.SZ,X601877.SH,X000625.SZ,X002456.SZ,X600809.SH,X600271.SH,X600066.SH,X600487.SH,X000100.SZ,X002294.SZ,X002241.SZ,X600867.SH,X600566.SH,X000981.SZ,X600522.SH,X300136.SZ,X002508.SZ,X002179.SZ,X300142.SZ,X000157.SZ,X600089.SH,X000050.SZ,X600498.SH,X000596.SZ,X600177.SH,X000977.SZ,X002049.SZ,X600707.SH,X002180.SZ,X002129.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,1.73472347597681e-18,0.460499301156259,0.112605002277847,0,0.0615595468068146,-0.0120327789888169,0,0,0,0,0.0178215076948684,0,-0.017480002253363,0,0,0,0,0.117067634538647,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,8.67361737988404e-19,0,0.0354608694749815,-0.0459991070323993,0,0,0.00684610696294558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189126695147805,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0468056605131071,0.191295933793968,0.0176673124125411,0,0,0.294683759624734,0,0,0,0,0,0,0,0,-0.133926941362852,0,0,0,0,0,0,0.0389274935311674,-0.0181649036041173,0,0,0,0,0,-0.0820747851320218,0.0250072773946767,0,0,0,0,-0.188337441220311,0,0,0,0.173498206393591,0,0,0,0,-0.0334404580537749,0,0,0.123289065668095,0,0,0,0
X002415.SZ,0.032064369972136,0,0,0.0782039766478856,0,0.170402958405105,0,0.00213186116037625,0,0.0760059906839532,0,0,0,0,0.196750924511312,0.194009791323479,0.0276861693302042,0,0,0,0,0,0,0,0,0,0.170536187430545,0,0,0,0,0,0,0,0.0989121636830521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178348703655234,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.389337862319951,0,0,0.052072465407678,0,0.179623709216255,0,0,0,0,0,0,0,-0.0125475250697763,0.176362767038543,0,0,0,0,0,0,0.0523449625780092,0,0,0.00673621301289578,0,0,0,0,0,-0.00997635798493188,0.0937202372830181,0,0.0327047626767082,0,0,0,0,0,0,0,0,-0.114810667730966,0,0,0,0,-0.00791683312359405,-0.0152125935307166,0,0,0,0,0,0
X000858.SZ,0.153742328200155,0,0,0.228949224132771,0,0,0,0,0,1.0842021724855e-19,0,0.558610724338875,0,0,0.0554811883444508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00961048773166216,0,-0.0402917821597222,0,0,0.0102116790816471,0,0,-0.0204894658168,0,0,0,0,0,0,0,0,0,0,0,-0.0125392848996976,0,0,0,0,0,0
X600276.SH,0.0214948522563503,0,0.0367487352136873,0.124060837533988,0,0,0,0,0,0.111581632710177,0.0334193304525251,0,0,0,0.0276774100872744,0,0,0,0,0,0,0,0,0.134335528718605,-0.00109119302342439,0,0.176508694134043,0,0,0,0.0272592617681047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792574960475315,0,0,0,0.0174080855828964,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.207734065514346,0.0177578953724202,0,0,0,0,0,0.0190667420633059,0,0.0298294427183942,-0.0325910527176628,0,0,0,0,0,0,0,0,0.266338319722048,0,0.0953792372062907,0,0,-0.010075114949039,-0.0226014960984467,0,0,0,0,0,0.538151499672447,0,0,0.114734265479161,0,0,0,0,0,4.33680868994202e-19,0.117056385388822,0,-0.0128674852512471,0.0234167336739029,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.210062136975432,0.174887226658388,0,0,0,0.011662929878793,0,0.197389732640491,0.00577863808937258,0.258224363969411,0,0,0,0,0,0,0,0,0,0,0,0,-0.0763425478983767,0,0,0,0,0,0,0,0,0.287335416958361,0,0,0,0,0,0,0,0,-0.0762070108492855,0.0284663097562206,0,0,0,0,0,0.00497345031909928,8.67361737988404e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.332744200009303,0,0,-0.0590164333797117,0,0,0,0,0,0,0,0,0,0,-0.0248480101463183,0,0,0,0.136976674698085,0,0.313076207538188,0.239840734651819,0,0,-0.060251519043887,0.141350312074997,0,0,-0.112912432513017,0,0,0,0,0,0,0.0076420355014846,0.258219860973754,0,0.0405252864243093,0,0,0,0.195719943291745,0,0,0,0.0169213280562095,0,0,0,0,0,0
X600690.SH,0,0,0,0.261238138356998,0.371629441405139,0,0,0.156698973112637,0,0,0,0.0209360423039684,0,0,0,0,-0.0669028793698682,0,0,0,0,0,0,0,0,0,0,-0.0420529564969573,0,0,0,0,0,0,0,0.0263764509359611,-0.0760547395282542,0,0,0,0,0,0,0,0.020457155995236,0,0,0,0,0,0,0.00199331038527136,0.0069164516282257,0,0,0,0,0,0
