,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002475.SZ,X003816.SZ,X600031.SH,X000725.SZ,X002304.SZ,X000568.SZ,X000338.SZ,X000661.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X600183.SH,X000100.SZ,X600741.SH,X002371.SZ,X002007.SZ,X000977.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X000625.SZ,X002236.SZ,X601877.SH,X600498.SH,X300142.SZ,X000157.SZ,X002463.SZ,X002129.SZ,X300124.SZ,X002456.SZ,X600271.SH,X000066.SZ,X002179.SZ,X600487.SH,X300136.SZ,X600118.SH,X600584.SH,X600522.SH,X002414.SZ,X600177.SH,X002049.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.287376460878641,0.191936375844112,0,0,0,0,0,0,0,0,0,0,0,-0.0471727839369478,0,0,0.186734086546524,0,-0.000352359280154169,0,0,0,0,0,0.0976923982205695,0.135425455740195,0,0,-0.208715308692066,0,0,0.115775178329388,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.0330069283038776,-0.0155789082664911,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0481148038078406,0,0,0,0.0448049573895744,0,0.0859775132608013,0.37031899942198,0,0.0504493646353287,0,0,0.0252040236128284,0,0,0,0,0,0,0,0.160937992083222,0,0,0.0736908335100217,0,0,0,0.043719826960204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00515461787084997,0.0189416681509595,0,0,0,0,0,0
X600276.SH,0.0534931406045402,0.000728746218015199,0,0,0,0,0,0,0,0,0,0,0,0.0592108738968187,0,0.0815393690397806,0,0.119374854060831,0,0,0,0,0,0,0.00223161883261957,0,0,0.105550802078042,0,0,0,-0.0206388687254485,0,0,0,0,0,0,0,0,0,0,0,0.0253587165633631,0,0,0,0,0,0,0,-0.00629610460715174,-0.00246155596924484,0,0,0,0,0,0
X000651.SZ,0,0.119469895454433,0,0,0,0.0406569513913075,0,0,0,0,0,0,0.129882707577521,0.276695917710804,0,0,0,0,0,-1.73472347597681e-18,0,0,-1.73472347597681e-18,0,0,0.0687626281050783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.150204003766162,0,0,0,0,0,0.173997711438807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679869378635277,0,0,0.152548630263115,0.146275059619877,0,0.0350328767538471,0,0,0,0,0,0,0.0497003318554549,0,0,0,0.0473306993637683,0,0,0,0,0,0,0,0,0,0.00672650710050448,0,0,0,0,0,0
X600104.SH,0,0,0,0.0417110619151321,0,0,0,0,0,0.053893020895561,0,0.213396597790063,0.0636591942050957,0.119098526029572,0,0.0590459368953425,0,0,0,0,0,0.0277136051563464,0,0,0.104372545548698,0.0489803474748714,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,-0.0144785434130287,0,0,0,0,0,0,0,0,0,0,0,-0.214324649590443,0.103859737904439,-0.05567818888747,0.0431576335027936,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0501422280860323,0,0,0,0,0,0,0,0,0,0,0,0.0826307132173117,0,0,-0.111492300401304,-0.0194943224703614,0,0,0.19493656744555,0,0.051197994802353,0,0,0.510895393397538,0,0,0,0,0,0,0,0,0,0,0.173752540776839,0.0186263096980612,0,-0.186234072677171,0.0440296706181115,0,0,0,0,0,0.0481078497404889,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.213633488067605,0,0,0,0,0,0,0,0,0.0657788953088049,0,0,0,0,0,0,0,0.219603804823361,0,0,0,0,0,0.362474141197403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128594307490896,0,0,0,0,0,0,0.0442269020974562,0,-0.000852293157839204,0.0114339890704052,0,0,0,0.0238591114750146,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.244093085897202,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.068029733582213,0,0,0,0,0,0,0,0,0,0,0.0706513511333388,0.12038142446546,0,0.244211730263625,0,0,0,0,0,0.0435854377990535,0,0,0,0,0,0.0152504479478996,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0414316234029228,0,0,0,0,0,0.0877192016428987,0.0639396541664906,0,0,0,0,0,0.0135961029323339,0,-1.0842021724855e-19,0,0,0.104609783441348,0,0,0.12526074649471,0,0,0,0,0.401075143882376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193910329982034,0,0,0,0,0,0
