,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X000651.SZ,X002304.SZ,X000568.SZ,X600031.SH,X600690.SH,X300124.SZ,X600104.SH,X300014.SZ,X000725.SZ,X600703.SH,X002371.SZ,X000063.SZ,X000338.SZ,X002129.SZ,X300142.SZ,X000625.SZ,X002241.SZ,X003816.SZ,X002049.SZ,X000661.SZ,X601877.SH,X000100.SZ,X002179.SZ,X000596.SZ,X600460.SH,X002074.SZ,X000157.SZ,X002414.SZ,X002007.SZ,X600741.SH,X000799.SZ,X600183.SH,X600584.SH,X601799.SH,X600702.SH,X600089.SH,X002236.SZ,X000800.SZ,X000066.SZ,X600779.SH,X300146.SZ,X000733.SZ,X300003.SZ,X600884.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.138337970870486,0,0.04485530560229,0,0.0819973779989897,0,0.0320870831689757,0.146872625696163,0,0.158588308879626,0,0,0,0,0,0,0,0,0.0504411922701193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848622430320908,0,0,0,0,0.0160854777428856,0.0156382507082196,0,0,0,0,0,0.00391665396766333,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.235572388681041,0,0,0,0.333194473941376,0.154719669264618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0550069495084127,0.0283523974717746,0,0.00974348524862183,0,-0.0681597686063665,0.205222501807896,0.0592074900480093,0,0,0,0,0.0831990596824721,0,0,0,0,0,0,-0.00325651242645797,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0867999944694555,0.232508109103579,0.000656353185313048,0,0,0.0189794705003684,0.0385967461838647,0,0,0,0.138825656343068,0,0,0,0,0,0.0577446690926856,0,0,0,0,0,0,0,0,0.0440938225967314,0,0,0,0,0,0,0,0,0,0,0.0163154244830246,0,0,0,0,0,0,0,0.0497340643084523,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.177230209529636,0.188574399415104,0,-0.0539776282248594,0,0,-0.0319258976056503,0,0,-0.0488363424013303,0,0,-0.100727039945698,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.541058294760266,0,0,0,0,0,0,0,-0.0653087118464558,0,0,0,0,0,0,0,0.0879274923851229,0,0,0,0,0,0
X600276.SH,0,0.0944533464333918,0,0,0,-0.218091066131498,0,0.100345879354721,0,0.132570496805914,0,0.165735129384442,0,0,0,0,-0.0343400691505693,0,0,0,0.0432125871830281,0,0,0,0,0.0360846428408657,0,0,0,0,0,0,0,0.23291840904359,0,0,0,-0.303601111013224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173660165235739,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,-0.0695108439205573,0,0,0.0618028027251089,0,0,0,0,0,0,-0.0124732643340008,0,0.114110363587888,0,0.129952152552079,0,0,0,0.0441853737076933,0,0.0467415651570936,0,0,0,0,0,0,0,0,0.213609493603653,0,0,0,0,0,0,0,0.120357182549376,0,-0.100431581868895,0,-0.00766208265605788,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,-0.00551796005870603,0,0,0,0,0.131203827667493,0,0,0,0,0,0,0.163581595051554,0,0,-0.0532519651382129,0.0202229146133401,0,0,0,0.0371513914232005,0,0,0,-0.072449978606003,-0.0614079220845052,0,0,0,0,0.0541892109278039,0,0,0,-0.0441836922101099,0.0815439974152826,0,0,0,-0.00365697771873851,0,-0.0372065809278567,0,0,0,0,0,0.101606175767336,0,0,0,-0.0206772731929939,0,0
X002304.SZ,0,0,0,0.414950714767038,0,0,0,0,0.247271788049829,0.0668765668272028,0,0,0,-0.143604983095465,0,0.180010236991795,0,0.00607136274916352,0,0,-0.0222638751619935,0,0,0,0,0,0,0,0,0.14458991145128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180537797093039,0,0,0.211200926634691,0,0,0,-0.114961709727155,0.049079274515391,0,0,0,0,0,0
X000568.SZ,0,0.572349661797949,0,0.0699691848320447,0,0,0,0.0535218603531957,0,0,0,0,-0.206092377079571,0,0,0,0,0.0315966494249314,0,0,0,-0.0427688022233052,0,0,0,0,0,0,0,0.0949901711469461,0,0,0,0,0,0,0,0,0.00108670610915925,0,0,0,0,0,0,0.08643550725474,0,0.0269004040090668,0,0,0,-0.0150243239396695,0,0,0,0,0,0,0
X600031.SH,0,0.0881495452848624,0,0,0.0238275133190243,0,0,0,0,0,0.128664821591645,0.0307825804263805,0,0,0,0.124080445238605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039378535054758,0,0,0.0339426252446798,0,0,0,0,-0.0315408208158315,0.0711220988462537,0.0115116597746524,0,0,0,0,0,0,0.00153895782964345,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.226646454157353,0,0,0.0691404551373099,0.0731801946744269,0.215737082661949,0,0,0,0,0,0,-0.0496895646419728,0,0,0,0,0,-0.0321018346718753,0,0,0,0,0,0,0,-0.124000081148132,0,0,0,0,0,0,0,0,0,0,0.0549388804876211,0,0,0,0.0225887311066657,0,0,0,0.0369154733454248,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,-0.0758900691412331,0,0,0,0,0,0,0,0,0,0.127092875277323,0,0.0997419119595968,0.049272876133416,0,0,0,0,0.0313767319931856,0,0,0,0.15087188540529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226901771161515,0,-0.0990492513621407,0,0,-0.0717559571696462,0,0,0.0533848070101459,0,0,0,0.0338736874166287,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.136640821323124,0,0,0,0,0,0,0,0,0.0105758320114061,0,0.0786895138008837,0.1177380292125,0,0,0,-0.00543649219973467,0,0.0503475252568306,0.00790111992931026,0,0,0,0,0,0,0.0999021228506443,0,0,0,0,0.00624424456132461,0,0,0,0.0377383356903706,0,0,-0.0524848022162738,0,0,0,0.0561394570653036,-0.0217371907142217,0,0,0,-0.0780934962804232,0,0
X300014.SZ,0,0,0.258378856945865,0,0,0.0138234297983067,0,0,0,0,0,0.0848208782199408,0,0,0,0.0658766417857881,0.0437331388118314,0,0,0.0577225558852546,0,0.14571635934089,0.119309246204785,0,0,0.0685177342251488,0,0,0,0,0,0.218852162690012,0,0,0,0,0,-0.162954975468573,-0.0671496139943077,0,-0.0374484322177757,0.145147322010576,0,0,0,0,0,0,0,0.158205381953837,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.00195663753925485,0,0,-0.01465262032632,0,0,0,0,0,0,0,0.447038455395374,0,0,0,0,0,0,0,0,0,0,0,0,0.0190715217327585,0,0,0.147156582259965,-0.0183274485237091,-0.0304252387187788,-0.0601779928634261,0,0,0,0,0.0127049195767875,0.00325009612779682,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0866782528396518,0,0.156996880624321,0,0,0,0,0,0,0,0,0.185923986970091,0,0,0.208098997264258,0,0,0,0,0,0,0,-0.113852854092987,0,0,0.193433680440062,0.0633977055460724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01255317935864,0,0,0,0.0193473725645671,0.0974580283592304,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251286260859935,0,0.182186976202097,0,0,0,0.0878997758936094,0,-0.00479142064478277,0,0,0.0236452816763825,0,0,0,0,0,0.172403219629145,0,0,0.103764328189184,-0.224146052533178,0,0,0,0.204220861374416,0,0,0,0,0,0,0,0,0,0,0,0,0.117918111273673,-0.150086343989285,0,0,0,-0.387476653863662,0,0
X000063.SZ,0,0,0,0.0779512732662424,0,0,0,0.0239685953663875,0,0,0,0.040866756200677,0,0.0580766709923299,0,0,0,0,0,0,0,0,0,0,0.0116709784857133,0,0,0,0,0,0.0304644076134522,0,0,0.0554992004347404,0,0,0.0219540545891542,0,0,0,0,0,0,0,0.0313552180898628,0,0,0,0,0,0,0,0.0181840406621106,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.0607653253223991,0,0.181150201153424,0,0,0.092456940170585,-0.0435622113009833,0,0,0,0,0,-0.0374238564495381,0,0.0281698908011417,0,0,0,0,0,0.0187703871230984,0,0.00234418166724093,0.103953989526585,0.0668658341275542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244884267278237,0,0,0,0,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0632593852257299,-0.0344104725516024,0.20200554005739,0,0.140953896751095,0,0,0,0,0,-0.0104484998653428,0,0,0,0.0324916717752499,0.112228884491586,0,0,0,0,0.203004606489754,0,0,0,0,0,0,0,0,0.0217489268113549,0.193599984401533,0,0,0,0.084595458912549,0,0,0,0,0,0.0391929970511868,0,0,0,0,0,0,0
