,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X600703.SH,X600741.SH,X000338.SZ,X000568.SZ,X300003.SZ,X600271.SH,X002236.SZ,X601877.SH,X600487.SH,X002008.SZ,X002456.SZ,X300124.SZ,X600809.SH,X000661.SZ,X000596.SZ,X000100.SZ,X600867.SH,X000977.SZ,X002179.SZ,X600066.SH,X000625.SZ,X300142.SZ,X300136.SZ,X600498.SH,X002007.SZ,X600566.SH,X002294.SZ,X000157.SZ,X002241.SZ,X300146.SZ,X600522.SH,X002180.SZ,X000869.SZ,X002049.SZ,X600177.SH,X600089.SH,X002371.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.325550435591674,0.0634385736188564,0,0,0,0,0,0,0,0,0,0,0.120382111534268,0,0,0,0,0.0444333123732723,0,0,0,0,0,0,0.0100819723144319,0,0,0,0,0.0188123827526607,0,0,0,0,0,0,0.093466076992062,0,0,0,0,0,0,0,0,0,0,0.00378474543170771,0.0059645340597801,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,-0.0216823824920559,0,0,0,0.537594374026473,0.0561945549281363,0.254607667638829,-0.0622905907390604,0,0,0,-0.0572866281762731,0,0,0,0,0,0,0,0.0574979807944875,0,0,0,0,-0.0702747196515091,0,-0.0294628484272569,0,0,0,0,0,0.0213921732144084,0,0,0,0,0,0,0.0444216714332356,0,0,0.0181297365289937,0.0172006407744169,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.000784945431958563,0,0,0,0.0192356126170539,0,0,0,0.031867885116559,0.0899417559169133,0.0589115740986175,0.372811731853501,0,0,0.00960320774878571,0,0,0.148268664014791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397337259379398,0,0,0,0,0,0,0,0.00366550185819335,0.0134856939179322,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0560356676414151,0,0,0,0,0,0,0.147510148018068,0,0,0,0,0,0,0,0,0.0980537952062292,0,0,0,0,0,0,0,0,0,0,0.0752061074166187,0.136411284451995,0.455604772092245,0,0,0.150430442054559,0,0,0,0,0,0,0,0,0.0590084803229487,0.0282765938490947,0.0285785026713335,0,0,0,0,0,0
X000858.SZ,0.266897946123011,0.125784965966722,0,0,0,0.0308060348998855,0.21731250221288,0,0.102603919397647,-0.00581136140089633,0,0.0120287551365815,0,0,0,0.126181701525674,0,0,0,0.145963801373775,0,0,0,0,0,0,0.0935896620815944,0,0,0,0,0,0,0.030698952206879,0,0,-0.014686123193711,0,0.0576194432533636,0,0,0,0,0,0,0,0,0,0,0,0,0.00704167439565425,0.00510905353567625,0,0,0,0,0,0
X000651.SZ,0.190223943574633,0,0,0,0,0,0,0,0,0,0,0,0.0576205722732737,0,0,0.233082707961483,0,0,0,0,-1.38777878078145e-17,0.211766588393845,0,0.0649689385333034,0,0,0,0,0.048157902132345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132039956415867,0,0.0103979882379793,0.0181719039243521,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.838381158574939,0,0,0,0,-0.0357935372530225,0,0,0,0,0,0.00251443636215252,0.0625801010466819,0,0,0,0,0,0,0.0447030160314334,0.258471583068647,0,0.0087532945279936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109101509587528,0,0,0,0,0,0,0,0,0,-0.00435959399798465,-0.0171403358078809,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152009866665052,0.0497055557376066,0,0.0550601677768402,0.154198907423546,0,0,0,0,0,0,0.37878694360762,0,0.097141632001317,0,0,0,0,0,0.0253180474596596,0,0,0,0,0,0,0.19770308514971,0.0307700408972822,0,0,0,0,0.0138467046631854,0.081843477662759,0,0.00548809965690939,0.0272637680116807,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.411897883345313,0,0,0,0,-0.125002371487473,0.233238253255063,0,0,0,0,0,0,0,0.110481494839379,0,0,0,0.0344399837764845,0,0,0,0,0,0.132492293885339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157815316740123,0.00745398177560225,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.228987272836156,0,0,0,0,0,0,0.122992995747829,0,0,0.303703312044906,0,0,0,0,0,0.0364455374287751,0,0,0,0,0,0.14750500335178,0,0,0,0,0,0,0,0,0.253502153827509,0,0,0,0,0.116662339487641,-0.0883341802318646,0,0.0803171460931717,-0.0253606993031279,0,0,0,0,0,0
X002475.SZ,0.0656293728568766,0,0,0.0239768160218769,0,0,0,0,0,0.0455509845811114,0,0.0139459200882829,0,0,0,0,0.338418349278802,0,0,0,0,0,0.381299235815315,0,0,0.112069839902369,-0.213308491890612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116512825503065,0,0,0,0,0,0.0149120964543343,0.0510627583304637,0,0,0,0,0,0
X600031.SH,0,0,0.103053732955831,0,0,0,-0.166104315888729,0.140685288143738,0,0,0,0,0,0.0393576440308794,0.314236540584912,0,0,0,0.0162125880112544,0,0.178780113917955,0,0,0,0,0,0,0,0,0,-0.0724436277045839,0,0,0,0,0,-0.210202498139025,0,0,0,0,0,0,0.0791074488798916,0,0,0,0,0.0274476150317645,0,0,0.00856623376564539,0.0101742978083067,0,0,0,0,0,0
X600703.SH,0,0,0,0,-0.0139363422451461,0,0,0,0,0.144341582460243,-0.0774604448547399,0,0,0,0,0,0,0,0.105740082816474,0,0,0,0,0,0,0,-0.0606699547135175,0,0,0,0,0,0,0.034606212394502,0,0.346186609179541,0,0.0092834385357162,0,0,0.0380479371500872,0,0,0,0,0,0,0,0,0,0,-0.0133327317031271,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.0109833171447656,0.0346465534065254,0,0.234141603383783,0,0,0,0,0,0,0,0,0,0.167941982590043,0,0,0,0,0.0798829707896823,0,0,0,0,0.0862012748235953,0,0,0,0,0,0,0,0,0,-0.0682569527817061,0,0,0.0441190960141308,0,0,0,0,0,0,0.01755642331522,0.0188859794121452,0,0,0,0,0,0
X000338.SZ,0,0.195150001129909,0,0,0,0.318911188515923,0,0,0,0,0,0,0,0,0,0,0,0.00172846528852179,0,0,0,0,0,0,0.0235995039403454,0,0,0,-0.0552290853408097,0,0,0,0,0,0.114882180398148,0,0,0,0,0,0.0746053662507855,0,0,0,0,0,0,0.0610569630868663,0,0.176111452109159,0,0.0176782640347464,0.00073550327129786,0,0,0,0,0,0
