,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600031.SH,X600703.SH,X000100.SZ,X600271.SH,X000559.SZ,X600118.SH,X600066.SH,X000157.SZ,X600372.SH,X002236.SZ,X600089.SH,X000338.SZ,X600741.SH,X002241.SZ,X002475.SZ,X002292.SZ,X000568.SZ,X600839.SH,X300124.SZ,X600177.SH,X002465.SZ,X002294.SZ,X000977.SZ,X002074.SZ,X600867.SH,X000800.SZ,X000869.SZ,X600582.SH,X300003.SZ,X600498.SH,X002129.SZ,X600525.SH,X000581.SZ,X000550.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.146738991158668,0,0,0,0,0.0655067439479237,0,0,0,0,0,0,0,0,0,0,0.239215904489766,0,0,0,0.0584957571584977,0,0,0,0.061301441407693,0.040071532333612,0,-3.46944695195361e-18,0,0,0,0,0,-0.0197701662485751,0,0,0,-0.0285680094655899,0,0,0,0,0.145124317221709,0,0,0,0.0394713881878833,0,0.0785237073674229,-0.0252882684303387,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.283692051806633,0,0.101119428327157,0,0,0,0,0,0,-0.0988967832816523,0.31295605918372,0,0,-0.0312797370127213,0,0,0,0.0837326535262992,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.152447333301248,0,0,0,0,0,0,-0.0408980188872398,0.186475388950273,0,0,0,0,0.029496856024793,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.354369885707619,0,0,0,0,0,0,-0.148730992790639,0,0,0,0.0245561766698936,0,0,0,0,0,0,0.057537396198591,0,0.145439044978329,0,0,0.0222085401371912,0,0,0,0.00362187905683627,0,0,0.198326306463658,0,0,0,0,-0.0043206427570989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.194263625044603,0,0,0,0,0,0.047734300081292,0,0.181680733216703,0,0.229982131367495,0,0,0,0,0.0416578411872029,0,0,0,-0.00950095613054533,0,0,0,0,0,0,0,-0.0262245097834342,0.124108407247901,0,0,0.0761808169055914,0,0,0,-0.0209340384534498,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0416935923385054,0.0840152531526411,0,0,0,0,0,0,0.1284800639974,0,0,0,0.01935453350404,0,0,0,-0.0386798994603426,0,0,0,0,0.030582162536847,0.332872108571129,0.122677692522358,0,0,0,0,0.0221736741391544,0.0135535520472682,0,0,0,0,0,0.0615575050411514,0,0,0,0,0,0,-0.0168760948197519,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.158961903562294,0,0,0,0,0,0,-0.0330004640745198,-3.46944695195361e-18,0,0,0.171936800169678,0,-0.0755176525503721,0,0,0,0,0,-0.00583989854207806,0.365895463607774,0.0120300967706301,0,0,0,0,0,-0.0550978665070578,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0461713162358661,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.00886656699331989,0,0,0,0,0,0,0,0,0,0,0,0,0.0371512128643876,0,0,0.224268900104665,0,0.390977900341317,-0.203511631557694,0,-0.00550548730761987,0,0,0,0,0,0,0,-0.00242746316933057,0,0,0,0,0,0,0,0,0,0.194216341628917,0,0,0.0145356248647737,0,0.00224730776317739,0,0,0,0,0
X002304.SZ,0,0.368384761806959,0,0,0,0.0334541760013165,0,0,0,0,0,0.0483828374109911,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.0153426971268747,0,0,0,0.185750260318907,0,0.265021374431292,0,0,-1.0842021724855e-19,-0.135031939920387,0,0.0374084954160539,0,0,0,0,0,0,0,0,0,0,-0.143382768670044,0,0.0192545604768407,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00853791470183927,0.255910964636243,0.0325634497282677,0.0276368973244104,0,0,0,0.370958489225572,0,0,0.0204525753309394,0,0.0676371523422243,0,0,0,0,0.0432032795912589,0,0,0,0,0,0,0,0,0,0,0,0.00210713869471357,0,0,0,0,-0.0110255760301499,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0225166680511093,0,0,0.250842218538723,0,0.017557050960279,0,0,0.0442171083864186,0.072911161429759,0,0,0.0602134990108535,0.122593827813906,0,0,0,0.163899146610244,0,0,0,0,0,0,0,0,0,0.0245228330614902,0,0,0,0,0,0,0,0,0,0.00747413612184879,0,0,0,0,0,0,0
