,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X000063.SZ,X600031.SH,X600276.SH,X600690.SH,X000100.SZ,X000338.SZ,X000157.SZ,X600089.SH,X600372.SH,X600703.SH,X600741.SH,X002241.SZ,X600271.SH,X002129.SZ,X600066.SH,X600177.SH,X600582.SH,X002236.SZ,X600118.SH,X601877.SH,X000550.SZ,X000568.SZ,X000800.SZ,X000559.SZ,X000581.SZ,X000623.SZ,X600839.SH,X002294.SZ,X002475.SZ,X300146.SZ,X000050.SZ,X300124.SZ,X600060.SH,X000869.SZ,X000977.SZ,X002292.SZ,X000400.SZ,X002465.SZ,X600166.SH,X300003.SZ,X002007.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.0541071375527898,0,0,0,0,0,0.162369974235477,0.198810083411068,0,0,0,0,0,0,0,0.0724786669562684,0.0633672289783424,0,0.0616277632276181,0,0,0.0103793818007721,0,0.0260671214966771,0,0,0,0,0,0,0,0.0354958684058836,-0.0165348922900647,0,0,0,0,0,0,0,-0.0525296337295596,0,0,0,0,0,0,0.000123483558622786,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0.142228370937121,0,0,0.0457792993852084,0.0664865948775651,0,0.0484177676198207,1.73472347597681e-18,0,0,0,0.131513116273182,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.00186388214412212,0,0,0,0,0,0,0,0,0,0,0,-0.0254754308765219,0,0,0,0,0,-0.03666327339795,0,0,0,0,0,0,0,0,0.0363192763806584,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.111458845757239,0,0.16202832413706,0,0,0.0815368345966234,0,0,0,0,0,0.0292678247606879,0,0,0.0451924931303403,0,0,0.231591786475715,0,0,0,0.0605882173747656,0.0366756693785228,0,0,0,0,0,0,0,0,0.0893471297840454,0.106930172381442,0.0686365921490826,0,0.122270170955123,0,0.189309429563242,0,-0.0281902038691961,0,0,0,0,0,0,0
X000651.SZ,0,0.203560442735813,0,0,0,0.0766048323639171,0,0,0.0572278226620429,6.93889390390723e-18,0,0.0824521490276236,0,0.197321019145746,0,0,0,0,0,0,0.0402938246396677,0,0,0,0.00460742827596821,0,0,0,0,0,0,0,0,0.0342417095676456,0,0,0,0,0,0,0,0,0,0.00882219987801462,0.0154783626312369,0,0,0,0,0,0,0.00133844256451639,-0.0613718978386404,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0799664980873156,0,0,0,0,0,0.183731876924344,0,0,3.46944695195361e-18,0,-0.121984723355465,0,0.0510640859566008,0,0.141930847050949,0.210287711143673,0,0.0637941419633589,0,0,0.200779926951327,0,0,0,0,0,0.0297240774975929,0,0,0,0,0.118909178668633,0,0,0,0,0,0,0.0183452960968798,-0.0523733478699306,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.203999394831658,0,0,0,0,0,0.11123029477344,0,0,0,0,0,0,0,0,0,0.117048965973449,0.165705317383439,0.0326330512519709,0,0,0,0,0,-0.147119796096822,0,0,0,0,0,0,0,0,0,0.0226070966494335,0,0,0,0,0,0,0,0,0,0,0.0171086232234385,-0.0735588535788902,0,0,0,0,0,0
X000858.SZ,0,0,0.0404450268517623,0,0,0.0900569418345479,0,0,0,0.0716848285674193,0,0,0,0.0509278253829333,6.93889390390723e-18,0,0,0,0,0,0,0,0.0831308669186128,0.0390195195999694,0,0,0,0,0,0.164809651551802,0.0646676739736197,0,0,0.176183506281067,0.072187223312175,0,0,0,0,0.0351474441853387,0,0,0,0,0,0,0,0,0,0,0,0.000326382488328962,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.168733982099957,0,0,0,0.0735570581704601,0.0231376986344992,0,0,0,0,0,0,0,0,0.208329667192869,0,0,0.0552205841971111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00752419066834869,-0.00307252366339268,0.0610277204570698,0,0,0,0,0,0,0,0,-0.0362715490956919,0,0,0.0133942356923701,-0.0299500681197973,0,0,0,0,0,0
X000063.SZ,0.0875260227844457,0.010529610457689,-6.93889390390723e-18,0.0016069033181643,0,0.090649081559803,0,0,0,0.0481784070226201,0,0.0049104507380008,0.112455445988549,0.0863839251994902,0,0.0819160700116969,0,0,0,0,0,0,0,0.0299396160792164,0,0,0,0,0,0,0,0,0,0.099462415653397,0,0,0,0,0,0,0,0.148173207990066,0,0,0,0,0,0,0,0.219829000745659,0,0,0,0,0,0,0,0,0
X600031.SH,0.151609321703087,0,0,0,0,0,0,0,0.0027573535908532,0,-0.00885538625832918,0,0,0,0.682401384442064,0.0730489861927666,0,0,0,0,0,0,0,0.017569583874782,0,0,0,0,0,0,0.0307927504257534,0,0,0.0248116659114608,0,0,0,0,0,0,0,0,-0.0493715759582006,0,0,0,0,0,0,0,0,0,0.0147179832932894,0,0.152013115063261,0,0,0,0
