,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X000625.SZ,X600031.SH,X600690.SH,X000100.SZ,X600276.SH,X600118.SH,X600372.SH,X600271.SH,X000157.SZ,X002129.SZ,X000338.SZ,X600703.SH,X000559.SZ,X600839.SH,X600089.SH,X002241.SZ,X600741.SH,X600177.SH,X600066.SH,X600582.SH,X002456.SZ,X600198.SH,X002292.SZ,X002236.SZ,X002475.SZ,X000800.SZ,X300124.SZ,X002465.SZ,X600060.SH,X300003.SZ,X600435.SH,X000568.SZ,X002008.SZ,X000977.SZ,X601877.SH,X000727.SZ,X000581.SZ,X002223.SZ,X600166.SH,X000869.SZ,X000050.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0.0329211385903089,0,0,0.0914595384604241,0,0,0,0,0,0,0.05674343741848,0,0,0,0.0719250706841048,0,0,0.0578261290986596,0,0,0,0,0,0,0,0,0,0,0.171801372220072,0,0,0,0,0,0,0,0,0,0,0,0.0100972853700523,0.0222425987339778,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497490316116308,0.0350094081351253,0,0,0,0,0,0.0151368138832332,0,0,0.0158104295725868,0.0566829265846881,0,0,0,-0.0231734465592257,0,0,0.0456089850362598,0.0446253144307106,0,0,0,0,0,0.330251816034173,0,0,0,0,0,0,0,0,0,0.0749465054168765,0,-0.000767215505982563,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0139388596688576,0,0,0,0.0582475705283016,0,0,0,0,0,0.115428833507111,0,0.0565784373091843,0,0,0,0,0,0.250667070023331,0,0.060646783173452,0.0378190875307658,0,0,0,0,0,0,0.0218790051390002,0,0,0,0,0.326556627954918,0.157848983583302,0,0,0,0,0,0,0,0,-0.00841506326757566,0,0,0,0,0,0
X000651.SZ,0.00738479735911363,0,0,0,0.0664631533672821,0,0,0.104400563064325,0.0187494834980172,0,0,0.121786841812477,0,0,0,0.0520648049199986,0.0497554283001289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114633045440247,0,0,0.147753570953929,0,0,0,0,0,0,0,0,0,0,0,-0.00300783804191919,0.00275224205864984,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0613902458494838,0,0,0,0,0,0,0,0.0870704606612421,0,0,0,0,0,0.0200082664787622,0,0,0,0,0,0,0,0,0,0.0700054963861994,0,0,0,0.202236395708593,0,0,0.0615473020266194,0,0,0.0794401758216576,0,0,0,0.0414580878008919,0,0,0,0,0,-0.0208963711233549,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0967038353335991,0,0.0875221900489127,0,0.0205815219564439,0.0453877920276895,0,0.0625627085375668,0,0,0,0,0,0.0268276242121847,0.0450484927837101,0,0.0546789892930408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19692372278242,0,0,0,0,0,0,0,0.169440547144092,0,0.00803608518882953,0,0.00342073117513273,-0.00308221598039976,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874044290430811,0.0129933407956191,0,0,0,0.129016939211936,0,0,0,0,0,0,0,0,0,0.0145905431486796,0,0.0457925855291017,0,0,0,0,0,0,0.0138062561059942,0.117444419480313,0,0.0454191464985499,0,0.0986629694208486,0,0,0,0,0,0,0,-0.0049863578664526,0,0,0,0,0,0,0
X000063.SZ,0.0462286724748802,0,0,0,0.0256489668997132,0,0,0,0,0,0,0,0,0,0.0478672054533159,0,0.248523587694831,0,0,0,0,0,0.121560738736882,0,0,0.200921970370591,0,0,0,0,0,0,0,0,0,0,0.020637787968019,0,0,0.0578128741443659,0,0.147435689062829,0,0,0,0,0,0,0,0,0,-0.00676219129733016,0,0,0,0,0,0,0
X000625.SZ,0.0798999785767688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044949343990999,0,0.180567153029571,0,0,0,0.0726676727644541,0.0568271785937854,0,0,0.09131674170669,0,0,0,0,0,0,0,0,0,0,0,0.000803259258291833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109361572364498,0.0594600362464393,0,0,0,0,0,0
X600031.SH,0,0,0,-0.0183851752402944,0,0,0.0062614426382779,0,0,0,0,0,0,0,0.199987510418831,0,0,0,0,0.0243850305960367,0,0,0.165757493799051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032123959371251,0,0,0,0,0,0,0,0,0,0,0.266027847656622,0,-0.00862939338347361,0.000260007409589513,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243040598474076,0,0,0.00189885475982454,0,0.0686982277543306,0.103830336890058,0,0,0,0.038694304789413,0,0.00958832699477176,0,0,0,0,0,0,0,0.0593883691132278,0,0,0,0,0,0.0466399823367273,0,0,0.0651783544355884,0,0,0,0,0,0,0.00123482205351709,-0.00433417867044105,0,0,0,0,0,0
X000100.SZ,0,0,0,0.0484525671230887,0,0,0,0.101337447197932,0,0.074878657592399,0,0,0,0,0.054018077301347,0,0,0,0,0,0,0.253736509484489,0.0129269145706705,0,0,0.0827466709542976,0,0.0177462303165701,0,0,0,-0.031745314313186,0,0.0474858386849558,0,0,0.0494049601075481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00775417267267013,0.0119257600045069,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.237179945326956,0,0,0,0,0,0,0,0,0.00616077120908109,0.0438215549602076,0,0,0.023833885393054,0,0,0,0.059357636328329,0,0.197237024157503,0,0.0279090174174223,0,0.0345470762595185,0,0,0,0,0,0.0365106107347957,0,0,1.38777878078145e-17,0,0,0,0,0.0335515707866117,0,0,0,0,0,0,0,0,0,0,0.0168924229268315,0,0,0,0,0,0
X600118.SH,0,0,0.156431343975936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872748499798108,0,0,0,0,0,0,0,0.00409016551293374,0,0,0,0,0.116390489869206,0,0,0.211868177856685,0.21484026546551,0,0,0,0,0,0,0,0,0,0.288625606239184,0,0,0.00480459037584799,0.000477726831677499,0,0,0,0,0,0
