,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600031.SH,X601877.SH,X000625.SZ,X002008.SZ,X000100.SZ,X600487.SH,X600066.SH,X300136.SZ,X300124.SZ,X600809.SH,X002508.SZ,X600522.SH,X300003.SZ,X600089.SH,X600498.SH,X002294.SZ,X600699.SH,X600867.SH,X000981.SZ,X002085.SZ,X600271.SH,X000596.SZ,X000050.SZ,X600584.SH,X000157.SZ,X600177.SH,X600566.SH,X300142.SZ,X000559.SZ,X600118.SH,X002180.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.134952579085191,0,0,0.0984393687925474,0.189504855499611,0,0.0374861170778268,0,0,0,-0.0778509622156414,0,0,0,0,0,0,0,0,0.123646388628159,0,0,0,0,0,0,0.107946526784718,0,0,0,0,0.0347507502117462,0,0,0,0,0,0,-0.0103691352142846,0,0,0,0,0.0886994237186655,0.041866435226615,0,0,0,0,0.0177646461920848,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132041090113697,0,0.0710539238384718,0,0,0,0.00736970422509447,0,0.106373166145288,0,0,0,0.0722002620374817,0.0848503890005535,0,0.0635177848730632,0,1.73472347597681e-18,0,0,0,0,0.093239009278071,-0.00277512915346716,0,0,0,0,0,0,0,0,0,0,0,0.0403887872657284,0,0,0,-0.00533582776191772,0,0,0,0,0,0
X600104.SH,0,-0.00486312830229479,0,0,0,0,0,0,0,0,0,-0.00291626279332182,0.324145390542293,0,0.151134024287198,0.0295318897271785,-0.163076808771456,0,0,0,0,0,0.0662875772855554,0,0,0,0,0,0,0,0,0,0,-0.131358889878323,-0.0898004845389071,0,0,0,0,0,0,-0.0840646858625884,0,0,0,0,0,0,0.134536451888351,0,0,-0.00735313672160529,0.00449300854007781,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.112437160083195,0,0,0,0.338125588085806,0,0,0,0,0,0,0,0.0435146815034242,0,0,0,0,0,0,0,0.246897250905352,0,0.00946393357089998,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.00462274407468536,0,0,0,0,0,0.118289659755213,0,0,0,0,-0.0231988856193612,0.00404226124045347,0,0,0,0,0,0
X000651.SZ,0,-0.0356979553852109,0.184356836267277,0.212193541225552,0,0,0,0,0,0,0,0,0,0.0785675840038934,0,0.0454730623558467,0,0,0.285768610208326,0,0,0,0,0,0,0,0,0,0.0456620695697053,0,0,0,0,0,0,0,0,0,0,0,-0.076929448665447,0,0,0,0,0,0,0,0.0248094332438344,0,0,0.000766769531370149,0.00481494931138453,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.0771713757745116,0.155726695854516,0,0,0,0,0,0.25462495047631,0,0,0,0,0,0,-0.107171258618482,0,0,0,0.0338357401938053,0,0,0,0,0,0,0,0,0,0.317211687254353,0,0,0,0,0.359805502997164,0,0,0,0,0,0,0,0,0,0,-0.0185612494389534,0.0343245258445158,0,0,0,0,0,0
X600276.SH,0.0988294798153282,0,0,0,0,0.131551454809903,0,0,0,0.290854452634505,0,0,0,0,0,0,0,-0.198037630151465,0,0,0,0.00533261798495499,0,0,0,0,0.208354491151231,0,0,0,0,0,0.0434266103406605,0.189919784397125,-0.0222799379994082,0,0,0,0,0,0,0,0,0,0,0,-0.183871130050171,0,-0.0133303301766258,0,0,0,0.0185938815955944,0,0,0,0,0,0
X002304.SZ,0.0122338868086658,0,0,0.402725181548925,0,-0.0173775671264336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0723481855347298,0,0,0.0905167565026711,0,0,0,0.0843527607907356,0,0,1.38777878078145e-17,-0.0331638683000393,0,0,0,0.00924257193290981,0.0115903946371516,0,-0.0836212111809541,0,0,-0.0790695365228861,0.0699587590229352,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.328459724096191,-0.238843777370034,-0.21537145095206,0,0,0,0,-0.191567541025607,0.15788365801976,0,0,0.0257875047109576,0,0.0567573064952416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100121283381433,0,0,0,0,0,0.00486098920454188,0.173912339525563,0,0,0,0,0,0,0,0,0,-0.0559807140553236,0.0422319088052931,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0479072158995361,0.164796977060531,-0.186412857185124,0,0,0.292548475668879,0,0,0.0335288622339671,0,-0.0786648972180151,-0.0617898444810786,0,0,-0.2538232866,0,0,0,-0.0704446949671177,0,0,0,0,0,0,0,0,0.0474113153282109,0,0.122107929027148,0,0,0,0,0,0,-0.0446176762559889,0,0,0,0,0,0,0,0,0,0,-0.00857675998165975,0,0,0,0,0,0
