,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X601877.SH,X600809.SH,X000100.SZ,X600703.SH,X600271.SH,X000157.SZ,X002236.SZ,X300124.SZ,X300003.SZ,X002007.SZ,X002008.SZ,X300142.SZ,X600498.SH,X002506.SZ,X002179.SZ,X600177.SH,X000625.SZ,X000977.SZ,X600487.SH,X002371.SZ,X600183.SH,X600066.SH,X600776.SH,X600522.SH,X000050.SZ,X000066.SZ,X600867.SH,X002049.SZ,X002129.SZ,X600089.SH,X600118.SH,X300146.SZ,X002241.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.188240131884145,0,0,0,0,0,0.0367469733604753,0,0,0,0,0,0,0.0381460236999101,0.0793512605155106,0,0.0552916743294123,0,0,0,0,0,0.122852663480516,0,0,0,-0.0730086031051969,0.0743738101852899,0,0,0,0,0,0,0,0,0,0,0.0278288429455852,0,0,-0.0617344567566891,0,0,0,0,0,0,0.108964528760939,0,-0.021623593516511,-0.00371098350029665,0,0,0,-0.00186785519427786,0,0
X000858.SZ,0,0,-0.05125730305477,0,0,0,0,0,0,0,0.00973354817349852,0,0.350028310965309,0,0,0,0,0,0.280592043894396,0,0,0,0,0,0,0,0,0,0.144948203321527,0,0,0,0,0,0,0,0.0432593148047675,0,0,0,0,0,0,0,0,0,0,0,0,0.0993308981780687,0,-0.0551748693400966,0.0120897393657338,0,0,0,0.00546431298727175,0,0
X000651.SZ,0,0,0,0,0,0,0.0648929954423964,-2.16840434497101e-19,0,0.273002242173687,0,0,0,0.0629098927649433,0.0233654906197815,0.0806948590486147,0.12884931595063,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0914716068096766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504751932784942,0,0,0,0,-0.00483785260370873,0,0
X600104.SH,0,0,0.136120438494917,0,0,0.00285051719206638,0,0,0,0,0,0,0,0,0.0594021447249992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170741855307258,0,0,0,0,0.0552049708670533,0,0,0.022932089046158,0.0990496596043191,0,0,0,0,0,0,0.104911532228829,0,-0.00138780745129505,-0.00866368161179447,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177795626156651,0,0,0.14027319465994,0.0550589767691353,0,0,0,0,0,0,0,0.111725495948932,0,0,0.220348438717717,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148232787778948,0,0,0.0240258496621284,0,0,0,0.0736611639492739,0,0,0,0.00742058044884053,0,0,0,-0.00866231452641624,0,0
X002415.SZ,0,-0.0779814286691654,0,0,0,0,0,0,0,0,0.13640726065093,0.051207213462294,0,0.279669422588649,0.0319976654601808,0,-0.0230759596891981,0,0,-0.134063496472443,0,0,0,0.525973720379446,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.073372459186654,0.0810422673616975,-0.0398526159788812,0,0,0.0474746701189268,0,0,0,0,0,0,0,0,0,0,0,-0.0118950911642825,-0.0263129063845701,0,0,0,-0.0376581382609339,0,0
X002304.SZ,0,0.246517246350322,0.144580966635867,0,0,0,0,1.73472347597681e-18,0,0.0464391011394052,0,0,0,0,0,0.171079734420128,0,0,0,0,-0.013517112767406,0,0,0,0,0,0.109823250417338,0,0,0,0,0,0,0,0,0.07744410174503,0,0,0,-0.0254671146393834,0,0,0,0,0,0.0238550077129101,0,0,0,0,0,-0.0140193681480225,-0.0274301968223886,0,0,0,0.0209036532580386,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949065536217271,0,0,-0.0807120668604112,0,0,0,0,0,0,0,0.261031725744406,0,0,0,-0.0597565291873499,0,0.174597740236114,0,0,0,-3.46944695195361e-18,0,0,0.274218303504512,0,0.192654172805054,0,0,0,0,0.146439361877752,0,0,0,0,0,0,0,-0.0016937698845556,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215245468978109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721688489810877,0.0864048635583813,0.0599916368276709,0,-4.33680868994202e-19,0,0,0,0.0262105172150341,0.241482123842555,0,0.0138733471458163,0,0,0,0,0.0149392750493181,0,-0.00774468261228447,-0.0810915969734053,0,0,0,0,0,0
X600031.SH,0,0,0.255978145592764,0.187896630417235,0.0325584658930816,0,0,0,0,0,0,0,0.252386217478635,0,0,0,0.191932946833183,0,0,0,0,0,0.116986246198818,0,0,0,0,0,0,0,-0.0558470405144552,0,0,0,0,0,0,0,0,-0.0850161711686717,0,0,0.0226740823142776,-0.0277994815740499,0,0,0,0,0,0,0,-0.0363588230056909,0.0684950470207772,0,0,0,0.0231185607470061,0,0
X600690.SH,0,0,0,0,0,0.213604851503936,0,0,0,0,0,0,0.0069319860435607,0,0.0929768734765712,0.0777972389977604,0,0,0,0,0,0,0.0658939653774668,0,0.150421332712958,0,0,0,0,0,0,0,0,0.0388156638488632,0.125495223039857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210643750196883,0,0,0,0,0.0315296154879604,0,0
X000568.SZ,0,0.275152429489139,0,0,0,0.120912791262887,0,0,0,0,0,0,0.0603367592039878,0,0,0.0598444492491162,0,0,0.12119316523507,0,0.0866354570431572,0,0,0,0,0,0,0,0.0687849657367674,0,0,0,0,0.0601715047993596,0,0,0,0,0,0,0,0,0,0.0221997784187368,0,0,0,0,0,0,0,-0.017416435232293,0,0,0,0,-0.0209701861518607,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.684268954803388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852445101801041,0,-0.0360143682924803,0,0,0,0,0,0,0,0.239869380879905,0,0,0,0,0,0.0871076573618134,0,0,0,0,0,0,-0.0462200032092254,0,0,0,0,0,0,0
X002475.SZ,0,3.46944695195361e-18,0.115493423152026,0,0,0,0,0.0235882003505152,0,0,0,0,0,0,0.0170739155620596,0,0,0,0,0,0.265394707788471,0,0,0,0,0,0,0.2327392807845,0,0,0,0,0,0,0,0.106607041115797,0,0,0,0,0,0.00796532031070145,0.0778164427131076,0,-2.77555756156289e-17,0,0,0,0,0.0151104285227492,0,0,0,0,0,0,-0.0542827110921423,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.260558626909282,0,0,0,0.0657513171845643,0,-0.0204481626270361,0,0,0,0.176096312724416,0,0,0,0,0,0,0,0,0,0,0.302471513482152,0,0,0,0,0.18451950121417,0,0,0.118488485828617,0,0,0.0178323538532027,0,0,0,0,0,0,0,0,0,-0.0280968732000687,0.0295883848168934,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0.0206362363554853,0,-0.0908300181215542,0,0.372282898223307,-0.0385259618300883,0,0,0,0.157334855985253,0,0.584335358689926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126210025322952,0,-0.185575453303929,-0.0654261805150858,0,0,0,0,0,0,0,0,0,0,0.0868666771253155,0.194974962851734,0,-0.0276652956343285,-0.0704479817206007,0,0,0,-0.0261747091830751,0,0
