,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X000100.SZ,X002236.SZ,X000661.SZ,X600809.SH,X300003.SZ,X002008.SZ,X300124.SZ,X000596.SZ,X600487.SH,X600776.SH,X002007.SZ,X002456.SZ,X600498.SH,X000625.SZ,X000050.SZ,X002179.SZ,X000157.SZ,X300142.SZ,X002180.SZ,X002371.SZ,X002241.SZ,X300146.SZ,X000977.SZ,X600118.SH,X600522.SH,X600089.SH,X600372.SH,X600867.SH,X600177.SH,X300136.SZ,X600066.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.152903707081081,0,0,0.00209577346736733,0,0,0,0,0,0,0,0,-0.00596086973720745,0,0,0,0.0136479157322313,0.0288367619110138,0,0,0,0,0,0.221470115276935,-0.0215089781053076,0,0,0,0,0.00860778926533089,0,0,0,0,0,0,0.0768465323570512,0,0,0,0,0,0,0,0,0,0,0,-0.0107327793391756,0.00879883171923843,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0291484599350909,0,0,0.0116641630117245,0.0769547319605356,0.104932587890422,0,0.131574177603268,0,0,0.0116036331557396,0,0,0.235885415534349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164781375562198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0310689430308597,0.0508852243324287,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0209307348365174,0.107791149361167,0,0,0.0268194020125881,0,0.340615174559332,0,0,0,0,0.0944957585638593,0,0,0,0,0,0,0,-0.00999756835922518,0,0,0,0,0.0378598606935959,0,0,0,0,0,0.156309522694824,0,0,0,0,0,0,-0.000764625082423598,0,0,0,0.188747445136945,0,-8.67361737988404e-19,-0.092910202313391,0,0,0,0,0,0
X000858.SZ,0,0.0867537380633197,0,0,0.000324996067828484,0,0.12271418109116,0,0,0,0,0,0,0.343196646975648,0,0.0203313749690011,0,0,0,0.0315491336347343,0,0.0839694408642136,0,0,0.00888241965987034,0.0277667793502144,0,0,0,0,0,0,-6.7762635780344e-21,0,0,0,0,0,0,0,0,0.0240440768823808,0,0,0,0,0,0.0145064142412856,0,0,0,-0.0165714040215779,0,0,0,0,0,0,0
X000651.SZ,0,0,0.169890143094963,0.119830491434099,0,0,0,0,0,0.237496770989098,0,0,0.00897095681362173,0.0508218460192306,0,0,0,0,0,0.0681051697890603,0,0,0,0,0,0,0,0.00619540467671721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510908775071686,0,0,0,0,0.0119097210469549,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.186248292464289,0,0,0,0.0820136822450917,0,0,0,0,0.0876937524901672,0,0.619601244553691,0,-0.0804145061754671,0.217621097423572,0,0.105088314070332,0,0,0,0,0,0,0,0,-0.115669862883641,0,0,0,0,0,0.135279048020908,0,0,0,0,0,0,0,0,0.0321949199408568,0.0368921245157878,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0207043983570726,0,0,0,0,0,0,0,0,0,0.434935878286413,0.0516141280461051,0,0,0,0,0,0,0,0.0482965704293792,0,0.133575329400948,0,0,0,0.0164418568388196,0,0,0,0,0,0.00279891594712005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00562085951412612,0,0,0,0,0.0963442335910294,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0813949452688719,0,0,0.00104754436325799,0,0,0,0,0.110701684733423,0.0652843205687503,0,0,0.082792955009855,0,0.0691847716656729,0,0,0,0,0.175863400472233,0,0,0.163059013368922,0.0461939931217629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389016080736897,0.0349014112046179,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774260985188324,0,0,0,0.0272422708284565,0,0,0,0,0,0,0.059191833378416,0.0252845118561347,0,0.107328441433955,0.48873742986758,0,0,0,0,0,0,0.0210136771520035,0,0,0.15251767321702,0,0,0,0,0,0,0.0282151725097649,0,0,0,-0.0190620475841728,0,0,0,0,0,0,0
X600690.SH,0,0,0.185384779504315,0.100410474541193,0.186613765934413,0,0,0,0,0,0,0,0.118688887659021,0,0,0,0,0.0136296010995091,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0798873627294104,0,0,0,0,0,0,0.159981371924213,0,0,0,0,0,0,0,0,0,0,-0.0276522477640393,-0.00797150378177136,0,0,0,0,0,0
