,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X000568.SZ,X600031.SH,X002241.SZ,X002475.SZ,X600066.SH,X002456.SZ,X600271.SH,X002236.SZ,X000338.SZ,X002085.SZ,X600118.SH,X600177.SH,X002292.SZ,X000157.SZ,X600867.SH,X002007.SZ,X000559.SZ,X002180.SZ,X600372.SH,X300124.SZ,X300003.SZ,X002294.SZ,X002074.SZ,X002506.SZ,X600498.SH,X002426.SZ,X600089.SH,X601877.SH,X600522.SH,X002508.SZ,X002465.SZ,X600566.SH,X000050.SZ,X000550.SZ,X000981.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,-0.0132205717643571,0.0886078560034703,0,0.130702113450547,0,0,0,0,0,0,0,0,0.0562979607614754,0.0207434922798548,0,0.0478489939956823,0,0,0,0,0,0.179053795735666,0,0,0.069915486463268,0.0214843176476498,0,0,0,0,0,0,0,0,0,0,0,0,0.131834795370187,0,0,-0.0905311083284763,0,0,0,0.0174478893918358,0,0.0857030835646321,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548896352984599,0,0,0,0,0.010249145414766,0,-0.0294841191580912,0,0.206942730931624,0.068325902837372,0,0,0,0,0,0,0.050703799960439,0,0,0,0,0.0743118324363706,0,0,0,0,0,0,-0.0417629614752608,0,-0.0699995229166561,0.138282801731703,-0.0143248840066833,0,0.0474810845041387,0.0365826334721366,0.0999420006142863,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.219013724138609,0,-0.169811212994523,0,0.320980782511204,0,0,0.0473320652538722,0,0,0,0,0,0.0923909499513316,0.0535021186584284,0,0,0,0,0,0,0,0.247026564352678,0,0,0,0,0,0,0,0,0,0,0.0266482168258654,0.271682196606361,0,0,0,0,0.03602699813203,0.0543100952796176,0,0,-0.00275245695863729,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00682066989186197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430531568712823,0,0,0.0845132037535506,0,0.179803783380947,0,0,0.132634867869923,0,0,0.0725552533760545,0,0,0,-0.0319173693937832,0.0942335406682495,0,0,0,0,0,0
X000858.SZ,0,0,0.00343225391968578,0,0,0,0,0,0,0.0433970429696239,0.00685945874143674,0,0,0.223059527627456,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0921907730234757,0,0.0475543482002171,0.141001675664103,0.0360056467779602,0,0,0.184031120881128,0,0,0,0,0,0,0,0,0,0,0,0,0.0410285011224447,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578060262724851,0,0,0,0.0146712440997885,0,0,0,0,0,0,0,0.0584199384897935,-0.0861011588974348,0,0,0.241597137031822,0.0554067054303616,0,0.0409697694051547,0,0,0.0969851513389892,0,-0.0339677867912303,0,0.168535505826174,-0.11358052391593,-0.0237166510658634,0.0225431254565505,0,0,-0.0222844122118489,-0.0425246730656273,0,0,0,0,0,0
X002304.SZ,0.174167832515356,0.146607112394522,0,0,0.262752551761685,0,0,-0.0252908486283563,0,0,0,0,0,0.0166744480317628,0,0,0,0,0,0,0,0,0.0469864137643792,0,0,0.109189479797804,0,0,0,0,0,0,0,0,0,0,0,-0.0452168145973031,0,0,-0.0482539630597208,0.0539113881070877,0,0,0,0,-0.0204160112645395,0,0.0664064742656745,0,-0.0119176977617512,-0.0244701826385195,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160200504287652,0,0,0,0.109332962889227,0,0,0,0.0630890712932223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586525933867937,0,0,0,0,0,0,0,0,0.0625174742758876,0.0363722911140081,0.0102398630767237,0,-0.0573095243349169,-0.0144266400102195,-0.0864723845891585,0,0,0,0,0
X000625.SZ,0,0,0,0,0.039408695122658,0,0,0,0,0,0,0.0752150675342022,0,0,0,0,0.119621825162742,0.00606482005658056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905873280547489,0,0,0,0.0819629244935906,0,0,0,0.0499210508493481,0.0500539602483488,0.0998493439992353,0,0.0604580519570976,-0.0118333119491203,0,0,0,0,0,0
X000063.SZ,0,0,0.0247511130386183,0.0124685563322727,0,0,0,0.110975573729008,0,0,0,0,0,0.0716968688835937,0.100444583728562,0.0814868742415049,0,0,0,0,0,0.132631149523986,0,0,0,0,0,0,0,0.0324712983193983,0,0,0,0,0,0,0.0315525180196862,0.00205602254613792,0,0,0,0.0304946582081776,0,0,0,0,0,0,0,0.0299002538452353,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.00516098810601448,0.118092916397544,0,0,0.122580070548238,0,0,0,0,0,0.050907009664637,0.0878724713184634,0.102735313843463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417179780384977,0,0.10933566451136,0.216514560000384,0.091737779463155,0,0,0,0,-0.0141598704293974,-0.114606062458337,-0.0220629488196535,0,0,0.0351547734750596,0,0,0,0,0,0
X600741.SH,0,0.331150492486064,0,0,0,0,0,0,0.108380276104084,0,0,0,0.0694413764154513,0.0096136804793157,0,0.125186090625081,0,0,0,0,0,0,0,0,0.107876589213334,0,0,0,0,0,0,0.0459587935574453,0,0,0,0,0,0.0178171191566179,0,0,0,0,0,0,0.106286098249831,0,0.00183781529681757,0.000203930435276499,0,0,-8.67361737988404e-19,0.0116533103778689,0,0,0,0,0,0
X600703.SH,0,0,0,0.10220018173894,0,0,0,-0.0485545205461616,0.215023557623639,0,0,0,0,0,0.162643719148565,0,0,0,0.0772869034033983,0,0,0,-0.0244463376949428,0,0,0,0,0,0,0.127410309618172,0,0,0,0,0,0,0.0328307254217589,0,0,0.0245639666248515,0.0420776967232012,0,0,0,0.0741841662744257,0,0,-0.103248732159056,-0.116339693811905,0,-0.0707326557297487,0.0776501216997084,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.109253594970239,0,0.308515648983338,0,0,0,0,0,0,0,0,0.0339404593342442,0,0,0.0250571878744667,0,0,0,0.0210006259425815,0,0,0,0,-0.010822859227037,0.175613216577412,0.0635844699419295,0,0,0.0973928149409823,0,0,0,0,0.103769632523932,0,0,0,0,0,0,0,0,0,0,-0.0648167189783044,0,0,-0.0371744100930319,0.0428097089826879,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.224900786311059,0,0.00297715113158891,0,0,0,0.104868792795465,0,0,0,0,0,0,0,0.19918586170693,0,0,0,0.00331250200444243,0.026043593604826,0,0,0,0,0,0,0.147490598138132,0,0,0,0,0,0,0,0,0,0,-0.00679133571815376,0,0,0,-0.0528927730287907,0,0,0,0,0,0
X002241.SZ,0,0,0.308994578560225,0,0,0,0,0.0619570888619709,0,0.205110197838448,0.118348558981252,0,0,0,0,0,0,0,0.0555560049057898,0,0,0,0,0,0,0,0,0,0,0.314288135923211,0,0,0.0738422045998886,0,0,0,0,0.240927204930676,0,0,-0.315165760730162,0,0,0,0,0.120086122199252,0.155338780125723,0,-0.0117175178019701,-0.052062308778262,-0.0637574175851443,0.0719798176446334,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.0373954941786049,0,0,0,0,0,0.136753167936878,0,0,0.261635382217546,0,0,-0.0807985019770112,0,0,0,0,0,0,0,0,0.121033386481758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270506991381118,-0.0211189158933469,0.166568611630456,0,-0.00141587663917397,-0.0026119751975903,0.216478209948473,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,-0.0597669274440612,0.195044466512593,0,0,0,0.153917857782744,0,0,0,0,0,0,0,0.0616481178912507,0,0,0,0,0.509124819149475,0,0,0,-0.0920882638871803,0.0094731036012298,0,0,0,-0.0473902365344844,0,0,0,0.403983715809212,0,0.0780075774283888,0.215794383604316,0,0,-0.321101476610907,0,0,-0.0306956323629577,0,0,0,0,-0.227538706658888,0,0,0,0,0
X002456.SZ,0,0,0,0.124744743372059,0.109074856844301,0,0,0.0465989995435197,0,0,0,0,0,0.0567585633403794,0,0.21450728492856,0.321927020087746,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139798875033178,0,0,0,0,0,0,0.0226281576310201,0,0,0,0,0,0,0,0,0,-0.0878520784098185,0,0,-0.158519772390386,0,0,0,0,0,0,0
X600271.SH,0,0.0344523113043632,0,-0.0387845922218852,0,0,0,0,0,0,0,0,0,0,0.0609678042590406,0,0,0,0,0,0,0,0,0,0.0235190251360119,-0.0303130575500095,0,0,-0.0936835329100992,0.230803615795468,0,0.289057808547191,0,0,0,-0.0111400621849561,0,0.0277865504710137,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.0221003913663048,0,0,0.0388715633068152,-0.00314984181107926,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098748622244772,0,0.0419115223519893,0.0445259536829074,0,0,0,-0.158242952625181,0,0,0,-0.745421814760798,0,0.128652412460053,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0598850085257816,0,0,0.227145624701057,0,0.0196898950391481,0,0,0,-0.16699298363022,0,0,0,0,0,0
X000338.SZ,0,-0.112757605653047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038827740404606,0,0.0802921208385729,0,0,0,0,0,0,0,0,0,0.248346875286025,0,0,0,-0.0638261282245487,0,0,0.152829770869959,0,0,0,0,0,0,0,0,-0.093939135964882,0,0.355351455001233,0,0.0710046187655453,0,0.0428128044253956,-0.0274121202212046,0,0,0,0,0,0
X002085.SZ,0,0,-0.0621884715636094,0,0,0,0,0,0,0,0,0,0,0,0,0.199202884605221,0,0,0,0,0,0,0,0,0,0,0,-0.107187878769531,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0380924960199734,0.305904537750345,0,0,0,0.227760669498576,0,0.179291041671693,0,0,-0.0696229006754158,0,0,0,0,0,0
X600118.SH,0,0,0,-0.0161030477129182,0,0,0,0,0,0,0,0,0,0,0.270523553853148,0,0,0,0.00835839421214885,0,0,0,0,0,0,0,0,0.0848494074837159,0,0,0,0.137338160880622,0,0,0,0,0.0953246165660222,0.0692479656099672,0,0,0,0,0,0,0,0,0,0.000382353058861811,0.13367021858087,0,0,0.0151453275980829,0,0,0,0,0,0
X600177.SH,0,0.0921485437588656,0,0,0,0,0,0,0,0.0535915072815446,0.159221904206707,0,0,0,0.0459656687866181,0.00985510494940671,0,0,0.0279248116215216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368567956013598,0,0.00260119454008313,0.182475175558689,0,0,0,0,-0.002712668266285,0,0.0284199131915056,0,0.0439599239563497,0,0,0,0,0,0,0
X002292.SZ,0,0.0147628046152522,0,0,0,0,0,0,0,0,0,0.0735935356404822,0,0,0,0.109769783336005,0,0.00976559024664721,0,0,0.0737729587539118,0.0218334200989786,0,0,0,0,0,0,4.33680868994202e-19,0.0284634015105879,0,0,0.043304038356867,0,0,0.198362171444806,0,0,0.0368061912271462,0,0,0,0,0,0,0,0.0574853069346516,0,0,0,0,-0.0334147681623242,0,0,0,0,0,0
