,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X300014.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000596.SZ,X003816.SZ,X600031.SH,X000725.SZ,X000625.SZ,X002371.SZ,X002129.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X002241.SZ,X601877.SH,X000733.SZ,X600741.SH,X000100.SZ,X002074.SZ,X600702.SH,X600522.SH,X600460.SH,X000157.SZ,X000799.SZ,X600584.SH,X300003.SZ,X600884.SH,X000800.SZ,X002007.SZ,X300146.SZ,X600487.SH,X600779.SH,X002414.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.315398644887818,0.115391662766535,0,0.187547835620691,0,0,0,0,0.0719547373274902,0,0,0,0,0,0,0,0,0,0,0,-0.134640056648772,0,0,0,0,0,0,0,0,0,-0.0429395050110735,0,0.113470146596203,0.0699778082249416,0.0247609387181618,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0326954030386187,0,0,0,0,-0.0162868278305986,0.0191957409511197,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.514714861927519,0.122752356006438,0,0,0,-0.028545539848647,0,0,0,0,0,0.080062483315214,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191927425687269,0,-0.0437059002189161,0,0,0,0,0,0,0,0,0,0,0,0.0766067213295612,0,0.0330110557738494,0,0,0,0,0,-0.0207745348106814,-0.0107919039298167,0,0,0,0,0,0
X600809.SH,0.274368532391919,0,0,0,0.371847726565416,0,0,0,0,0.0443085819378453,0,0,0,0,0,0.0319400200355763,0,0,0,0,0,0,0,-0.161608674310099,0,0,0,0,0,0,0,-0.128130004098449,0,0,0,0.0142771997406757,0,-0.0655603231413783,0,0.0475429759052832,0,0,0,-0.0265988737420578,0,0,0,0.223656584683297,0,0,0,0.0130872424849259,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0733904446999745,0,0.0346711174037183,0,0,0,0,0,0,0,0,0,0,0.0294007006976572,0,0,0,0,0,0,0,0,0,0,0,0.126967357741052,0,0,0,0,0,0,0,0.0436527495392114,0,0.00950644934138245,0,0,0,0,0.0767119610475143,0.0398515672922429,0,0,0.129093964781791,0.113989735159131,0,0,0,0,0,0,0,0,0
X000568.SZ,0.54939412867284,0.095833343607171,0.410524429643488,0,0,0.0372696115607554,0,0,0,0,0,0,0,0.250744308483231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502376733059799,0,0,0,0,0,0.0814450308493639,0,0,2.77555756156289e-17,0,-0.0849813949030535,0,0,0,0,0,0,0,0,0,-0.0017473187942826,0.052758543138526,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.500027173862038,0,0,0,0,0,0,0,0,0,0,0.00746617684155104,0,0.0214356254445584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969695858086711,0,0,0,0,0,0,0,0,0,0,-0.09569748414415,0,0,0.0157702022515,0,0,4.33680868994202e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157183714817268,0,0,0,0,0,0.17499294622672,0,0,-0.184671963166584,0.0171490231289743,0.140804696803199,0,0,0,-0.18357885200626,0.0375373733649977,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.10298420202152,0,0,0,0.011463112632315,0,0,0,0,0,0,0
X600690.SH,0.0603256178303911,0,0,0,0.234298179891176,0,0,0,0,-0.107403286101471,0.149793004512722,0,0.0510065113150388,0,0,0,0,0,0,0.138567690218841,0,-0.00796288543114208,0.124076536694266,0,0,0,-0.0403320816194174,0,0.00418122898766101,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0408141264301576,0,-0.00838704280238574,-0.0392360853616834,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0765895379343119,0,0,0,0,0,0,0,0,0.192906150450414,0.0810727759984941,0,0,0,0,0,0,0,0,0.0109607279116317,0.170646839082533,0,0,0,0.0271626204025392,0.0477415200793457,0,0,0,0,0,0,0,0,0,0,0,0,0.00497615077907982,0,0.0257946057206847,0,-0.00840612487430691,-0.00904982715740029,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0297847949508635,0,0,0,0,0,0.178183382823789,0,0,0,-0.105764044799401,0,0,0,0,0,-0.00903280520667808,-0.137896134012117,0,-0.0367276659430598,0,0,0,0.219981767098776,0,0,-0.0105958275570548,0,0,0,0,0.548922974049562,0,0,0,0,0,0,0,0,0.0182394858050277,0.0888581052680833,-0.180358361993231,0,0,0,0,0
