,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000596.SZ,X000725.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X600703.SH,X002049.SZ,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X600741.SH,X000157.SZ,X600584.SH,X000977.SZ,X000661.SZ,X601877.SH,X002241.SZ,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X601799.SH,X000800.SZ,X002028.SZ,X002463.SZ,X002007.SZ,X002180.SZ,X300142.SZ,X600460.SH,X000066.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.387131238317865,0.0549725785682373,0,0.0632067704686127,0,0,0,0,0,0.0396647834706035,0,0,-0.0107492369943296,0,0,0,0,0,0,0.0239539201034143,0.0429221416217676,0,0,0,0,0,0,-0.0220382455514104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497399745874414,0,0,-0.0608188930682705,0.0947567297114374,0,0,0,0,0,0
X000858.SZ,0,0,0.452867766768264,0,0,-0.01050001268025,0,0,0,0.137649008310939,0,0,0,0,0,0,0.0680849036976184,0,0.0349262452100153,0,0,0,0,0,0,0,-0.0730483436492969,0,-0.044582160269119,0,0,0,0,0,0,0,-0.0249436306932081,0,0,0,-0.0836899729051787,0,0,0,0,0.153575558347554,0.131278308815772,0,0,0,0,-0.0776031824923142,0.0954708981339817,0,0,0,0,0,0
X000568.SZ,-2.77555756156289e-17,0.696835140339872,0,0,0,0.0811528548548186,0,0,0,0,0,0,0,0,0.295404175599408,0,0.0737751214413418,0,0,0,0,0,0,0,0,0,0,0,-0.00172536643725061,0,0,0,-0.00735033382085806,0,0,0,0,0,0.0505986527062371,0,-0.0304556522053707,0,-0.236015579675086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.387102917133003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219461775519041,0,0,0,0,0.427972394941463,0,0,0,-0.0304711815941186,0,0,0,-0.235199506965802,0,0,0,-0.128131920695533,0,0,-0.0512628723870396,-0.0556606284480305,0.0314596145834921,0,0.00886849710899417,0,0,0,0,-0.0165315957819858,0,0,0,0,0,0
X600809.SH,0,0,0,0.103099448235823,0,0,-0.105723701153862,0,0,0,0,0,-0.161083653998213,0,0,0,0.0679909884172777,0.0395152463087739,0.0235163061725643,0,0.0322435544515592,0.0753123681320626,0,0,0,0.130180690176982,0,0,0.0412608467818541,0,0,0,0,0,0,0,0,0,0.292718518156694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.069205542317044,0,0,0,0,0,0,0,0.0354621227634305,0,-0.0623753850158991,0,-0.133583798299001,0,0,0,0,0,-0.220990630037613,0,0,0,-0.358086524727395,0,0,0,0.249080547575452,0.490872148721182,0,0,0,0,0,-0.0466796267659243,0,0,0.252980121338066,0,0,0,0,0,0,0,0,-0.0459428882679188,0,0,0,0,0,0,0
X002475.SZ,0,0,-0.0299359485261151,0.0756170677754641,0,0,0,0,0,0,0.082202269234871,0,0,0,0,0,0,0,-0.0405938736677336,0,0,0,0,0.0720814474272732,0.218983331173814,0,0,0,0,0,0.0862378503693226,0.257516757438328,0,0,0,0.535589427510421,0,0,0,0,0,0,0,0,0,0,-0.0946218236954395,0,0,0,0,0.0117126525031336,-0.00449078646892635,0,0,0,0,0,0
X600690.SH,0,0.0122382257206996,0,0,0,0,0.0119581088948517,0,0.0536330706301626,0.118067489704531,0,0,0,0,0,0,0.0269884361322567,0.266411530882838,0,0,0.0743607998826694,0,0,0,0,0,0,0,0,0.0568643486493385,0,0,0.00585335439123127,0,0,0,0,0,0.000814301170313055,0,0,0,0,0,0,0,0,0,0,-0.0743929194079965,0,-5.42101086242752e-20,0.00967900162594793,0,0,0,0,0,0
X002304.SZ,0,0.359338178899951,0.128620425055199,0,0.0906358989081634,0,0,0,0,0,0.010115182767538,0,0,0,0,0,0,0,0.0683508954663631,0,0,0,0,-0.0398110061715493,0,0,0,-0.0114138326885332,0,0,0,0,0,0,0,0,0,0,0.0459169346969699,0,0,0,0,0,0,0,0,0,0,0.0184204264880927,0,0,0.0183702823785139,-0.0938146340285084,0,0,0,0,0
X000651.SZ,0,0.103376637547712,0,0,0,0.0111123565608213,0.0666171615796387,0.294595893623041,0,0,0.0165581705914184,0,0,0,0,0,0,0,0.0731560546741269,0,0,0,0,0,0,0,0,0,-0.0626652780711089,0,0,0,0,0,0,0,0,0.156906712225237,0,0,0,0,0,-0.0508044882930504,0,0.0319146242015641,0,0,0,0,0.105302955671554,0,0.025201643504378,0.0157195342947882,0,0,0,0,0
