,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600271.SH,X600066.SH,X000100.SZ,X002241.SZ,X002292.SZ,X600031.SH,X002236.SZ,X600177.SH,X600118.SH,X002475.SZ,X002506.SZ,X000559.SZ,X000568.SZ,X600372.SH,X000157.SZ,X300003.SZ,X000338.SZ,X002007.SZ,X300124.SZ,X002456.SZ,X000050.SZ,X002085.SZ,X002180.SZ,X002074.SZ,X600867.SH,X002294.SZ,X002426.SZ,X600089.SH,X000981.SZ,X000869.SZ,X600699.SH,X002465.SZ,X002508.SZ,X600498.SH,X002249.SZ,X601877.SH,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0633613499755004,0.0305985589160346,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.140137695259542,0,-0.0125521428549311,0,0,0,0.227944959625831,0,0,0,0,0.0503454570853156,0.0687482469203965,-0.0527174607913457,0,-0.0611287181994357,0,0,0,0.0309489712662337,-0.240827542819873,0,0,0,0,4.33680868994202e-19,0,-0.0667425082661304,0.0361453818604399,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.132154251929756,0,0.141403364079618,0.00421358565011615,0.194184250923544,0,0,0,0,0,0,0,0.00926072155627834,0,0,-0.0339697981987172,0,0,0,0,0,0,0,0,0,0,0,0.0197230063867165,0,0,0,0,0,0,0,0.0108661421666917,0,-0.0810823150203085,0,0,0,0,0,-0.0204788931303556,-0.0253732828694062,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.117169432457563,0,0,0,0,0,0.0968243991476719,0.0679283711349505,0,0,0,0,0,0.00495880253771546,0,0,0,0,0.0734357264715066,0,0,0.0581346501793599,0.0444990322596342,0,0,0,0.0559795330638907,0,0,0,0,0,0,0,0,0.0310462686775467,0,0.0192696396563263,0,0,0,-0.00718003038709742,0,-0.0278005676657855,0,0,0,0,0
X000858.SZ,0,0,0,0,0.124079211421054,0,0,0,0,0.174914411676106,0,0,0.0667681767464122,0,0,0.0614207759035403,0,0,0,0,0,0,0,0,0.0483910064817678,0,0,0,0,0.12568778158907,0,0,0,0,-0.0467234725173948,-0.0107623235644578,0,0,0.00132346508285495,0,8.67361737988404e-19,0.0675082123711062,0,0,0,0,0,0.025261793726416,0,0,0,-0.00422903537093638,0,0,0,0,0,0
X002304.SZ,0.0155821876597632,0,0,0.67926095360328,0,0,0,0,0,0,0.144763955850388,0,0,0,0,0,0,0,0,0,0,0,-0.0999401333490354,0,0,0.0316050643785857,0,0,0,0,0,0,0,-0.075261396433523,0,0,0,0,0,0,0,0,0,0,-0.158716847880238,0,0,0,0.0398114249468645,0,0.00729658166996215,0,0,0,0,0,0,0
X600276.SH,0,0.184111914374737,0,0,0,0,0,0,0,0.0147014820643465,0,0,0,0.103900635110828,0,0,0,0.0131503242803306,0,0,0,0,-0.0258280844402682,0,0,0,0,0,0,0,0,0.0391137226945889,-0.00537541012655185,0,-0.0468220687680783,0.0386528087386296,0,0,0,0,-0.0255142608182775,0,0,0,0,0.219050887821886,0,0,0,0,-0.0493075381104199,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103065167374348,0.0681003170040661,0,0,0,0,0.011934152994513,0.136221036481459,0,0,0,0,0.0985091788525062,0,0,0.0315727944454507,0,0.00346390610204127,0,0.0313673786208374,0,0,0,0,0,0,0,0,0,0,0.0260868455533832,0,0,0,-0.0037507437234135,0,0,0,0,0,0,0
X000625.SZ,0,0.0560620712711435,0,0.352981180006442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281271000411905,0.0610188454002424,0,0,-0.122219469649054,0,0,0,0,-0.183338524869529,0,0.333728248616097,0,0,0,0,0,0.0355484588104785,0,0,0,0,0,0,-0.0244492780493171,0,0,0,0,0.146960207463702,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.304785032228487,0,0,0,0.211109359094155,0,0,-0.333313544193333,0,0,0,0,0,0,0.0726175079550495,0,0.427866493628119,0.178951131185366,0.146839016856215,0,0,0,0,0,0,0,0,0,0,0,0.0436394968718881,0.0203847287482899,0,0,0,0,0,0.0173625706362507,0,0,0,0,0,0,-0.0239722709358767,0,0,-0.0514351221187985,0,0.0283191401403577,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309637306110171,0,0,0,0,0,-0.120017459483935,0,0,0,0,0.109696570373107,0,0,0.0558446802817943,0,0,0,0,0,0,0.347691921915192,0,0.153098273083509,0.011393038250046,0,0,0,0,0.0128540221718121,0,0,-0.00163602562508541,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.0540091889036962,0,0,0,0,0,0,0,0,0,0,0.100009810234881,0.177577033152022,0,0.072730025321998,0,0,0,0,0,0.0637954486131994,0,0,-0.00725083829078553,0,0,0,0,0,0,0,0,0,0,0.0401748106733538,0,0.0906869695535375,0,-0.0344203875898392,0,-0.0231903271349202,0,0,0,0,0,-0.0136530429678642,0,0,0,0,0,0,0
X600741.SH,0,0.0450114445202225,0,0,0,0,0,0,0,0.0567872084560661,0.0552514895578826,0,0.081885122398157,0,0,0,0,0.00690129973208897,0,0,0,0,0,0,0,0,0,0,0,0.10058792274379,0,0,0.127268462062547,0,0,0,0,0,0.0447955512317416,0,0.0752408583613038,0,0.0256579037905547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.315395762693581,0.0725209770767938,0.134889082749264,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.0887138983600128,0.0774392547381127,0,0,0,0,0,0.136448964187292,0,0.156561784211478,0,0,0,0,0.0217299180565347,0,0,0,0,-0.0858260775293277,0.240637334207691,0.0513414761366127,0,0,0,0,0
X600066.SH,0,0,0,0,0,0.0500472707783073,0,0,0,0,0,0,0,0,0,0,-0.0585619532802196,0,0.0793357779206253,0.0611844388957461,0.0264652903582997,-0.00852595201342809,0,0.130661260123668,0,0,0,0,0,0,0,0.123624993871027,0,0,0,0,0,0,-0.0258718081049755,0,-0.27523144314405,0,0,0.0915892831870001,0,0,0,0,0,0,0.0399526024480086,-0.108954789380318,0,0,0,0,0,0
X000100.SZ,0,0,0.0404518709616351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098517623808878,3.46944695195361e-18,0,0.0387718719779871,0,0.0996289330625688,0,0,0,0.0724625226756718,0,0,0,0,0,0,0,0,0.0421075805012993,0.0652121883878323,0,0.0486441202260631,0,0,0.0111742103860757,0.109922721319852,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187374464870906,0,0,0,0,0,0,0,0,0.13064603456328,0,0.208250431000343,-0.104533277128609,0,0.0962177592089933,0,-1.73472347597681e-18,0,0,0.0929089059828819,0,0,0.281334918186213,0,0,0,0,0.0501803408674387,-0.0914166167576468,0,0,0.222757294349091,0,0,0.0180450932504618,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141819495209851,0,0,0,0,0.0732138488141701,0,0.083662062348114,0.0237420754584573,0,0.00671610631467422,0,0,0,0,0,0,0.0751296071611514,0,0,0.0941554242591188,0,0,0,0,0,0,0,0,0,0,0.700965139186665,0.0392616017002553,0,0,0.0278657590562892,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0392727100049425,0.0727090215963092,0,0,0,0.258346643257787,0,0,0,0,0,0,0,0,0,0,0.0374293860659237,0,0.0629685503181408,0.448281361443291,0,0.317459840930672,0,0,0,-0.020281593685404,0.00338992672062136,0,0.0202168535189452,0,0,0,0,0.0458101403952559,0,0,0,0,0,0,0,0,0,0.00370839905979443,0,0,0,0,0,0,0
