,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600066.SH,X600741.SH,X600271.SH,X000100.SZ,X600118.SH,X002241.SZ,X002236.SZ,X600031.SH,X600372.SH,X002292.SZ,X000559.SZ,X600177.SH,X002074.SZ,X002506.SZ,X002475.SZ,X000157.SZ,X300003.SZ,X000338.SZ,X300124.SZ,X002456.SZ,X002085.SZ,X000050.SZ,X002007.SZ,X000869.SZ,X002426.SZ,X002294.SZ,X600867.SH,X002180.SZ,X002249.SZ,X600089.SH,X002508.SZ,X600435.SH,X002465.SZ,X600498.SH,X000981.SZ,X002179.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.463693643842342,0,0,0,0.333394909732052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131598643823905,0,0,0,0,0,0,-0.127748951958376,0.202461794979506,0,0.149590032529929,0,-0.108185042196774,0,0,0.0269396913000331,0,0,-0.0663462514716684,0,-0.161284828778932,-1.38777878078145e-17,0,0,0.189334262587656,0,-0.0384056861026563,0.0417457993012125,0,0,0,0,0,0
X600104.SH,0.0328238492823374,0,0,0.0658277639973054,0,0,0,0.0802219771646486,0,0,0,0,0,0.100298538421537,0.0337972132993375,0,0,0,0,0,0,0,0,0,0,-0.00844515306064899,0,0,0,0,0,0,0,0.0297892257710991,0.00682103146894077,0,3.46944695195361e-18,0,0,0.0472032987402253,0,0,0,0,0,0,0,0,0,0,0,0.0673107610014503,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591013140918724,0,0.0587740987173615,0,0.032581359393355,0,0,0,0.0781686455154623,0,0.0744281564151376,0,0,0,0.00988258821086686,0.0836382641555017,0,0,0.0960818053689412,0,0,0,0,0,0.089438170030978,0,0,0,0,0,0.00577976789280597,0,0,0,0.00912831204165094,0.0219985608572017,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0633685777495622,0,0,0,0,0.0132301931602545,0,0,0,0,0,0,0,0,0,0,0.0589920041775018,0,0,0,0,0.0267423170463116,0,0,0,0,0,0,0,0,0,0,0.0619227150026765,0,0,0,0,0,0,0.00222082743576438,0,0.172378883757759,0.106697139129193,0,0.130937773296562,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.38784265551921,0,0,0,0,0,0,0,0.239842746279957,0,0.0477785324166832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799541479570742,0,0,0,0.0338751805146058,-0.0637790360452455,0.0731643858978514,0,0,0,0,-0.0588219598350453,0,0,0,0,0,0,0,0,0.19717275734313,0,0.024033787195975,0.0453984402187651,0,0,0,0,0,0
X600276.SH,0,0,0,0.024461455336566,0,0,0,0,0,0.0811797549192062,0,0.0277575654501419,0.0406991099555339,0,0.0121080291920349,0,0,0,0,0,0.131465560972317,0,0,0,0.0647232043512683,0,0,0,0,0,0,0.019286907658787,-0.148405319502999,0,0,0,0,0,0,-0.0435011138015943,0,0,0,0,0,0,-0.00485768918160231,0,0.0589048391894025,0,-0.0171370419226194,0,0.0678479439203715,0,0,0.0244049643500789,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0379691254824139,0,0,0,0,0.292177345653877,0,0.0122356822693263,0,0,0,0,0.130505598357545,0,0,0,0,0,0,0.143228260470855,0,0.0430940652950499,0,0,0.0166340199200672,0,0,0,0,0,0,0,0,0,0.113408108247628,0,0,0,-0.0222459123383749,0,-0.0372003826667272,0.0161864729819704,0,0,0,0,0,0
X000625.SZ,0,0,0,0.108346828505401,0,0,0,0,0,0,0,0,0,0.548664364104794,0,0,0,0.211369782558161,0,0,0,0,-0.113807167437147,0,0,0.140531127662528,0,0,0,0,-0.085228377637663,0,0,0.0343330126327744,0,0,0,0,0,0,0.0674341202326882,0,0,0.0120166013009721,0,0,0,0,0,0,0,0.280643261162949,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0607407465302723,0,0,0,0,0,0.0630633445078149,0,0,0,0,0,0,0,0.117943045095899,0.1190174274812,0,0,0.0283527020274288,0.0487225875695775,0.0561823461775304,0,0,0,0,0,0,0,0.0468280082365959,0,0.0132071152567742,0.0140796753645485,0,0,0,0,0,0,0,0,0.0936028868651889,0,0,0.0444547063001667,0,0.0366874005057911,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.148293071468151,0.0147074031995168,0,0,0,0,0,0,0,-0.0191688686313981,0,0,0,0,0,0,0,0,0,0,0.0733095706519303,0,0,0,0,0,0,0,0,0,0,0.0772599363675821,0.0405608722868287,0,0,0,0,0.0127954386096576,0,0,0.0254738913338826,1.73472347597681e-18,0,0,0,0.130530054410654,0.1214719385842,0,0.00431998207917413,0.0287584833566727,0,0,0,0,0,0
