,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X000625.SZ,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002236.SZ,X002241.SZ,X600066.SH,X000338.SZ,X000100.SZ,X002456.SZ,X601877.SH,X002508.SZ,X300124.SZ,X600271.SH,X002085.SZ,X600089.SH,X600177.SH,X600118.SH,X000157.SZ,X300136.SZ,X002007.SZ,X300003.SZ,X600522.SH,X002008.SZ,X600372.SH,X002294.SZ,X000981.SZ,X600699.SH,X600867.SH,X600487.SH,X600809.SH,X600566.SH,X000066.SZ,X002074.SZ,X300115.SZ,X002180.SZ,X000559.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.1213624015223,0,0.118799100332669,0,0,0,0,0.212901118441968,0,0,-0.0880204054574398,0.0445090947132927,0,0,0,0,0.072460785438641,0,0,-0.0385482705136273,0,0,0.0789248853787299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12233340716557,0.00740178745016078,0,0,0,0.031862885762008,0,0,0,0,0.00205421258919483,0,0,0,0,0,0
X600104.SH,0,0,-0.0673215282375767,0,0,0,0.0693727936946126,-1.73472347597681e-18,0.155792978881971,0,0,0.312598023778384,0,0.326681336887284,0,0,-0.0227211542058878,0,0,0,0,0,0,0.0319651872325981,0,0,-0.158904400871432,0,0,0,0,-0.0732913299469556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15678874764758,-0.00625878973601842,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.114460389379278,0,-0.0422738208389635,0,0,0,-0.0591733858995206,0,0,0,0.431557681053487,0,0,0,0,0.000461790286900554,0,0.261408834913316,0,0,0,0,0,0,-0.00514225098099334,0.04887095578879,0,0,0,-0.106149075532829,1.0842021724855e-19,0,0,1.38777878078145e-17,0.0781642711781083,0,0,0,0,-0.144584330375947,0,-0.0410064857427621,0,-0.136834000501437,-0.0105263581212323,0.00767945466130137,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0948381817135737,0,0,0,0,0,0.168917159449445,0.0827655606898979,0,0,0,0.00803799993972361,0,0.0141991637695779,0,0,0,0,0.105352495510385,0,0,-0.0301054881560763,0,0,0,0,0,0,0,0,0,-0.0376416255839853,0,0,0,-0.0894832959814,0,0.0888385390740061,0,0,0,0,0,0,0,0.023084365356849,-0.00396827054846173,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0401789416534942,0,0.408250797836268,0,0,0,0.021843663855744,0,0,0.124194354866218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274901406210319,0,0,0,0,0,0.119697060817567,0.122146965230217,0,-0.0224856443773453,0,-0.0177059745301735,0,0,0,0,-0.000169786833956407,0,0,0,0,0,0
X000725.SZ,0,0,0,0.142917977071589,0,0,0,0,0,0,0,0.130719009148681,0,0.105837006450423,-0.350188188095139,0.151734206547434,0,0,0,0,0,0,0,0,0.0504305389076798,0,0,3.46944695195361e-18,0,0,0,0,0,0.172454144098678,0,0,0,0,0,0,0.226563433643388,0,0,0.0691099112002242,0,0,0.171312241077241,0.0475077198946943,0,0,-0.0659305715608099,0.055352976057129,0,0,0,0,0,0
X600276.SH,0,0,0.0405187934701202,0.171249348270213,0,0,0,-1.0842021724855e-19,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279998268669709,-0.0152715511997313,0,0,0,0,0,0,-0.023045342127826,0,0,0,0,-3.46944695195361e-18,-0.0093766577857368,0,0,0,0.0642960733745849,0.0710287752579184,0,-0.0784083205008042,-0.0339062941175274,-0.0983102650148685,0,0,0,0.00377482434425559,0.0076764353270061,0,0,0,0,0,0
X002304.SZ,0,0.728933969428747,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.493097793885153,-0.301982380668304,0.112483589066152,0,0,0,0,0,0,0.0799362850065262,0,0,0,0,0,0,0,0,0,0,0.644046002572896,0,8.67361737988404e-19,0,0,0,0,0,0,0.0345792644147806,0,0,0,-0.00697887180637006,0,0,0,0.0597836279399471,0.0368669232649999,0.0432167350649293,0,0,0,0,0
X600690.SH,0,0.103497447573742,0,0,0,0,0,0.161094493205863,0,0,0,0,0,0.0204817120582634,0,0,0,0,0,0.0235687061604123,3.46944695195361e-18,0,0,0,0.00628685975622412,0,-0.0116794563493275,0,0,0,0,0,0,0,0,0.0226383042037736,0.0100990316249891,0,0,0,0,0,0.119374904697713,-0.0146803904035682,-0.0903252492872917,0.0254473610027446,0.0713250139454904,0,0,0,0,-0.00773560228267485,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.092544604200985,0.0293213651505189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099124310827584,0,-0.124511701985282,0,0,0,0,0,0,0,0.0978381466393211,0,0,0,0,0,0,0.0342963478270889,-0.0143182360653545,-0.126236626843738,0,0,0.0830456404197734,0,0,0,-0.000748007773056814,-0.00922622462978091,0,0,0,0,0,0
