,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000625.SZ,X000063.SZ,X002292.SZ,X600703.SH,X600690.SH,X002506.SZ,X000100.SZ,X002241.SZ,X600271.SH,X000559.SZ,X600118.SH,X600031.SH,X600066.SH,X600741.SH,X002236.SZ,X600372.SH,X000157.SZ,X002475.SZ,X000338.SZ,X600089.SH,X300124.SZ,X000568.SZ,X002049.SZ,X600177.SH,X002465.SZ,X601877.SH,X000977.SZ,X300003.SZ,X002456.SZ,X002129.SZ,X002294.SZ,X002074.SZ,X000869.SZ,X600867.SH,X600582.SH,X002426.SZ,X300001.SZ,X600498.SH,X002085.SZ,X002276.SZ,X000547.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0384746400156286,0,0.0571477492468683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248064865147434,0,0,-0.0676139910662812,0,0.0436076482322068,0,0,0,0,0,-0.00913213877597965,0,0,0,0.00655616267515125,0,0,0,-0.00493469238017478,0.0114673298972733,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.220854936034423,0,0,0,0,0,0,0.106685045209807,0,0,0,0,0,0,0,0.0678033653476448,0.0216009168532491,0,0,0,0,0,0,0,0,0,0,-0.0766401234015186,8.67361737988404e-19,0,0,0,0.0603900778663031,0,0,0,0,0,-0.0396612257123635,0,0,0,0.00150378521445884,0.0201332165669211,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059044238942538,0,0,0,0,0.0283610176016968,0,0,0,0,0.178316234920097,0,0,0,0.331503732953661,0.060097386935683,0,0,0,0,0,0,0,0.0500609205398235,0,0,0,0,0.0304454691510195,0,0,0.0256705134357409,0,0,0,0,0,0,-0.018196298476266,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.202934143851674,0,0,0,0.015595818852906,0,0,0,-0.00102841430122462,0.134779288740687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327566791795556,0,0,0,0,0,0.0366727356147999,0,-0.0880190538122506,0,0,0,0,0,0,-0.00590668392956128,0,-0.0230094846460079,0,0.00604727385074664,0.0280132595198318,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0518815827724444,0,0.00772481400885724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046459348740852,0,0.0359164540495847,0.206147976757887,0,0,0,0,0.0600626673914481,0.085680141031802,0,0,0,0,0,0,0.0212973761771029,0,0,0,0.0143455062615769,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0797773568553934,0,0,0,0,0,0,0,0,0.108893742442114,0,0,0,0,-0.0676690100175742,0,0,0,0,0.0329255805902751,0.189567627149026,-0.0205053435070298,0,0,0,-0.0449376653307456,0.00249272222977721,0,0,0.124590964439244,0,0,0,0,0,0,0,0,0,0.0343463026946913,0,0.0181425710748693,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.103746334125889,0,0,0.0231095423264576,0,0,0,-0.015683967083689,0.0196245247118755,0,0.221035501581494,0,-0.0399649487119648,0,0,0,0,0,0,0,-0.0349291482062026,0,0,0,0,-0.0487371882359246,0,0,0,0.0485365765187597,0.0908735061648683,-0.0471999931845693,0,0,0,0,0,0.106727089661304,0.0792256937668017,0,0.00730654402964974,-0.0214930925504567,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0570477898890129,0,0.0689275458258319,0,0,0,0,0,0,-0.0273344269783488,0,0.0694044268516538,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260910332032009,0,-0.109687757449772,0,0.0352635681971072,0,0,0,0,-0.0924688488262364,0.0284332565730403,0,0,0,-0.0472437599693136,0,0.0201438083151781,0,0.133194628016338,-0.0895520724311521,-0.0174027534251429,0.0104128729375811,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0372277356943148,0,0,0,0,0,0,0.270947526446363,0.0305375743243203,0,0,0,0,0.0568333136063052,0,0,0,0,0,0,0,0.130930965339274,0,0,0.00937363596114557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375904608246601,0,0.0104337773885557,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724783373945549,0,0,0,0,0,0,0,0,0,0,0,0,0.188220926108815,0,0,0.144145471470724,0,0,0.038160050121878,0,0,0.0316448015803139,0,0,0,0,0.0372611811060031,0,0,0.0997916241306915,0,0,0.032199045171605,0,0.0215025667866122,-0.00350921961114068,0,0,0,0,0,0
