,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000625.SZ,X000858.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X000100.SZ,X000338.SZ,X000157.SZ,X600372.SH,X600703.SH,X600089.SH,X600741.SH,X002241.SZ,X600271.SH,X002129.SZ,X600066.SH,X600582.SH,X002236.SZ,X601877.SH,X600177.SH,X600118.SH,X000623.SZ,X002475.SZ,X000550.SZ,X000568.SZ,X000581.SZ,X000559.SZ,X300124.SZ,X002294.SZ,X000869.SZ,X000800.SZ,X300146.SZ,X000050.SZ,X300003.SZ,X002456.SZ,X600839.SH,X000977.SZ,X000400.SZ,X600060.SH,X002465.SZ,X600166.SH,X002292.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.161237734257025,0,0,0,0,0.0361669896748753,0,0.105764277936875,0,0.0448438414152766,0,0,0,0,0.00755584400053276,0,0.230881017651412,0,0.0290590444824317,0,0.174273433043219,0,0,0,0.0158175988062304,0,0.0239994875587376,0,0,0,0,0,0,0,0,0,0,0,0,-0.0485427292361816,0,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.0101848311884881,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0,0.167470466967701,0,0.228490804018339,0,0,0,0.0407974657651932,0,0,0.0275714231821955,0,0,0,0,0,0.0374359692997622,0.0611757674837055,-0.0428081815699562,0,-0.00835068994043574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201783292133375,0,-0.0340184770964364,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0187098632948008,0,0,0,0,0,0,0,0,0.258204425047474,0,0.0816405323083605,0,0,0,0,0,0,0.0319421845091611,0,0.117017077930751,0,0.0276560877249778,0.211204891751313,0.214894982745344,0,0.0639647131877535,0,0,0,0,0,0,0,0.0386435715769787,0.183530507815914,0,0.0152955328767716,0,0,0,0,0,0.0750141442814158,0,0,-0.0141890442063055,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.104120797165489,0,0,0,0.0411916300206926,0.0979513701668018,0,0,0.141441484821566,0,0,0,0.21133658689358,0,0,0,0,0,0,0,0,0,0,0.019829846249585,0,0.0650135680827931,0,0,-0.00664120211414903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489191247358563,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.100007147223896,0,0,0,0,0.0303687716861458,0.117355617760328,0,0,0,0.0365708821220908,0,0.0932422166361133,0,-0.15498601502878,0,-3.46944695195361e-18,0,0.254132536826106,0,0,0,0.174854165453649,0,0,0.177843006897366,0,0,0,0,0,0,0.129123783882051,0,0,0,0,0,0,0.0334730379803614,-0.0217835544604982,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.277518988730741,0,0.0757445841978583,0,0,0.116761140132101,0,0,0,0,0,0,0,-0.120140285163957,0,0.0617459749715795,0,0.111902754399121,0,0.176187724052833,0,0,0,0,0,0,0,-0.0056229510714759,-0.0154174581509454,0.24061059659025,3.46944695195361e-18,0,0,0,-0.0814553780694212,0,0,0,0,0,0,0,0,0,0.0448312849533909,-0.0158267904789681,0,0,0,0,0,0
X000625.SZ,0,0,-4.33680868994202e-19,0.117349625194177,0,0,0,0,0,0.152493343945615,0,0,0,0,0,0,0,0,0.267606441844475,0,-0.000981131737765442,0.0755899705083648,0,-0.0611726708145417,0,0.00349135217595641,-0.0716216860704797,0,0,0,0,0,0,0,0.0150680989720595,0,0,0,0,0.0411215604295537,0,0,0,0,0,0,0,0,0,0,0,0.0308291225433857,0.0315822502627856,0,0.257031372362258,0,0,0,0
X000858.SZ,0,0,0.0973536067320194,0,0,0,0,0,0,0.0286773549304593,0.154505307688925,0.169417056797965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103544536071346,0,0,0,0,0.0673348969052859,0,0,0,0,0.047370579304458,0.0461344887258451,0,0,0,0,0.0773880506225695,0,0,0,0,0,0,0,0,0.0423903237528858,0.00015810297662925,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740073798679151,0,0,0,0,0,0.251605045569655,0,0,-0.0896520435263308,0,0.0181633641274885,0,0,0,0,0,0,0,0,0.0993573175784017,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0175311541602289,0,0,0,0,0,0.0195139630249797,-0.023922021004191,0,0,0,0,0,0
X000063.SZ,0,0.143790054059026,0,0,0,0.0310635353516887,0,0,0,0,0,0.0915455754978679,0.0522031275330917,0.102958512829773,0,0,0,0.0926448837992499,0,0,0.0225609184983015,0,0,0,0.0922751345423071,0,0.0966609808904567,0,0.216347947144474,0,0,0,0.0107591982594935,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0433059357971086,0,0,0,0,-0.00345848172968767,0,0,0,0,0,0,0
X600690.SH,0.189985655352786,0,0.160143594853043,0,0,0,0,0,0,0,0,0,0.0725638918828819,0,0,0,0,0,0,0,0,0,0,0,0.104202925423016,0,0.136142230334455,0,0,0,0,0,0.0809906655962961,0.0319935412301647,0,0,0,0.12694958204875,0,-0.00915340158174298,0,0,0,0,0,0.064180954639432,0,0,0,0,0,-0.0346436991100199,-0.00852898132403235,0,0,0,0,0,0
X600031.SH,0.196596341174551,0,0,0,0,0,0,0.140457813767228,0,0.0198048386170135,0,0,0,0.0748741830663811,0.467337057303468,0,0,0,0,0,0,0,0,0,0,0,0.0742264273090295,0,0.0118965058839815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0.1875908672466,0,0,0,0,0,0,0,0,0.0322837135025382,0,0.0613265854981742,0,0,0,0,0,0,0,0,0,0,0,0.198265609608414,0,0,0.0412137481400153,0,0,0,0,0,0.00651283551106191,0.0360480865802387,0,0,0,0.0351845957291106,0,0,0,0,0,0,0,0.295821231566441,0,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0.0050433070487622,0,0,0,0,0,0,0.066370687063224,0.0615071594394047,0,0.00365606025648251,0,0.543966842403987,0,0.00247820016512753,0,0,0,0.0506738703034819,0,0,0,0,0,0,0,0.0456768278434984,0,0,0,0.0289336518813331,0,0,0,0,0,0,-0.0618993183601016,0,0.0560991899503073,0,0,0,0,0,0.191893556167174,0,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0.0163058912447841,0,0,0,0,0,0,0.00793553086034726,0,0.241706672583269,0,0.329941702604081,0,0,0,0,0,0,0,0,0,0,0,0,0.0343050649769947,0,0,0,0,0.193995790175761,0,0,0,0,0,0,0,0,0,0,0,-0.0344374454307528,0,0.0762177815577987,0,0,0,0,0,-0.0171996941582324,0.0311252346675028,0,0,0,0,0,0
X600372.SH,0,0,0.113177953637062,0,0.084456132473161,0,0,0.0342106461806187,0,0,0,0.0803753085976367,-8.67361737988404e-19,0,0,0,1.73472347597681e-18,0,0,0,0,0.0208390955715067,0,0,0,0.0736709951849984,0,0.173927648259572,0,0.0916260329407788,0.00527230620737927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274715804488805,0,0,0,0,0,0,0
