,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X000625.SZ,X300124.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X000661.SZ,X000157.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X000800.SZ,X002007.SZ,X002074.SZ,X600183.SH,X601799.SH,X002463.SZ,X600418.SH,X002180.SZ,X300142.SZ,X000733.SZ,X000066.SZ,X002028.SZ,X600702.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.227821583227651,0,0,0,0,0.181548398098717,0.00705884393137041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736639385140193,0,0.0743337422606648,0,0,0,0,0.515997907624413,0,-0.138169139413288,0,0,0,0,0,0.0558265294439664,0,0
X000858.SZ,0.0501014178708875,0,0,0.0911751057804654,0,0,0,0,0,0,0,0.123950799403928,0,0,0,0,0,-0.0497620870548597,0,0,0,0,0.00865056723149941,0,0,0,0,0,-0.17790339986153,0,0.0643541308350301,0,0,0,0,0,0,0,0,0,0,-0.0834451087141649,0,0,0.107197101951118,0.0208485320725612,0,0,0,0.255638461853281,0,0,-0.0263358507724442,0,0,0,0,0,0
X002415.SZ,0,0,0,0,-0.0434917971267004,0,0,0,0,0,0,0,0,0,0,0,0.0984529739429337,0,0,0,0,0,0,0.0690406671512669,0,0,0.193670863387853,0,0,0.0363563783881127,0,0,0,0,0.0849403649644078,0,0,0,0,0,0,0,0.0298762506308016,-2.16840434497101e-19,0,-0.107171404317443,-0.0117751336708812,0,0.0107820376664499,0.0643716827781857,0.102519682210362,0.0088930943265085,-8.67361737988404e-19,0,0,0,-0.021256428315333,0,0
X000568.SZ,0.516668540590261,0,0,0,0,0.32131631569785,0,0,0,0,0,0,0.152512141756182,0,0.0594968688222428,0.155202551053253,0,0,0,0,0,0,0,0,-0.00260912835782869,0,0,0,0,0,0,0,-0.00230188692786488,0,0,0,0,0,0,0,0,0,0,-0.0133900508118403,0,0,0,0,0,0,0,0,0.00762528776918016,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.092030376662977,0.0673229019600237,0,0.360711447769296,0,0,0.00307778623658719,0,0,0,-0.0746637895527259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230302943106271,0,0,0,-0.0821292806233986,0,0,0,0,0,0,0.019695659239538,0,0,0.121809848714753,0,0,0,0,-0.0221593035581591,0.038340833101591,-0.00265570571482115,0.00461186244662579,0,0.0376924428961617,0,0,0,0
X600809.SH,0.218718093616335,0,0,0.376038566037797,0.0777869661863936,0,0.0202040282766353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172102156864326,0,0,0.0643761249725162,0,0,0,0,0,0,-0.0363209349002435,-0.0144620247603407,0,-0.0320327565318972,-0.12337465893801,0.0460636235548744,0.0556788723578498,0.0233078427846119,0,0,0.152682182678516,0,0,0,0,0.0229522421065455,-0.0373470770643284,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0549848020041619,0.342749433101721,0,0,0,0,0,0,0,0,0,0,0,0.189485505609406,0,0,0,0,0,0,0,0,0.0330679105859302,0,0,0,0,0,0,0,-0.127409738818168,0,0,0.107233479562342,0,0,0,0,0.365485526054961,-1.73472347597681e-18,0,0,0.032789584077416,0.11630868837549,0,0.0349206738446908,0,-0.113190154321811,0.143395869485777,0,0,0,-0.307544637208494,0,0
X600690.SH,0,0,0,0,-3.46944695195361e-18,0.0514107513724971,0,0,0,0,0,0.046508791398834,0,0,0,0.120908069095184,0,0,0.150527262705084,0,0,0,0,0,0,0,0,0,0,0.00149485848396322,0.0383510766488201,0,0,0,0,0,0,0,0,0,0.0758972805514351,0,0.0226608871064371,0,0,0,0,0,0,0,0,0.000107221384572722,0.013161627645163,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.151886165070254,0,0.0666458310222533,0,0,0,0,0,0.220182105103967,0,0,0,0,0,0.0531598897212213,0.112011485191827,0,-0.155409662669775,0,0,-0.128165012137693,0,-0.0778673508685461,0,-0.0919876411152172,0,0.100906753363813,0,0,0,0,0,0.0984060356188396,0.00878429464232505,0,0,0,0,0,0,0,0.0735536849047588,0,-0.0608944694612002,0,0,0,0.0302817190896235,-0.0651666864592962,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0713133838759119,0,0,0,0,0,0.125762347850518,0,0,0.0962482985975583,0,0,0,0,0,0,0,0,0,0,0,-0.125296778485922,0,0.0367234779327057,0,0,0,0,0,-0.008337717510992,0,0,-0.0147254939492591,0,0,0,0,0,0.293501593196909,0,0,-0.0384313359843481,0,0,0,0,0,0
X600104.SH,0.0857526363487535,0,0,0,0,0,0,0.0598729114673583,0,0,0,0.165573276871226,0.0195675793659077,0,0,0,0,-0.0349104983134453,0.122816753352843,0,0,0,0,0,0,0,0,0,0,0.0406433806000722,0,0,-0.0817813899855312,0,0,0,0,0.0762078527701136,0,0.059359840170659,0,0.0197749478531259,-0.016011216357008,0.0249064225653156,0,0,0,0,0,0,0,0.00814089762104206,-0.00229494978040004,0,0,0,0,0,0
X000625.SZ,0,0.11440857545023,0,0,0.0173535935926414,0,0,0,0,0.0530575106089196,0,0,0,-0.124031930797094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00963388565958199,0.258704500597202,0,0.624836637812398,0,0,0,0,0,0,0,0.372602011770232,0,0,0,0,0,0,0,-0.00122571170585686,0,-0.257891444328537,0,0,0,0,0
X300124.SZ,0,0,0,0,-1.73472347597681e-18,0,0.00110174079002555,0,0.207340279898331,0,0,0,0,0,0,0,-0.219760931859277,0,0.279660422307703,0,0,0,0,0,0,0,0.0351557663086465,0,0,0,0,0,0.062440012865946,0,0,0,0,-0.0376523506439052,0,0,0,0,0,-0.0159201136993412,0.0427141640245271,0,0,0,0,0,0,-0.0208298650513178,0.0392320998534477,0.0818959707053937,0,0,0,0,0
