,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X600031.SH,X000725.SZ,X002304.SZ,X000568.SZ,X000338.SZ,X000661.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X600741.SH,X002007.SZ,X600183.SH,X000100.SZ,X002371.SZ,X000977.SZ,X300014.SZ,X002241.SZ,X000596.SZ,X000625.SZ,X601877.SH,X002236.SZ,X300142.SZ,X600498.SH,X002463.SZ,X000157.SZ,X002129.SZ,X300124.SZ,X002456.SZ,X600271.SH,X000066.SZ,X300136.SZ,X002179.SZ,X600487.SH,X600584.SH,X600118.SH,X002223.SZ,X600522.SH,X002414.SZ,X600177.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.277218312543116,0.219258868562118,0,0,0,0,0,0,0,0,0,0,0,-0.0524141589409958,0,0,0.196802289998407,0,0,0,-8.67361737988404e-19,0,0,0,0.131266718641129,0,0.0717356037123102,0,0,-0.206430612406862,0.117377908918292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0401533298866479,-0.0113699898454381,0,0,0,-0.00884842321713143,0,0
X000858.SZ,0.015518091309385,0,0,0,0,0.0641910656491903,0,0,0,0.0687590754918561,0,0,0.387967798031349,0,0.102573463858167,0,0,0,0,0,0,0,0,0,0,0.0060519565341833,0,0.194243479586401,0.0548865412003178,0,0,0,0.00182240812663039,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0123182012647687,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461931476350861,0,0.0954717576037198,0,0.146476095539125,0,0,0.00344122304875437,0,0,0,0,0.00918000309127133,0.0931494354674199,0,0,0,0,0,-0.00929932637000895,0,0,0,0,0,0,0,0,0,0,0,0.0360230379061056,0,0,0,0,0,0,-0.00851081158758758,-0.00357882284427614,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0397072289567838,0,0,0,0,0,0,0.2397417252591,0.178414922797933,0,0,0,0,0,0,0,0,0,0,0.00726758533801673,0,0,0.0258970323951555,0,0,0,0.182777760367019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130667730419584,0,0,0,0,0,0
X002415.SZ,0,0.150204003766162,0,0,0,0,0.173997711438806,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0679869378635282,0.152548630263114,0,0.146275059619876,0,0.0350328767538468,0,0,0,0,0,0.0497003318554542,0,0.0473306993637696,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0.00672650710050433,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.555047994976158,0.0721409561999717,0.0157703773039967,0,0.0349227743054912,0,0,0,0,0,0,0,0,0,0,0,0.0136563510331688,0.0359550334975141,0,0,0,0,0,0,0.0802587794632154,0,0,0,0.00993856636792682,0,0,0,0,0,0,0,0,0,0,0.150123757661202,-0.0526016322070622,0.0409300352557291,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.203240159006759,0,0,0,0,0,0,0,0,0.0705290968620398,0,0,0,0,0,0.227597861948765,0,0,0,0,0,3.46944695195361e-18,0.360806313298451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126927608507837,0,0,-6.93889390390723e-18,0,0.0438795735007191,0,0,0,0,0,0,0.0116845960779839,0,0,0,0.00912411935538821,0,0
X000063.SZ,0,0,0,0,0,0,0.126414743187365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665740229499133,0,-0.0804410274750329,0,0.222511614844931,0,0.0518375824973604,0.062856558808516,0,0,0,0.518260254560143,0,0,0,0,0,0,0,0.0832801427251049,0,0,0,0.0202270232193785,0,-0.210447973600952,0.00818458433007278,0,0,0,0,0.0478471336433233,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0148086956475384,0,0,0,0,0,0,0,0.121757479444483,0,0,0,0,0,0,0,0,0,0,0,0,0.130531841895672,0,0,0,0,0,0,0,0,0,0,0,0.127430530859827,0,0,0,0.131488677842362,0,0,0.190268204157511,0,0,0,0,0.0656928276398325,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0274324440359301,0.0403241626933565,0,0,0,0,0,0,0.11241431164472,0.0354547582085655,0,0,0,0,0,0,0,0,0,0,0.0401863529146543,0,0.086712196174051,0.0953425714366515,0,0,0,0,0,0.404811619440235,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106611395215718,0,0.0314657938084655,0,0,0,0,0,0.453867241347927,0,0,0.0391141229895228,0,0,0,0,0.023858919847155,0,0.00756749159017154,0,0,0,0,0,0,0,0.11797010929995,0,0,0,0.0175748254509959,0,0.0261627043041444,0,0,0,0,0.0221171040521872,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.178844488452476,0.108781285657435,0.122947211541655,0,0,0,0,0,0,0,0,0.105634809985375,0,0,0,0.156817617063332,0.108476376114774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015835322863298,0,0,0,0,0,0,0
