,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X600104.SH,X300014.SZ,X600690.SH,X000725.SZ,X600031.SH,X300124.SZ,X002371.SZ,X000625.SZ,X000063.SZ,X000661.SZ,X000338.SZ,X600703.SH,X002241.SZ,X003816.SZ,X002129.SZ,X000596.SZ,X000100.SZ,X300142.SZ,X002049.SZ,X002179.SZ,X600460.SH,X000799.SZ,X600741.SH,X600584.SH,X000157.SZ,X601877.SH,X002007.SZ,X600702.SH,X002414.SZ,X601799.SH,X600779.SH,X002074.SZ,X002236.SZ,X600183.SH,X300003.SZ,X000800.SZ,X600884.SH,X600089.SH,X300146.SZ,X002508.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.144809444665968,0.243460468092936,0,0,0,0,0,0,0,0,0.00217505888567352,0.013407840902452,0,0,0,0,0,0,0,0.0134087839119637,0,0,0,0,-0.0281066823897612,0,0,0,0,0,0,0.0930182006929828,0,0,0,0,0,0,0,0,0,0,0,-0.0891365679668428,0,0,-1.35525271560688e-20,0.00374649619676266,0,0,0,0,0,0
X000858.SZ,0,0,0,0.13191198328443,0,0.35670632974224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.0537762796777171,0.111895155935193,0,0,0,0,0,0,-0.104528287789644,0,0,0.122605925411643,0,0,0,0,-0.0303791819598941,0,0.215030157239216,0,0,0,0,-0.025817123217882,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0722681602646467,0,0,0,0,0,0,0.0328133412332581,0.146671479690498,0,0.0294805914066451,0,0,0.115129591774347,0,0,0,0,0,0,0,0,0,0,0,0.00774437750810607,0,0.0551053811448984,0,0,0,0.0833013198190371,0,0,0,0.148368123384662,0,0,0,0,0,0,0.00160790589718816,0,0,0,0.0632643093230768,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,-0.0294706764914389,0,0,0,0.00250868074748951,0,0,0,0,0,0.161184641235021,0,0,0.215301019493917,0,0,0,0,0,0,0,0,0.109413640951491,0,-0.147471989521545,-0.0063735384451378,0,0,0,0,0,0,0.00339747632079824,0,0,-0.289118120165825,0,0,0,0,0,0,0,0,0,0,0,0.0606457586520927,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,-0.218850157885666,0.163472104613849,0,0,0,0,0,0.150406133851022,0,0,0,0.0199555135505059,0,0,0,0,-0.14434370467825,0,0,0,0,0,-0.0329326618479092,0.475587775801481,0,0,0,0,0,0,0,0,0.0717254496762772,0,0,0,0,0,0,0,0,0,-0.00181718904618054,0,0,0.0769974197605365,0,0,0,0,0,0
X000568.SZ,0,0.754372968660993,0,0,0.0347624268155943,0,0,0,0.0345263856793953,-0.228720533929097,0,0,0,0,0,0,-0.00160849952084118,0,0,0,0,0,0,0,0.172201116381182,0,0,0.00533918348081687,0,0,0,0,0.0695705016804171,0,0,0,0,0,0.00753602761895803,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.0178319552768685,0,0,0,-0.0283511709929941,0,0
X002475.SZ,0.235411380963999,0,0,0,0,0,0,0,0.0218117265650474,0,0.15127145085336,0,0,0,0,0,0,0,0,0,0.0707042711381646,0,0,0,-0.0456386821927429,0,0,0,0,0.00394339723788978,0,0,0,0,0,0,3.46944695195361e-18,0,0.0302192718715229,0,0,0,0,0,0,0,0,0,0,0.00748842715563727,0,0.0357353131053539,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0228678558468277,0.130870858628332,0,0,0,0,0.0315204067145488,0.140071967731009,0.0379305443359293,0,0,0,0,-0.0342982442847515,-0.0596361336193213,0,-0.0432720013479837,0,-0.0554745775264481,0,0,0.0848146026645088,0,0,0,-0.0416843111156513,0.0889111949072913,0,0,0,0,0,0,0,0,0,0.0363201550997136,0,0,-0.00284931215971497,0,0,0.0669845774685407,0,0,0,-0.0580207214293758,0,0
X002304.SZ,0,0,0,0,0.301525601718103,0.0786373770034803,0,0,0,0,-0.246087186633364,0,0,0,0,0,0,0.249206686932748,0,0,0.371489803064655,0,0,0,0,0,0,0,0.200833005613976,0,0,0,0,0,0,0.0108066081730797,0,0,0,0,0.0260693509255466,0,0,0,0,0,0,0.0564830660579847,0,0.0577252118741358,0,-0.266611905010033,0.131622739912823,0,0,0,0.0453547304240921,0,0
X600104.SH,0,0,0,0,0,0,0.0143905864051526,0,0,0,0.0180610125082904,0,0,0.0814687054727535,0.0263374650857739,0.00358263234095051,0.0679658002918742,0,0,0,0,0,0,0,-0.0242015294871669,0.0892379604088236,0.131952198317511,0,0,0,-0.0645417071040724,0,0,0,0,0,0.0741403084694883,0,0,0,0,0,0,0,0.0166691147346915,5.76323549746358e-05,0,0,0,0,0,0.0947395575550773,0,0,0,0,0,0,0
