,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X002475.SZ,X600741.SH,X002241.SZ,X000338.SZ,X000625.SZ,X002456.SZ,X600031.SH,X600066.SH,X002008.SZ,X601877.SH,X000100.SZ,X600487.SH,X600809.SH,X300124.SZ,X300136.SZ,X002508.SZ,X300003.SZ,X600522.SH,X002294.SZ,X600089.SH,X002085.SZ,X600867.SH,X600699.SH,X000596.SZ,X600498.SH,X600271.SH,X600177.SH,X000157.SZ,X000050.SZ,X600566.SH,X600118.SH,X000559.SZ,X600584.SH,X002180.SZ,X300142.SZ,X000661.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.350772968829158,0,0,0.143756805968574,0.129215100083442,0,-8.67361737988404e-19,0,0,-0.107354513639613,0,0,0,0,0,0,0,-0.0804333628467358,0,0,0,0,0,0,0,0,0,0.0468265285346562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106459425408117,-0.0234690558462212,0,-0.023467633895831,0,0,0,0,0.0271855421958358,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0438062606056486,0,0,0,0,0,0,0,0.0866499812076643,0.312136420907601,0,-0.186454582103829,0,0,0,0,0,0,0,-0.00687991804099053,0,0,0,0,0,0,-0.118010376503244,0,0,0,0,0,-0.00134608258803726,0,0,0,0,0,0,0,-0.0276115795231239,0.0405171802853296,0,0,0,0,-0.0495671013774792,0.0563330537208402,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,-0.00680232311990434,0,0,0.143487358805722,0,0,0.0349257629641359,0,0,0,0,0,0.102057325815688,0,0,0,0,0.106028417258411,0.102342043301378,0.0486454624747039,0.028601300386057,0,0,0,0,0.0514077200675207,0,8.44756858151842e-05,0,0,0,0,0,0,0,0,0,0.0704602476076456,0,0,0.0190333597409754,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,-0.0151176747377256,0,0,0,0,0.126153809801552,0,0,0,0.315225154226757,0,0,0,0,0,0,0.0102779840866283,0,0,0.0658924410259461,0,0,0,0.202126859469422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102415046250368,0.0483338946078969,0,0,0,0,0,-0.0284155564572125,0.00719521252641963,0,0,0,0,0,0
X000651.SZ,0,0,-0.096148200528916,0.116714610597151,0,0,0,0,0,0,0,0,0.0938632492099086,0,0,0,-0.117062253397506,0,0.00854869123618043,0.0922321880069763,0,0,0,0,0,0.0313020585373413,0,0,0.0554946163441087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281591633904799,0,0,0,0,0.00538594547917548,0.00166995699002109,-0.0293523160187262,0,0,0,0,0
X000725.SZ,0,0,0.0435886626379183,0,0,0,0,-0.0864754721828318,0.16202273764988,0,0,0,0,0.039532319330796,0,0,0,0,0,0,0,-0.0998940599289204,0.297138356812191,0,0,0,0,0.149102510912218,0,0,0,0,0,0,0.221732804204115,0,0,0,0,0,0,0.123655025389911,0,0,0,0,-0.126857053429164,0,0,0,0,-0.0416253482013199,0.0701222635845567,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0251184368657252,0,0.151425332918623,0,0,0,0,0,0,0,0,-0.063026785542949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115751796979699,0,0.136499508502542,0,0,0,0.0866930636493187,0,0,0,-0.0435590784361588,0,0.0176383937378142,0,0,0,-0.0231466962731169,0.0169845701208547,0,0,0,0,0,0
X002304.SZ,0.134968064836794,0,-0.00859998806856968,0.253023070601986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196457489385146,0,-0.0608098008958222,0,0,0,0.0925610622047711,0,0,0,0,0,0,0,0.0259700231958204,0,0,0,-0.043489037701386,-0.0773084464319676,0,0,0,0,-0.07134431798196,0.056905029157654,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.353297293135413,-0.122126984312718,-0.184657765085933,0,0,0,0,0.186259725318991,0,-3.46944695195361e-18,-0.0872431970886863,0.100099748683912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979873132884823,0,0,0,0.134985022089239,0,0,0,0,0,-0.0648536770800695,0.082948861791273,0,0,0,0,0,0
X600703.SH,0,0.117785086507802,0,0,0,0.0535634244152944,0.202771867716672,-0.139068880309252,0,0,0.114615646048681,0,0,0,0,0,0,0,0,0,0,0,-0.361925857705157,0,0,0,0,0,0,0,0,0,0,0,0,0.159903312195239,0,0.0501069209726372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00948350207646826,-0.00874700389114507,0,0,0,0,0,0
