,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000063.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X600031.SH,X600276.SH,X600690.SH,X600118.SH,X000100.SZ,X600271.SH,X600372.SH,X002129.SZ,X600703.SH,X000338.SZ,X000157.SZ,X600089.SH,X002241.SZ,X600741.SH,X600177.SH,X002236.SZ,X600066.SH,X600582.SH,X600060.SH,X002292.SZ,X000559.SZ,X600435.SH,X300124.SZ,X002465.SZ,X000977.SZ,X002456.SZ,X000800.SZ,X600839.SH,X002475.SZ,X300003.SZ,X601877.SH,X002294.SZ,X000623.SZ,X000581.SZ,X002007.SZ,X600867.SH,X002276.SZ,X000568.SZ,X600498.SH,X000869.SZ,X600198.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,3.46944695195361e-18,0.0290898232523216,0,0,0,0,0,0.182583664356051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347644544258934,0,0,0,0,0,0,0,-0.00116262153478093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759991624005632,0.268365664188381,0,0,0,0,0.00160918628400239,0.00988071809892605,0,0,0,0,0,0
X600104.SH,0.0660545661115819,0,0.00354652360448241,0.176061647892741,0.0721355942704915,0.0184966023552294,0,0,0,0,0,0,0,0,0.00844316250952964,0.0495276815600176,-0.0320085378843692,0.019085288929937,0,0,0,0,0,0,0.0370609820297843,0.0606475964317273,0,0,0.0248733100850891,0,0,0,0,0,0,0,0,0,0,0,0,0.0356887190006486,0,0,0,0.0147507934757822,0.122699137180073,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0.280793742156382,0,0,0.00186255004126989,0,0,0,0,0,0,0,0,0,0,0,0.0917540420394488,0.0587227866643038,0,0,0.179060394215713,-0.0565003853269959,0.0852073759866633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348878886524474,0,0,0.0110529411187345,0,0,0,0,0.0794874146122226,0,0.00659997232310602,-0.0182260122023962,0,0,0,0,0,0
X000651.SZ,0,0.12001242888252,0.0738128903627399,0,0,0.0932317436343571,0,0,0,0,0,0.136410988227229,0,0.0348420361573368,0.0254533013364825,0.0249372937547557,0,0,0.0412739117412176,0,0,0,0,0,0,0,0,0.0649255151995323,0,0,0,0,0,0,0,0,0.0779470381213093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114517648822699,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.215543479887878,0,0,0.132924188579393,0,0,0,0,0.0431425467135991,0,0,0,0,0,0,0,0,0.126876142368959,0,0,0,0,0,0,0,0,0,0.0414559875015602,0,0.064506088622162,0,0,0,0,0.068482095591206,0,0.129806667648659,0.144029525723867,0.260306405727393,0,0.0314301636840426,0,-0.0327891098163749,-0.0161235979393378,0,0,0,0,0,0
X000063.SZ,0.059875513145252,0,0.0848451393360447,0,0,0,0,0,0,0,0,0,0,0.0496872974385554,0,0,0,0,0,0.00797909806615921,0.127827543436674,0,0,0,0,0,0,0,0,0,0,0,0,0.0594857112896761,0,0,0.0840974251815987,0,0,0,0,0,0,0,0,0,0.141603814446876,0.279623819215405,0,0,0,0,0.0122394687008293,0,0,0,0,0,0
X000625.SZ,0,0,0.238254604459799,0.0660511539049951,0.116566866718958,0,0,0,0,0,0,0,-0.232673271002512,0,0,0.0754713867952278,0,0,0,0.0712854072860619,0,0,0.0645112634309839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585399714404733,0,0,0,0,0,-0.0459409319559619,-0.105930095914181,0,0,0,0,0,0,0,-0.0132440426523526,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0487984589738485,0,0,0.545872102446556,4.33680868994202e-19,0,0,-0.0379671153668015,0,0,0,0,0,0,0,0,0,0,0.00534066169937674,0,0,0,0.0169904666277379,-0.00536848233333382,0.0502778498851337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146315772531,0.0466736051665011,0.0445141666695823,0,0.013230716120984,-0.0097440224918577,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0357047331765045,0,0.0337782803330318,0,0.0628769391354753,0,0,0,0,0.0550441671511337,0,0,0,0.00546869098222126,0.0201901175231827,0.123802541132248,0,0,0.0134361220258769,0,0,0.0106446227619347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00931215186256915,0,0,0,0.00425198344577147,0.170094770971229,0,0.209542201165074,0,0,0.00776063017668634,0,0,0,0,0,0,0
X600031.SH,0,0,0,-0.102436165460028,0,0,0,0,0,0,0,0,0,0,0,0.196975219947583,0,0.100150064446941,0,0.216427878878533,0.170007368406772,0,0,0,0,0,0,0.0311794482967915,0,0.0284406201545511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249631057866741,0,0,0,0,0,0
