,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600703.SH,X600741.SH,X600271.SH,X601877.SH,X002236.SZ,X000100.SZ,X000661.SZ,X600776.SH,X002008.SZ,X600809.SH,X300003.SZ,X300124.SZ,X600487.SH,X000050.SZ,X000596.SZ,X002456.SZ,X000625.SZ,X600498.SH,X002007.SZ,X000977.SZ,X300142.SZ,X002371.SZ,X000157.SZ,X002241.SZ,X002179.SZ,X600522.SH,X600066.SH,X002180.SZ,X600177.SH,X300146.SZ,X600089.SH,X600566.SH,X600867.SH,X300136.SZ,X600372.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0865908862191583,0,0.0174595371148211,0,0.019728998789515,0,0,0,0,0,0,0,0,-0.0116341757092579,0,0,0,0,0,0,-0.0024697997824081,0,0,0.0222802667871248,0,0,0,0,0,0,0.0791743501072655,0,0,0,0,0,0,0,0,0,0,0,0.0558975424137621,0,0,0,0.0258042744207884,0,0.103000013442229,0,-0.0079287480608067,0.0123394349652527,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0467842298729202,0,0,0,0,0.0698824620587465,0.0651639504409069,0,0.0577799673788861,0,0,0,0,0.253374833269137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155113154591673,0.20823384952727,0,0,0,0,0,0,0,0,0.0289861804014922,0,0,0,-0.0319635632627491,0.0368832490078856,0,0,0,0,0,0
X600104.SH,0,0,0,0.205129716195837,0,0,0,0,0,0.109543177863585,0,0,0.11562434302022,0,0,0.191300671132167,0,0,0,0,0,0,0,0,0,0,0,0.0272590122992303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220779885371827,0,0,0,0.0845287979567322,0,0,-0.0516972758503601,0,0,0,-0.0214271565807542,0,0
X000858.SZ,0,0.044005491419574,0,0,0,0.00769413267279735,0.120914468084631,0,0,0,0,0,0,0.306030432316269,0.0125897286496449,0,0,0,0.0609176998114126,0,0,0.000740811908988516,0,0.111696191206128,0,0,0,0.00962744622812723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276080027381678,0,0,0,-0.0217152539589421,0.00671076138996879,0,0,0,0,0,0
X000651.SZ,0,0,0.179335447654526,0.128154364658432,0,0,0,0,0,0.130887390404312,0,0,0,0.0600695900441293,0,0.0656430832044218,0,0,0.0663043305673735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351026270463583,0,0,0.00360665102668759,0,0,0,0,0,0,0,0,0.0336392698460865,0,8.67361737988404e-19,0,0.00117448323212543,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.299097024235801,0,0,0.201229161319807,0,0,0,0,-0.0157035169652231,0.10702661223853,0,0,0,0.489887137974324,0,0,0,0.177192451258609,0,0,0,0,0,0,0,0,0,0,0.272316479761145,0,0,0,0.0446526986269803,0,0,0,0,0,-0.0796966671530775,0,0.0250153499293759,0.0567179433667567,0,0,0,0,0,0
X002304.SZ,0,0,0,0.154955958793187,0,0,0,0,0,0,0,0,0,0.122177409890046,0,0.0575581124020588,0,0,0,0,0,0.00432042757226833,0,0,0.0973363712616646,0.125975389198786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131892278454638,0,0,0,0,0,-0.0126739219031142,0,0.0156421794688685,0,0,0,0,0.0273460975942388,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.113476407104197,0,0,0,0,0,0,0,0.0746412211093106,0.105566550856737,0,0.00259879733298113,0,0,0.0524536629413984,0,0,0.177674631524726,0,0.120794989834956,0,0,0,0,0.0528753421505321,0,0,0,0.175391778260571,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292451339575041,0.0227238650964984,0,0,0,-0.082658730424718,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961767118941545,0,0,0,0,0.04932752200011,0.0406135725671489,0,0.0271410012796969,0,0,0,0,0,0,0,0,0.0300746145002389,0.224362608409923,0,0.0797702612423955,0,-0.135349785186251,0,0,0,0,0,0,0,0.03240340913059,0,0,0,0.199028085036474,0,0,0,0.0090515382925533,0.00157122423069057,0,0,0,0,0,0
X600690.SH,0,0,0.175959717221326,0.0730432216190365,0.196478671490209,0,0.0393998886080915,0,0,0,0,0,0.113186640544924,0,0,0,0.03373961322021,0,0,0,0,-0.0121743382282326,0,0,0,0,0,0,0,0,0,0,0,0.163740499200234,0,0,0,0,0.0833157371778337,0,0,0,0,0,0,0,0,0,0,0,0,-0.028684490106223,-0.00658251503162321,0,0,0,0,0,0
