,X600519.SH,X600104.SH,X000725.SZ,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600276.SH,X600031.SH,X000100.SZ,X600703.SH,X600118.SH,X600372.SH,X600271.SH,X000157.SZ,X000338.SZ,X002129.SZ,X002241.SZ,X600741.SH,X000559.SZ,X600839.SH,X600089.SH,X600066.SH,X002292.SZ,X600177.SH,X300124.SZ,X002475.SZ,X000800.SZ,X000568.SZ,X002236.SZ,X600582.SH,X002456.SZ,X000550.SZ,X000727.SZ,X601877.SH,X600435.SH,X300003.SZ,X002465.SZ,X002223.SZ,X600060.SH,X002276.SZ,X000581.SZ,X000016.SZ,X000869.SZ,X600166.SH,X002008.SZ,X600198.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0918079077938963,0,0,0.0654750179248465,0,0,0.0325490340437022,0,0,0.0579504821276974,0,0.0164328193704635,0,0,0,0,0,0.0693126948604503,0,0,0,0,-0.0292818448865282,0,0,0.185924807817079,0,0,0.0578535505821755,0,0,0,0,0,0,0,0,0.0166802239420473,0,0,0,0,0,0,0,0.0010762959977582,0.0105886810436767,0,0,0,0,0,0
X600104.SH,0,0,0,0.0669137212783608,0,0,0.0547504954695206,0,0.0730273657145885,0,0,0,0,0.047236231456873,0.013484641951109,0.0726077826990598,0.0141980877826742,0,0,0,0,0,0,0.0728221889541194,0.000857108127384856,0,0,0.0346441275900036,0,0,0,0.0833672297169437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00785352222890681,0,0.237431375505077,0.172324862378735,0,0,0,0,0,0,0,0,0.112013876480667,0.0462063788471381,0,0.0235447899354337,0,0,0,0,0,0,0.114724055162564,0,0,0.118926246744435,0.0886696896352817,0,0,0,0,0,0.00837183353137586,0,0,0.211868653480434,0,0,0.0410952921336256,0,0.00879399610458193,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.026202555325879,0,0,0,0,0,0,0.187464725021359,0.0512356065348429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218614327119661,0,0,0,0,0,0.0463578441126827,0.0905806925485122,0,0.0655844079500123,0,0.0511716687449894,0,0,0,0,0,0,0,-0.0203027864709916,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0699560319740829,0,0,0,-4.33680868994202e-19,0.105791428305069,0.0983946162276631,0,0.00117706941397536,0.109337647188499,0,0,0,0.0389327107200636,0.0515086950782878,0,0,0,0.0236868045736733,0,0.00596104337782793,0,0,0,0,0,0,0,0.110519290117712,0,0,0,0,0,0,0,0,0,0,0.000281336576890537,0,0,0,0,0,0,0,0,0,0.007416923783789,0,0,0,0,0,0
X000858.SZ,0,0,0,0.00597118838652742,0,0,0.158003900898421,0,1.73472347597681e-18,0,0,0,0,0.120937771803767,0,0,0.0985861759739264,0,0.0862590736401298,0,0,0,0,0,0.0913571426453685,0,0,0,0,0,0,0.126502000692675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00371999111993828,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0567015680683053,0,0,0.0450830333731952,0,0,0.00216282800469727,0,0.153386058156972,0,0,0.0217396026418598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169168683371232,0.0724199092480567,0,0,0,0,0,0,0,0.0714863291476565,0,0.0224711145184217,0,0,0,0,0,0,0.0220648744448412,0,-0.00757798391587636,-0.00480306175661085,0,0,0,0,0,0
X000625.SZ,0,0.00181674973734181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179215121650136,0,0.0745087124013153,0.157370629256954,0,0,0.0832330330711552,0,0.0245851885887972,0.118126171406017,0,0,0,0,0,0,0,0,0.0303077655065513,0,0.10637269218498,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0737053606097701,0,0,0,0,0.00792593964187666,0.0266725858478177,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0566190166521388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246956688375415,0,0,0,0,0,0,0.0837580944989943,0,0,0.281727639316335,0,0,0,0,0,0,0,0.0262055818975481,0,0,0,0,0,0,0.152532172486555,0,0,0,0,0,0,0,0,-0.00263317264903584,0.00371705879693257,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325767994999055,0,0.039644927611564,0,0,0,0.0161068333457549,0.0370080205854418,0,0,0,0.0547801087542334,0,0,0,0,0,0,0,0,0,0,0,0,0.101506638392847,0,0.0568893878003237,0.0213777703455915,0.0216252248351342,0,0,0,0,0.0785254231857582,0,-0.000932235507655802,0,0,0,0,0,0,0
