,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600703.SH,X600741.SH,X601877.SH,X300003.SZ,X600271.SH,X002236.SZ,X300124.SZ,X002007.SZ,X002008.SZ,X600487.SH,X000100.SZ,X600809.SH,X600498.SH,X000661.SZ,X300146.SZ,X600867.SH,X000625.SZ,X002179.SZ,X300142.SZ,X000596.SZ,X000157.SZ,X600566.SH,X002456.SZ,X600177.SH,X600066.SH,X600089.SH,X002180.SZ,X002506.SZ,X600372.SH,X600522.SH,X300136.SZ,X002294.SZ,X002241.SZ,X600699.SH,X000977.SZ,X600201.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0138774371110795,0.636312444244385,0.218757959992272,0,0,0.099105258005115,0,0,0,-0.013274004357525,0,0,0,0,0,-0.0781461483044158,0,0,0,0.0789775147414233,0,0,0,0,0,0,0,0,0,0.0280520794835963,0,0.0186719322869155,0,0,0,0,0,0,-0.00256468321593045,0,-0.075440410029225,0,0,0,-0.0168694893818229,-0.0178806014000897,0,0.00696507487625131,0,0,0,0,0,0,0
X600104.SH,0,0,1.73472347597681e-18,0,0.298844512926709,0,0,0,0,0,0,0,0,0,0,0.122425126448678,0,0.0305981862371684,0,0.0263657872381549,0,0,0,0,0,0,0.185011846973172,0.0382346877254506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216056304516631,0,0,-0.0257702419858892,0.0627050420039193,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085277123535919,0.660630632414183,0,0,0.194618390046372,0,0.0889592673967708,0,0.0682030689004427,0,0,0,0.0601920738913047,0,-0.11894636451951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241530144228066,0,0.0553590156450739,-0.0193676072090238,0,0,0,0,0,0,0
X000651.SZ,0.048933052381318,0.0744753505250463,0,0,0,0.15069333931054,0,0,0.241098227260175,0,0,0,0,0,0,0.20708223942775,0,0,-0.0416784210172146,0,-0.0185218058285537,0,0,0,0,0,0,0,0,0,0,0,0.0558260323631573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402509550467694,0,0.00499876292513898,0.0139723722914853,0,0,0,0,0,0
X600276.SH,0,0.0575514296465664,0.0107501201649755,0,0,0,0,0,0,0.00679221912549235,0,0,0,0.0607266921870748,0,0,0,0.357372867671412,0,0.103356902318393,0,0,0.0276006119962996,0,0,0.101667657149415,0,0,0,0.138423396059098,0,0,0,0,0,0.0563355140101231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361142438096141,0,0.00790707780532324,0.00434498196035497,0,0,0,0,0,0
X000858.SZ,0.216743616397094,0,0,0,0,0,0.125186606688098,0,0.0119359613915783,0,0,0.0370033606214648,0,0,0,0.149117810635403,0,0,-0.0274728384291379,0,0,0,0,0,0,0.149050478301546,0,-0.0215072487806869,0.0345621756699771,-0.0274931923485481,0,0,0,0.241045067922511,0,0,0,0,0.0308217612446975,0,0,0,0,0,0,0,0,0,0,0,0,0.00495038072633572,0.0249341019176694,0,0,0,0,0,0
X002304.SZ,0.0688074675787299,0,0,0,0,0.237825824740002,0,0,0,0,0,0.237295672274955,0,0,0,0,0,0.078963958649664,0,0,0,0,0,0,0,0.232608223350124,0,0,0.114040100421656,0,0,0,0,0.187683307440969,0,0,0,0,-0.038701878415844,0,-0.0288644126343615,0,0,0,-0.0409146275742028,0,0,0,-0.00374171601606363,0,0.171642032589015,0.00526020612002559,0.0654589994748102,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.0324568298356111,0,0,0.0194743704983343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207387746052128,0,0,0,0,0,0,0,0,0,0,0.0721686719157102,0,0.287985810892127,0,0,0,0.128990217427024,0,0,0,0,0,0.017710732285088,0.0163031480793139,0,0,0,-0.0219935929496813,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.153415245904867,0,0.100592305835659,0,0,0,-0.0142903552395229,0,0,0,0,0,0.112464572282836,0,0,0,0,0.15894319138452,0,0,0,0,0,0,0,0,0,0.00459801692643713,0,0,0,0,0,-0.0716365469953507,0,0.180925603940676,0,0,0,0,0,0,0,0,0,0.377492953512438,0,-0.121184993929033,-0.00355222768527508,-0.057412179744847,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367164311811248,0,0,0,0,0,0,0.0650865782417235,0,0,0.19824701475064,0,0,0.360025613766481,0,0,0,0,0,0.0269921464601712,0,0,0,0,0,0,0,0,0,0.0878756306326329,0,0,0,0,0,0,0,0,0.0304221993873675,-0.113465190693557,0,0,0,0.0920538546452197,0,0
