,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X300014.SZ,X300124.SZ,X600104.SH,X000596.SZ,X600031.SH,X000725.SZ,X003816.SZ,X002129.SZ,X000625.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X000661.SZ,X002180.SZ,X000100.SZ,X601877.SH,X300142.SZ,X002241.SZ,X000733.SZ,X600522.SH,X600741.SH,X600702.SH,X002074.SZ,X000157.SZ,X600460.SH,X000799.SZ,X300003.SZ,X600584.SH,X600884.SH,X300146.SZ,X002007.SZ,X600779.SH,X600487.SH,X601799.SH,X002294.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0605746025087467,0.2121953893659,0.121594268525881,0,0,0,0,0,0,0.0101171404717891,0,0,0,0,0,0,0,0,0,0,0,0,0.0743298635239512,0.0856790065800313,0,0,0,0,0,0,0,-0.109506748531819,0,0,0.109780183468523,0,0,0,0.0821758733631146,0,0,0,0,0.0211689173457269,0,0,0,-4.33680868994202e-19,0,0,-0.0311745036785833,0.0195300048667318,0,0,0,0,0,0
X000858.SZ,0,0,0.197339088572396,0.363910732441334,0,0,0,0,-0.0505253153700074,0,-0.0137804647130039,0,0,0,0.175823097989224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0345336999224933,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173446851486763,0,0,0,0,-0.00281880292031184,0,0,0,0,0,0,0
X600809.SH,0.197885335364047,0,0,0.360451195145099,0,0,0,0,0,0,0.00496654710528156,0,0,0.00901898304151294,0.0742326750891362,0,0,0,0,0,0,-0.0666403769259962,0,0,0,0,0,0,0,0.100959617047838,0.0105719012942246,0,-0.192824296633681,0,0,0.0845682780475549,0,0,0,0,0,0,0,0,0,0.137539270342862,-0.00353668344075297,0,0,0,0,-0.000737884086940927,0.00846239409525058,-0.0758313728137079,0,0,0,0,0
X000568.SZ,0.24538798940548,0.124208436171869,0.422016891624431,0,0,0,0,0,0,0,0,0,0,0.226442168995388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852826111543102,0,0,0,0.0929258545273935,0,0,0,0,0,0.127678567833824,0,-0.0116763237526204,-0.0171010416662798,0,-0.035295677353346,0.129227799103892,0,0,0,0,0,-0.0100101732561087,0.0139269947961796,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,-0.00726422068728685,0,0,0,0,0,0,0,0,0.0340554891403441,0.0608425872974739,0,0,0,0,0,0,0,0.0292615124707928,0,0,0.00521005023061668,0,0.0268320169249526,0.148347716641264,0,0.079303885537436,0.102031972388228,0.143827173651729,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.481838774395708,0,0,0,0,0.125032923532655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125281691548366,0,0,0,0,0,-0.0384442219292602,-0.0170806989873939,0,-0.0744648610200753,0,0.0144062880038356,0,0,0,0,0,0,0,0.0981707882053728,0,0.0501698868934046,-0.0081913285635667,0,0,0,0,-0.00955187882767804,0.00445297196747833,0,0,0,0,0,0
X600276.SH,0,0,0,0.00416288871258154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349204768934913,0,0,0,0,0,0,0,0,0.27055135145615,0,0,-0.234197999087141,0,0.0184751161917837,0,-0.0961354139305992,0.289671159708336,0,0,0,0,0,0,0,0,0,0,0,-0.0472113175855012,0,0.128820606559318,0,0,0,0.0232375278036546,0,0,0,0,0,0
X600690.SH,0.130189597673588,0,0,0,0,0.21071761571885,0,0,0,0.640098137571235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125054906730182,0,0,0,0,0.010872547989878,0,0,0,0,0,0,-0.0842842581711167,0,0,0,0,0,0,0,0,0,0,0,0.130051955796457,0,0,0,-0.00933700819937435,-0.00564642407690876,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0772301106614908,0,0,0,0,0,0,0.281397641296777,0.134242198044777,0,0,0,0,0,0,0,-0.0916992232614434,0.194667630984775,0,0,0,0,0,0,0,0,0.255916697349072,0,0.231310883703849,0.111118088941799,0,0.109429055057357,0,0,0,0,0,0,0,0.0794900343591322,0,0.00724275005645428,0,0,0,0,0,0,-0.00920975855376611,-0.127096457803051,0,0,0,0,0,0
X000651.SZ,0,0,0,0.154035731500581,0,0,0,0.106730958181618,-0.0718625163603761,0,0,0,0,0,0.0365728360394169,0,0,0.0039997766052922,0,0,-0.0120787318149037,0,0,0,0,0,0.218485527496369,-0.173801447303104,0,0,0,0,0,0.0081328384008752,0,0,0,0,0,0,0,0,0,0,0.0288214891881408,0,0,0,0,0,0,-0.0132265937917321,0.0128439037921153,0,0,0,0,0,0
