,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X600741.SH,X002236.SZ,X000625.SZ,X002241.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X600809.SH,X600487.SH,X601877.SH,X300124.SZ,X002085.SZ,X600522.SH,X002008.SZ,X000100.SZ,X300136.SZ,X002508.SZ,X300003.SZ,X600089.SH,X600177.SH,X600271.SH,X600498.SH,X000157.SZ,X600118.SH,X600699.SH,X002294.SZ,X600867.SH,X000559.SZ,X000050.SZ,X300115.SZ,X600566.SH,X002179.SZ,X000596.SZ,X000981.SZ,X002180.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.247866462255532,0,0.0226531127767282,0,0.0157261053222911,0.0462291345151442,0,0.0240522078741489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980692938259902,0,0,0,0,0,0,0,0,0.0291664595773894,0,0,0,0,0,0,0.0347358787268425,0,0.0589745688037946,0,0,0.00924813354274565,-0.0220333012979909,0,0,0,0,0,0
X600104.SH,0,0,0.0734202722022241,0.0161200182727178,0,0,0,0.00567158631043034,0,0,0,0.033758799212681,0.361915772637442,0,0,0,0,0,-0.0369610469973093,0,0,0,0,0,0.0906030251847427,0,0,0,0,0,0,0,-0.0765050832142951,0,0,0,0,0,0,0,0,0.0195598587846571,0,0,-0.0231419015691617,0.0262534846947865,0.0283252396660683,0,0,0,0,-0.047084261526889,0.0406023799172268,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0744829546616429,0,0,0.161030013590765,0,0.0182150962441633,0.0706719537082812,0,0,0,0,0,0,0,0.0770182889782509,0,0.058444828174213,0,0,0,0.0474948397222858,0.146501905266803,0,0,0,0,0,0,0,0,0.0632507678766318,0,0,0.0659187282799444,0,0,0.0465927607640684,0,0.0084223186022534,0,0,0.0414507126016722,0,0.0891326998702393,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0744734387932901,0,0,0,0.284739009107745,0.0509025059676906,0,0,0,0,0,0,0.0236021100100053,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0187478782743236,0,0,0.364884801201406,0,0,0,-0.0381813250515275,0.0121390367554554,0,0,-0.0157253121162733,0,0,0,-0.0353859912710211,0,0,0,0,0,0,0,-0.0799997538432681,0.00649490056128897,0,-0.0368965610739234,0,0,0,0,0
X000858.SZ,0,0,0,0.104348668559906,0,0,0,0,0,0,0,0.431644017424493,0,0,0,0,0,0,0,0,0,0.107668792041467,0.140419859561991,0,-0.00690706930354544,0,0,-0.0904827448731469,0,0,0.0298114326483657,0,0,0,0,0,0,0,-0.0140224474580455,0,0,0,0,0,0,0,0,0,0,0,0,-2.82994255050594e-05,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.13064310243043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0685374778698138,-0.100752021590006,0.0959623464479759,0,-0.0270702985371408,0,0,0,0,0,0,0,0.108804443548453,0,0,-0.0442283091518752,0,0,0,0.00938583485520626,0,0,0,0,0,0,0,0,0,0.00306334176218433,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.000743179049673639,0.0278929316159521,0,0.206214928871367,0.188483013130892,0,0,0,0,0,0.153992361858949,-0.0319785394813519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268113293771442,0.113013725516302,0,0,0.0515479575115404,0,-0.0897883952787287,0,0,-0.0284328279954774,0.00816256084139612,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0192022722715561,0,0,0.124980763355945,0.276568391496923,0,0,0,0,0,0,0,-0.0230162855290441,0,0,0,0,0,0,0,0,0.0567234144494794,0,0,0,0,0,0.179455754077288,0,0,0,0,0,0.10197359899977,0.0336548446997854,0,0,0,0,0,0,0,0,-0.0573728623911573,0.055989669300625,-0.00124327272575776,0,0,0,0,0
X000063.SZ,0,0,-3.46944695195361e-18,0,0,0,0.143244430991134,0,0,0.0637751678516137,0.15574582725523,0,0,0.0776522289785051,0,0,0,0.0640440551038016,-3.46944695195361e-18,0,0,0.00431834483749821,0.0812203722471409,0.127729482432878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579158412523609,0,0,0,0.0123849895564123,0.0592977133808429,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.0110583330299338,0.0134475099392985,0,0,0.0193489507765991,0,0,0,0,0,0,-0.0281505961141245,0,0,8.67361737988404e-19,0,0,0,0,0,-0.117014811509633,0,0,0,0.0427388322407267,0,0,0,0,0,0,0,0.102849222760835,0,0,0.168299841983734,0,-0.0302005767382185,0,0,0.165638149127526,-0.0785249380912549,0,0,0,0,0,0
X600690.SH,0,0,0.0937735644283397,0.109054827650766,0,0,0,0,0,0,0,0,0.0665605273750319,0.173291491550868,0,0,0,0,0,0,0,0,0,0,0,0,0.123966924391763,0,0,0.1689047711735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00192933487038766,0,0,0,0,0,0.00349210231748949,-0.0103350899751073,0,0,0,0,0,0
X000568.SZ,0,0,0,0.400622800326303,0.441177652396996,0,0,0.110013311077299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1816790074151,0,0,0,0,1.73472347597681e-18,0,0,0.040593856355287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326447897661744,0.0313970851229795,0,-0.0200405189085532,-0.00901449943012127,-0.00203998124341081,0,0,0,0,0
X600741.SH,0,0.755724027340873,0,0,0,0,0,0,0,0.146812607179812,0,0,0,0,0,0,0,0,0,-0.11974305423228,0,-0.0767407578654062,0,0,0,0,0.275009737353409,0.124316279636293,0,0.0152921831810288,0,0,0,0,0,0,0,0,0,0.0691294589532378,0,0,-0.032025891360154,0,0,0,0,0,-0.0650865300973252,0,0,0.0153612902004728,0,0,0,0,0,0,0
X002236.SZ,0,0,0.30440969630148,0,0,0,0,0,0.139706969576198,0,0,0,-0.0752126833039352,0,0,0,0,0,-0.0300013047072286,0,0,-0.0997250429670766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.288236310971929,0,0,0.498464011473874,0,0,0,0,0,0,0,-0.0508833019371155,0.0455641511094831,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.0838577601697032,0,0,0,0,0,0,0,0,0,0.141693092408343,0,0,-0.0143096248339196,0,0,0,0,0,-0.0174689025705782,0,0,0,0,0,0.105242322864685,0,0,0.049954945821507,0,0,0,0,0,0.10251713708413,0.0795546810844612,0,0,0,0,0.00139264219584244,0.0967491619194625,0,-0.00469551331234875,0.0089134078328792,0,0,0,0,0,0
X002241.SZ,0,0,0.0206555480490485,0,0,0,0,0,0.0363377748386665,0,0,0,0.283933043827635,0,0,0,0.236125059352143,0.0617424852180862,0,0.319092420977718,0,-0.135716865479598,0,0,0.23834564356631,0.055349023993405,0,0.0645191827992847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502873321862756,0,0,0.0224914549211476,-0.0467429365349243,0,0,0,0,0,0
X002475.SZ,0,0.115795285714592,0,0,0,0,0,0,0.131907325322549,0.0145808342614425,0,0,0,0,0,0,0,0,0,0.130632130868182,0,0.0258449604035232,0,0,0.0264937315110743,0,-0.0518641422166543,0.126652836242284,0,0.245414898671385,0.00120177198313601,0,0,0,0,0,0,0,0,0,0,0,0,0.212191904512541,0,0,0,0,3.46944695195361e-18,0,0,-0.0211558584936418,-0.0645002225904807,0,0,0,0,0,0
X000338.SZ,0,0,-0.228980367151655,-0.0754603681674031,0,0,0.189423794328869,0,0,-0.101619919066603,0,0,0,0,0,0.03523381605648,0,0,0.176203412092218,0,0,0.0150986723384645,0,0.18195221751546,0,0,0,0,0,0,0,0,0,0,0,0,0.089313862679143,0,0.217780198684419,0,0,0.0667318795960479,0,0,0,0,0,0,0,0,0,0.0372979894786343,0.0100873592455341,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0983062261102336,0,0.153956855938464,0.0466121344880353,0,0,0.128896385514878,0,0,0,0,0,0,0,0,0,0.00538011300239446,0,0,0,0,0,0.163447436704138,0,0,0,0,0,0,0,0.818399292707062,0,0,0,0,0,0.0482166405139717,-0.541100768617956,0.0869570578327038,0,0,0,0,0,0,-0.0515145767677799,0.0308569282058163,0,0,0,0,0,0
X002456.SZ,0,0,-0.058616173504946,0,0,0,0,0,0,0,-0.0166639258320597,0,0,0.19084498806286,0,0.264004840253347,0.110015967394535,0,0,0,0,0,0,0,0,0,0,0.0659224830066433,0,0,0,0,0,0,0,0.24011403774053,0,0,-0.106845250531231,0,0,0,0.173685696476369,0,0,0.102064859937451,0,0,0.221362952721806,-0.0795193461156156,-0.0248792893439247,0.0163045923988755,4.33680868994202e-19,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,-0.169748309727263,0,0.0932062307962296,0,0,0,0,0,0,-0.0283617460568763,0,0,0,0.0724096183321438,-0.013977367238578,0,0.169969070453602,0,0,0,0,0,-0.155999924805307,0,0,0,0,0.0329291487701105,0,0,0,0,0,0,0,0,0.0571022495789801,0,-0.0225328890335106,0,-0.0492135347193718,0,-0.120662287376236,-0.0105700879622975,0.00951223770331406,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.045230073751933,0,0,0.0917217127149344,0,0,0,0.738216567364937,0.0522396417288151,0,0,0,0,0,0,0.135521980676033,0,0,0,0,0,0,0.135497144337079,0,0,0,-0.0883677524598714,0,0,0,0,-0.157075061654024,0,0,0,0,0,0.0501186321901023,0,0.0109449865305693,0.151714052377756,0,0.105577608881282,0,0,0,-0.0283668896922406,0,-0.035159192521068,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0,-0.138454187343012,0,0,0,0,0,0.0923367438778464,0,0.186444066711397,0,0,0.217203419528319,0,0,0,0.121738053279568,0.75726221812402,0,0,0.0386211663132254,0,0.0745457706073266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0011182978260954,0,0,0.0116527354352179,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0.0127440698451316,-0.0481299299678803,0.0909603145448586,0,0,0,0,0,0,0,0,0,0.0653991295147467,0,0,0,0,0,0,0,0,0,0,0,0.0159872084878892,0,0,0.265687749027375,0,0,0,0,0.165563558851044,0,0,0,0,0.0415932120710183,0,0,0.116800212725334,0,0,0.0289647064817379,0,-0.00921325718703556,0.0370110844219146,0,0,0,0,0,0
X300124.SZ,0,0,0.127803664624948,0,0,0,0,0,0,0.0344758937420759,0,0,0,0,0,0.131100295490929,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0433719899894528,0.256869198974457,0,0,0,0.0260444222807085,0,0,0.0721046702558063,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0328710346563053,0,0,0,0,0,0,-0.00998060578185384,0,0,0,0,0,0
X002085.SZ,0,0,0.002891441706131,0,0,0,0,0,0.131522859506854,0.0238177890165706,0.0131704811364394,0,0,0,0,0,0,0,0.0587097311186867,0,0,0,0.0621070560921101,0,0.0487046869457074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146792527001775,0,0.0285391824466539,0,0,-0.0887237868018621,0.111627989674124,0,0,0,0,0.0735245979584453,0.00777423386829713,0,0,0,0,0,0
X600522.SH,0,0,0.160757784215433,0,0,0,-0.0785288879514056,0,0,0.0949724501221734,0,0,0,0,0,0,0,0,0,0,0,0,0.314867913669285,0,0.0130916193651514,0,0,0,0,0,0,0,0.405430761501698,0,0,0,0,0.0142094141059827,0,0,0,0,0,0,0,0,-0.114706238206886,0,0,0.0713880795901621,0,0.0162248072136701,-0.00831023662722565,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0.0866050623739698,0,0,0,0.0631237363139467,0.04630448721621,0,0.10364301091622,0,0,0,0.141560553334256,0,0,0.1119070297836,0,0,-0.037766047061418,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.0841649052145673,0,0.0482198982912779,0,0,0,0,0,0,-0.0132379463650341,0.0030203224534429,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384327769342006,0,0,0.0330343389528221,0,0,0.0572168005996394,0.0229110115504225,0,0,0,0,0,0,-0.0798024773361609,0,0,0,0,0,0.125184765994063,0,0,0,0,0,0.0867463312068449,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.0551197908131946,-0.0407987493626369,0,-0.0406159033366164,0.0255493108501912,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0,0,0,0,0,0.146033086904667,0.115582193327269,0.381101826062719,0.0829903193659021,0,0,0.199728171809633,0,0,8.67361737988404e-19,0,-0.0402176355880014,0,0,0,0,0,0.101850875947236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838823244975782,0,0,0,0,0,0
X002508.SZ,0.121331231718513,0,0.148979392536729,0.528144536111859,-2.77555756156289e-17,0,0,0,0,-0.0797567885978671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.208620645800081,-0.0138590327288702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0437574755260468,0,0,0,0.0129567851985895,-0.0113918927550838,0,0,0,0,0,0
X300003.SZ,0,0,0.0951309934417249,0,0,0,0,0,0,0,0,0.0949159319481766,0,0,0,0.502583899039505,0,0,0,0,0,0.0904641427026791,0,0,0,0,0,0,0,0,0,0,0,0,0.0563727809141802,0.145897640424777,0,0,-0.305934311770315,0,0.159595342649923,0,0,0,0,0,0,0,0.131785375913872,0,0,0,-0.0221628481451326,0,0,0,0,0,0
