,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000063.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600031.SH,X600690.SH,X600276.SH,X600118.SH,X000100.SZ,X600372.SH,X600271.SH,X002129.SZ,X000338.SZ,X600703.SH,X000157.SZ,X600089.SH,X600741.SH,X002241.SZ,X600177.SH,X002236.SZ,X600582.SH,X600066.SH,X002292.SZ,X600060.SH,X300124.SZ,X000559.SZ,X600435.SH,X000977.SZ,X000800.SZ,X002456.SZ,X002465.SZ,X002475.SZ,X601877.SH,X600839.SH,X002294.SZ,X000623.SZ,X300003.SZ,X002276.SZ,X000581.SZ,X002007.SZ,X000568.SZ,X000869.SZ,X600867.SH,X002491.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0337622501444628,0,0,0,0,0,0.181633708723473,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0311891939630091,0,0,0,0,0,-0.00147221028558479,0,0,0,0,0,0,0,0,0,0,0,0,0.0821108091913288,0.00143953526606609,0,0.262374974989907,0,0,0,0,0,0.00174997017421475,0.0106067744707189,0,0,0,0,0,0
X600104.SH,0.0123610129042964,0,2.16840434497101e-19,0.1494573023824,0.0784941866490809,0.0297693408465153,0,0,0,0,0,0,0,0,0.0688534128563017,0.0143438359564623,-0.0148396014495416,0,0.0242715490637854,0,0,0,0,0,0.0503383022041694,0,0.05369753634209,0.0169624362941108,0,0,0,0,0,0,-0.00475395951462205,0,0,0,0,0,0.0630030298936882,0,0,0,0,0.135728422203769,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.086520445868283,0,0.0911236605646682,0.0625061567191603,0,0,0.117658572782201,0,0,0,0,0,0,0,0,0,0,0,0.148178116278255,0,0,0.0738864355534645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38938446477439,0,-0.047008669830417,0,0,0,0,0,0,0.236856223008437,0,0.00908220483503501,-0.0256861865073855,-0.000559475594189063,0,0,0,0,0
X000651.SZ,0.0232014741577296,0.249439288040272,0.0501630114690815,0,0,0.0245062240912506,0,0,0,0,0.0264081971773165,0,0,0.0247700626869027,0.0171840202060367,0.0171823965421619,0,0.0405307911336202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404961919631984,0,0,0,0,0,0.117776737455388,0,0,0,0,0,0,0,0,0,0,0.149960736136346,0,0,-6.7762635780344e-21,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.132253827023481,0,0,0,0,0,0,0,0.130738303718361,0,0,0,0,0.00757888160708958,0,0,0,0,0,0,0,0,0,0,0,0.195190894860693,0.0832225527747385,0,0.370354983159472,0.287986850364736,0,0,0,0,0,0,0,0,0,-0.00833268150824358,0,0,0,0,0,0,0
X000063.SZ,0,0,0.105684833603365,0.035327770138503,0,0,0.0405561001686487,0,0,0,0,0,0,0.0848459617665498,0,0,0,0,0,0,0.0554509057865005,0,0,0.0694116231869934,0,0,0,0,0,0,0.00468839216154965,0,0.134878189907932,0,0,0,0,0,0.108625375855375,0,0,0,0,0,0,0.244285649963349,0,0.0624826419438415,0,0,0,-0.0064131620489824,0,0,0,0,0,0,0
X000625.SZ,0,0,0.305431579049624,0.0922522765820119,0,0,0,0,0,0,0,0,-0.103745743956337,0,0,0,0,0.0139306579335749,0,0.0288153892884271,0.0544198809634984,0.0219665296567847,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056390513011099,0,0,0,0,-0.095653548812752,-0.11387360764462,0,0,0,-0.104761506334464,0,0,0,0.019482705443702,0,0,0,0,0,0
X000858.SZ,0,0,0.110894510387081,0,0.0438573733370939,0.0843861032956129,0,0,0.0646170927975119,0,0,0,0,0,0,0.0221932192868433,0,0.0471293060535559,0,0.09841104327757,0.0084648148891084,0,0,0,0.0149178800153347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654270950233508,0,0,0.0615157643963039,0.107936715869511,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.135006593131705,0,0.657059561120947,0,0,0,0,-0.0212605913721718,0.0215180840275049,0,0,0,0,0,0,0,0,0,0.00688726966401789,0.0622650263657439,0,0,-0.0285195994562974,0.0300185388887293,0,0.0593511447059448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044422930059425,-0.0104635389833809,0,0,0,0,0,0
X600031.SH,0,0,0,-0.0571793412576672,0,0,0,0,0.0243606466927181,0,0,0,0,0,0.083671784744912,0,0,0,0.0604980248585632,0.176634513187054,0.185353113990592,0,0,0,0,0,0,0,0.0369610923869165,0,0.00440567401625866,0.0925380589427599,0,0,0,0,0,0.0622881293540779,0,0,0,0,0,0,0,0,0,0,-0.0723722775836507,0,0,0.00433993829301916,0.0202293252041366,0,0,0,0,0,0
