,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000725.SZ,X600031.SH,X000596.SZ,X000625.SZ,X002129.SZ,X003816.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X000661.SZ,X002180.SZ,X000100.SZ,X002241.SZ,X601877.SH,X300142.SZ,X600702.SH,X000733.SZ,X002074.SZ,X600741.SH,X600522.SH,X000157.SZ,X600460.SH,X600584.SH,X000799.SZ,X600884.SH,X300003.SZ,X002007.SZ,X002294.SZ,X600563.SH,X600779.SH,X000066.SZ,X300146.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.193411396961064,0,0,0.0267772300668106,0,0,0,0,0,0,0,0,0.11058179404961,0,0,0,0,0,0,0,0,0.00442970095898473,0,0,0,0,0.072660470775502,0,0,0.0451798956907212,0,0,0,-0.0060394641081705,0,0,0,0,0,0,0.000514830867046631,0,0,0.214881296958667,0,0,0,0,-0.0016763820328881,0.0191226508178461,0,0,0,0,0,0
X000858.SZ,0,0,0.0191698918862375,0.540078896144827,0,0,0.0574181792417641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059607641727196,0,0,0,0,-0.076900963418877,0,0,0,0,0,-0.00487850185826319,0.00893167612670187,0,0,0,0,0,0
X600809.SH,0,0,0,0.600153610240097,0,0,0,0,0,0,0.0255143823783155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373389323131914,0.0587610169296852,0,-0.157468224006071,0,0,-0.017631083907499,0,-0.0507483109631437,0,0,0,0,0,0,0,0,-0.00645337531083043,0,0,0,-0.00210110068142648,0,-0.0912244964710744,0,0,0,0,0
X000568.SZ,0.161221604196516,0.361361102998441,0.618170352095026,0,0,0,0.00498352692866152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258171711285822,0,0,-0.0159784613513929,0.0417585800418571,0,0,0,0,0,0.0175641370357992,0,0,0,0,-0.040597666961821,0,-0.0616159046521373,0,0,0,0,0,0,0,-0.023823996737663,0.0103431913967182,0,0,0,0,0,0
X002415.SZ,0,0.0554306049479484,0,0,0,0.188376826183451,0,0,0,0,0,0.0839524949864662,0,0,0,0,0,0,0,0,0,0,0,0,0.155816767270497,0,0,0,0,0.0154782232833165,0,0.0160088223707675,0,0,0,0,-0.0298667205138973,0,0.00941425473708423,0,0.0327046511803511,0,0,0,0,0,0,0,0.0282933896930946,0.124452981844934,0,-0.0256054267350943,-0.0079263775697735,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221766774145425,0,0,0.016922972892075,-0.2185727247387,0,0,0,0,0.384545013860482,-0.0891418784236525,0,0,0,0.0166951777010107,0,0.0792276252077249,0,0.16442534492702,0,0,0.0143755214035882,0,0,-0.0584507811053334,-0.0144122565577857,0.0028325553498256,0,0,0,0,0,0
X002304.SZ,0,0.261255397669014,0,0.289468472609875,0.0184961127615205,0,0,0.0962815591568727,0,0,0,0,0,0,0,0.0742484461844017,0,0,0,0,0,0.110933386918783,0,0,0,0,0,0,0,-0.0359907094175969,0,0,0,0,-0.00732147046410991,0,-0.0753884544749794,0,0,0,0,0,0,0,0,0,0,0,0.0933546437648336,0,0,0,-0.000558857314347232,-0.0276077078915375,0,0,0,0,0
X600690.SH,0,0.051155190729751,0.0237939403200531,3.46944695195361e-18,0,0,0.028825156851057,0,0,0,0,0,0,0,0.262730330188101,0.00784058603142184,0,0,0,0.0904328394144955,0,0,0,0,0,0,0,0,0.0943305213675761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710660435004553,0.0154350167492557,0,0,0,-0.00256399195817418,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.319499523655637,0.190954921422822,0,0,0,0,-0.0138445255960441,0,0,0,0.133642776086211,0,0,0,0,0,0,0,0,0.181696648281864,0,0.133861888968636,0,0,0,0,0.177804555559659,0,0,0,0,0,0,0.0480301296464857,0,0.289388993102062,0,0,0,0,0.433356174455658,0.01832011299483,-0.0147839935600287,0,0,0,0,0,0
X000651.SZ,0,0.0312831055774562,0,0,0,-0.0296518573101997,0,0.0913132017058711,0,0,0,0,0,0.0366107943747606,0.119780120560356,0,0,0,0,0,0,0,0,0,0,0,0.190585487946375,-0.0803491899094663,0,0,0,0,0.0471206086272531,0,0,0,0,0,0,0,0,0,0,0.0182584410294212,-0.0380876304494518,-0.0714223835597401,0,0,0,-0.0590838741425937,0,-0.00667623455806241,0.0103836745720866,0,0,0,0,0,0
