,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X000338.SZ,X600690.SH,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X002241.SZ,X000596.SZ,X300003.SZ,X600183.SH,X000100.SZ,X002236.SZ,X601877.SH,X300124.SZ,X300014.SZ,X300142.SZ,X000157.SZ,X002007.SZ,X000066.SZ,X002371.SZ,X002179.SZ,X300136.SZ,X002463.SZ,X000625.SZ,X002008.SZ,X600271.SH,X002456.SZ,X000977.SZ,X600584.SH,X600177.SH,X002506.SZ,X000050.SZ,X002180.SZ,X600066.SH,X002049.SZ,X002129.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.294161071719428,0,0,0,0,0.126928976654373,0.388047647038454,0,0,0,0.0107177114142983,0,0,0,0.186991010500907,0,0,0,0,0,0,-0.112728815316116,0,0,0,0,0,0,0,-0.0705876330373923,0,0,0,0,0,0.00814140401639433,0,0,0,0.0183394191736476,0,0,0,0,0,-0.0197887460922364,-0.00881360157363985,0,0,0,0.017175583448464,0,0
X000858.SZ,0.0571356090182115,0,0,0,0,0,0.0303996908758913,0,0,0,0.0594563218322901,0,0.674316370082068,0,0,0,0.0847737607670938,0,0,0,0.0172780044666019,0.00416224413195076,0,0,0,0,0,0,0,0,0,0,0.0269551837802932,0,0,0,0,0,0,0.0112901661948854,0,0,0,0,0,0,0,0,0,0,0,0,0.00518924963489845,0,0,0,-0.0125210580123021,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,-0.0609710506992071,0,0,0.00348138931286202,0,0,0,0.475577964024852,0,0,0.121977629330603,-4.33680868994202e-19,0,0,0,0,0,-0.0367641061068054,0,0,0,0.00784908417805279,0,0,0,0,0.127761316476109,0.0622706874914833,0.0765281228907232,0,0,0,0,0,0,0,0,0,0,0,0,0.0218434205476535,-0.0159898030019568,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275953315898341,0,0,0.182884658441338,-0.0885272496379889,0,0.0308687276018398,0,0,0,0,0,0,0,0,0,0,0.0654931144250072,0,0,0,-0.129537806832128,-0.177378090254888,0,0,0,0,0.00979212569011976,0,0,0,0.102284840389222,0,0,0.15406092372767,0,0,-0.0136842085937544,0.00548886665683975,0,0,0,-0.00584057689562812,0,0
X002415.SZ,0,0,-4.33680868994202e-19,0,0,0,0.0120317912990521,0,0,0,0,0,0,0,0.118098719448549,0,0,0,0,0,-3.46944695195361e-18,0.0296034865567682,0,-0.0719541739044219,0.580556714437517,0,0.0988346545371437,0,0,0,0,0,0,0,0,0,0,0.0922535300162471,0,-0.0962878893986184,0.0117879517656963,0,0,0,0,0,0,0,0,0,0,0.0594911112155286,-0.0694500608537785,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0645830512133192,0,0,0,0.0706900529238156,0,0,0.0307803263819445,0,0,0,0,0,0,0,0,0,0,0,0,-0.055586462095733,-0.00575308522296233,0,0,0.0830953120316426,0,0,0,0,0,0.00469615075557351,0,0,0,0,0,0,0.0829675440054542,0,0,0.0248192781360432,0.0106973408779133,0,0,0,0,0,0
X002475.SZ,0.229515586534683,0,0,0,0,0,0,0,0,0,0,0.0669596386613593,0,0,-0.0767053513491224,0,0.0659803673447782,0,-0.0916088156663254,0,0,0,0.0427624412711086,0,0,0,0,0,0,0,0,0.222426041432388,-0.0453325858619502,0,0.18349532030919,0,0,0.408201094477102,0,0,-0.0336924480635093,0,0,0,-0.0239513997266455,0,0,0,0,0,0,0,0.017112898177577,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107894090290866,0,0,0,0.0270239032842132,0,0,0,0,0,0,0,0,0,0,0.0763230886239339,0,0,-0.0971302060461461,0,0.104818765949116,0.0732649417254718,0,0,0,0,0.0356433013638128,0,0,0,0.200412141193118,0.0108553691066555,0,0,0,0,0,0.0609561542948105,-0.011736926218596,0,0,0,0,0,0
X002304.SZ,0,0.289188544672203,0.0307126515226407,0,0,0,0,0.0520363789473899,0,0,0.0497110399809169,0,0,-0.0103359627411029,0,0,0,0,0.0448250829300707,0,0.163057288164591,0,0.0427540689871104,0,0,0,0,-0.0113815361633845,0,0,0.0414190196329274,0,-0.0410750984558126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276833928753512,0.0486894881417063,0,0,0,0.0478728914679958,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0398870156517476,0,0,0,0,0,0,0,0,0,0,0.0116955570729493,0,0,0,0,0.0496730945758619,0,0,0,0.0295343259526874,0,0,0,0.0670906168108237,0,0,0.0161349218254886,0.0135801979340921,0,0,0,0,0,0.0849863366137447,0,0,0.103508494802063,0,0,0.061404930289586,0,0.00808216404412336,0,0.00923655900751742,0,0,0,0,0,0,0
