,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X600741.SH,X002241.SZ,X600066.SH,X002292.SZ,X002049.SZ,X002465.SZ,X002506.SZ,X600031.SH,X002475.SZ,X600118.SH,X002236.SZ,X000157.SZ,X600372.SH,X000559.SZ,X000568.SZ,X300124.SZ,X000338.SZ,X600089.SH,X300003.SZ,X002007.SZ,X600867.SH,X002294.SZ,X600177.SH,X601877.SH,X600584.SH,X000869.SZ,X002456.SZ,X600582.SH,X000550.SZ,X300146.SZ,X002512.SZ,X002008.SZ,X002129.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0439990026001658,0,0.102663135242741,0,0.168536407701633,0,0,0,-0.0458542899400361,0,0,0,0.229646983543707,0.041990979001294,0,-0.00534296987350002,-0.0502398627246734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.045771824014688,0.117232292356909,0,0,0,0,0,0,0,0,0,0,0,0,0.00725432461467775,0,0.0437495753315991,0.0116515571323769,0,0,0,0,0,0
X600104.SH,0,0,0,0.128506302054876,0,0,0,0,0,0,0,0,0.136552106108485,0.137970167240329,0.0692854598433291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1330569783488,0,0.0203017312703197,0,0,0,0,0,0,0,0,0,-0.024538249146091,-0.000836064171698385,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.251945310109753,0.174575979270788,0,0,0,0,0,0,-0.00681317276968338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549972989766966,0,0.390943219584923,0,0,0,0,0,0.0753525517781745,0,0,0,0,-0.00108538648590014,0,0,0.0326033228716075,0.144747389684877,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.250779308875867,0.0984591453472053,0.0584567490200937,0,-0.00979147766888273,0,0,0.00990241326918558,0,0,0,0,0,0,0,0,0.215720510790304,0,0,0,0,0,0,0,0,0,0.23410874258569,0.028025759748423,0,0,0.0638694323307541,0,0,0,0,0,0.0389182613980377,0,0,-0.0381552556927399,0,0,0,0
X000858.SZ,0,0,0.0385678587431238,0,0,0,0,0,0.166548671777887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107861970966755,0,0.276180590441023,0,0,0,0,0.0271251149725008,0.0534311351179567,0,0.0665713825666033,0,0,-0.00838624447455843,0,0,0,0,0,0
X002304.SZ,0,0.0522677420483156,0,0,0,0,0,0,0,0,0,0,0,0,0.0696879725249556,0,0,-0.00566461013428642,0,-0.0658209210120277,0,0,-3.46944695195361e-18,0,0,0,0,0.328199981668683,0,0,0,0,0,0.158983166530718,0,0.0357013114199862,0.0169264741075503,0,0.160054804019465,0,0,0,0,0,0,0,0.0322273036717975,0,0,-0.00570835686898706,0,0,0,0,0,0
X600276.SH,0,0,0.0576027076575108,0,0,0,0,0,0.135034092773413,0,0,0,0,0,0,0,0,-0.125777585289808,0,0,0,0,0.0302703915479339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401917507832303,0.0697764761076903,0,0.135115253658881,0,0,0,0,0,0.0294653425668304,-0.138738948010995,-0.0547190554611645,0.000875381847222878,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.132068687643759,0,0,0,0,0,0,0,0,0,0,0.055694764777478,0.137323132061341,0,0,0.154657276904964,0.156909968175913,0,0.0514322513801992,0,0,0,0,0,0,0,0,0.0431229651074819,0.0230475918448747,0,0,0.0594892548256329,0,0,0.0431946892746211,0,0,0.0284517511895971,0,0,0,-0.0120851871942162,0,0,0,0,0,0
X000625.SZ,0,0,0.165275731789355,0,0.0354826725039703,0,0,0,0,0,0,0,0.1844016230168,0,0,0,0,-0.0274631850483645,0,0,0,0,0.0436642073448501,0,0,0,0.278479085160017,0,0,0,0,0,0.0530982617999613,0,0,0.0504540524613417,0,0,0,0.00285301141347613,0,0.0792158922895363,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0812689737939774,0,0,0,0,0,0,0,0,0,0,0,0.0436853732637845,0,0,0,0,0,0.166421614381713,0,0,0,0,0,0.189163318779256,0.0830283108237369,0.131758606728418,0,0,0,0,0.00340382825106198,0,0.043080290640852,0,0,0,-1.73472347597681e-18,0,0,0.131520922204459,0,0,0,0,0,-0.0355747777273212,-0.0082778207716344,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,-0.0977113983827931,0,0,0,0,0,0,0,-0.197258275907714,0.0856301363243479,0,0,0,0.0527647978484082,0.2103317206684,0,0.402719016291337,0,0,0,0,0,0,0,0,0,-0.155156765969603,0,-0.0368340371333165,0,-0.235879787436396,0,-0.188284232506886,0,0,0,0,0,0,0,0,0,0,-0.138416429539753,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12096787667229,0,0.0632530826896889,0,0,0,0,0,0,0,0,0,0.187702529389844,0,0,0,0,0,0,0,0,0,0,0,0,0.174630459565543,0,0,0.0311667339500575,0,0,0,0.096426931663031,0,0,-0.0202958753162884,0,0,0,0,0,0
X000100.SZ,0,0,0.124562803030952,0,0,0,0,0,0.108106805059281,0,0,0,0,0,0.017469654884241,0,0,0,0,0.0427141590839186,0,0,0,0,0,0,0,0,0.0057731180687761,0,0,0,0.0716947256068627,0,0,0,0,0,0,0.167633621111275,0,0,0,0,0,0.0926902704138215,0,0,0,-0.0571419291898745,0,0,0,0,0,0
X600741.SH,0.0558296291244287,0.184154321311542,0,0.220782842010896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441904791529967,0,0,0.00466043131561259,0,0,0,0.0394611749112041,0,0,0,0,0,0,0,0,0.154625251886857,0.0562935712384667,0,0.01525371958029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0.0293488435828755,0,0,0,0,0,0,0,0,0.178458735591305,0,0,0,0,-0.0495344019923485,0.066147561551186,0,0.0555062309482186,0,0,0.283946349547786,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.00270600205455709,0,0.00697884334663582,0,0,0,0,0.204495457473345,0.0538364467310383,0.0923449295534862,0,-0.00934253288278176,-8.67361737988404e-19,0,0,0,0,0,0
X600066.SH,0,0,0.0137199182029577,0,0,0,0,0,0.114570990543601,0,0.145858568166319,0,0,0,0,0,-0.0126767397163902,-0.051598291226938,0,4.33680868994202e-19,0,0,0.16148693043074,0,0.161955482034088,0.0204348696945473,0.0490335094244357,0,0,0,0,0,0,0,0,0,0,0,0.100815365146202,0,0,0,0.12102407450374,0,0,0,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29373351358187,0,0,0.355864233967918,0,0,0,0.152476721017508,0,0,0.279289643487084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333884388573865,0,-0.25613192444117,0,0.0287130711557899,0,0,0.36819889787952,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0.19233019626041,0,0,0,0,0,0.0405333603451059,0,0,0,0.479810469665962,0.0853960319628615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.380345442727533,-0.00941113024367979,0.53416812902597,0,0,0,0,0,0.0385670536776714,0,0,0.00535743368403962,0,-0.139291636282755,0.148277684917901,0,0,0,0,0,0
X002465.SZ,0,0,0,0,0,0,0,0,-0.0284022571257694,0,0,0,0,0,0.00759750254919711,-0.167847775236607,0,0,0,0.127633291204642,0,0,0,0.00808394458787691,0,0,0,0,0,0,0,0.0943699682840718,0,0,0,0,-0.0410127447346886,0.0623862645853706,0,0,0.0459113393272992,0,0,0,0,0,0,0,-1.35525271560688e-20,0.0415979726384539,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158404741219176,0,0.323766270806422,0,0,0,0.110406864362825,0,0,0,0,0,0,0,0,0,0,0.105661307046315,0.345507037170131,0,0,0,0,0.165096780923298,0.129404569780824,0,0,0,0,0,0.00735715363788936,0,0.0178428962708355,0,0,0,0,0,0,0
X600031.SH,0,0,0.0222056601885092,0,0,0,0,0,0,0.0500592624699315,0.0234734774845803,0,0,0,0,0,0,0,0,0,0,0,0.0300890181590014,0,0.267706675556502,0,0,0,0,0.167654962295436,0.165256047229368,0,0,0,0,0.170541703698493,0,0,0,0.0445779994378627,0,0,0,0,0,0,0,0,0,-0.0119763587218271,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100556242669357,0,0,0,0,0.0713072677676618,0,0.183591126959713,-0.0139265563759583,0,0,0,0.247969861397935,0,0,0,0,-0.00672458985632704,-0.05448627133198,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0.0781084851111738,0.106842291631089,0,0,0.00458578835103535,0,0,0,0,0,0,0.133867206482047,-0.0478527955109273,0,0,0,0,0,-0.0389095828628389,0,0.217248412852276,0.0202563156898163,0,0,0,0,0,0,0,0,0.0640790593413499,0,0,0,0.200783515875157,0,0,0.121098574952741,0,0,0,0,0,-0.00904631427659861,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386652108432623,0,0.0416428129691934,0,0,0.0821136179959486,0,0,0,0,0,0,0.0483883003922049,0,0,0,0.209892965115222,0,0,0,0,0.0526391998623544,0.170609078576286,0,0,0,0,0,0,0,0,0.0146100197201622,0.387201211524812,0,-0.0376752948613956,-0.0204040306612269,0,0.249511757451073,0,0,0,0
X000157.SZ,0,0,0.0557499515821787,0,0,0,0,0,0,0,0,0,0,0,0,0.265766254147416,-0.0294872874833944,0,0,0.00860151923153423,0.232972229466354,0,0,0,0,0,0,0,0,0,0,0,0.156110688470205,0,0,0.0745568298537693,0,0,0.0435394614744409,0,0,0,-1.38777878078145e-17,0,0,0.166317021661302,0,0,0.00530794047229642,-0.0200419224555968,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10634266971949,0,0,0.0184237391859189,0,0,0.0333869589593514,0,0,0.63419783519052,0.0690206216433107,0,0,0.126414314536872,0,0,0,0,0,0,0,0,0,0,0,0.0492050789837878,0,0,-0.0539031463398761,0,0,0,0,0.0191785532846547,0,0.00254903962324198,0.0152701025195437,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863281859717284,0.215622859628951,-0.0601107070744555,0,0.15258004445335,0,0,0,0,0,0,0,0,0.0872714975591848,0,0,0,0.0522485056170646,0,0,0.0216623105830492,0.103263765751821,0,0,0,0,0,0.199632937179442,0,0,0,0,0,0,0.0260782236768651,0,0,0,0,0,0
X000568.SZ,0,0,0.081333534851987,0,0,0,0,0,0,0.171168819622073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214468479454711,0,3.46944695195361e-18,0,0,0,0,0,0,0.0696253818747724,0.0548145694218238,0,0,0.0870997498943151,0.0745425942080249,0,0,0,0,0.0576426241488106,0,0,0,-0.021079474717296,0,0,0,0,0,0
X300124.SZ,0,0,-0.058920526545734,0,0,0,0,0,0,0.316199816779049,0,0,0,0,0,0,0,-0.183480896337618,0,0.113099702039875,0,0,-0.058655120558798,0,0,0,0.314195643661733,0,0,0,0,0,0,0,0,0,0,0.144792687838613,-0.0510051431415781,0.120739368286633,0,0,0,0,0.207068507745622,0,0.0572716688501115,0,-0.0482372116720976,0.00701628765331714,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.102813180674392,0,0,0,0,-1.0842021724855e-19,0,0.0119768024564039,0,0,0,0.2529563138997,0,0.18560259730578,0,0,0.0349217292746189,0,0,0,0,0.0283726466387723,0,0,0,0,0,0,0,0,0.115559976863663,0,0,0,0,0,0.0104290717121869,0,0,-0.0336148182905597,-0.0477730515743624,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0.0706174043206195,0,0,0,0,0,0,0,0,0.0232126578596483,0,0,0,0.113531673661068,0,0,0,0.0179878373771606,0,0.0182302649079997,0,0.0902375531583889,0,0,0,0.0550878452613568,0,0,0.305236823943678,0,0,0,0.100903738717589,0,0,0,0,0,0.0326096276497262,0.0127988664266409,0,0.00864969494429904,-0.000535112542586314,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115072382571296,0,0,0,0,0.0341885927769533,0,0,0,0,0.00562666305549091,0,0,0,0,0,0,0.0649749125376059,0.0782699611489901,0,0,0,0.0770040816317379,0.213968703380072,0,0,0,0.166078651076793,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00754535618289252,0,0.0354711158585841,0.0335366039920157,0,0,0,0,0,0,0,0,0.0322916135843778,0,0.0959920540120818,0,0,0,0,0,0,0.435339531029754,0,0.0378956113897064,0,0.108456085710756,0,0,0,0,0,0,0,0,0.00502182038666838,0.00821744728970638,0,0,0,0,0,0
X600867.SH,0,0,0.175284876403881,0.299550522116713,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.138875416376388,0,0,0,0,0,0,0,0,0,0,0,0,0.0650902739793732,0,0,0,0,0,0,0,0,0.0527468254741826,0.0960013050539042,0.0272664180809039,0,0.0271798712297036,0,0,-0.0368373207012138,-0.0218650083219682,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0433934364195908,0,0.0845711603012008,0,0,0,0.0202084748631906,0.00665961016980249,0,0,0,0,0,0,0,0.260061639785639,0,0,0,0,0,0,0.102935749893986,0,0,0.105924613024717,0,0,0,0.0257925852838377,0,0,0,0,0,0,0,0,0
X600177.SH,0,0,0.052682124607651,0,0,0,0,0,0,0.0608222679164219,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0372465697012622,0,0,0.111270297515928,0,0,0,0,0,0.0671044282453507,0,0,0,0.0515310676223155,0,0,0,0,0,0.0416583332248435,0,0,0.374258043143565,0,0,0,0,0,0,0,0,0,0
X601877.SH,0,0,0.153677660116301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443352686125809,0.247826061317692,0,0.0793369928339123,0,0,0,0,0,0.0336220875677491,0,0,0,0,0,0,0,0,-0.000403590044788491,0,0,0,0,0,0,0,0.209817451811941,-0.0873472867277594,0,0,0,0,0,0.134290355575134,0,0.273884350242523,0,0,0,0
X600584.SH,0,0,0,0.0825442217476445,0,0,0,0,0,0,0,0,0,0,0.147494354351159,0,0.0480209953880955,0.114903354196111,0,0,0.0778108172489793,0,0,0,0.166589278804549,0,0,0,0,0,0.123087271105164,0,0,0,0,0,-0.142524801438407,0,0,0.048559141942668,0,0,0,0,0,0,0,0,0,0.0969299026566822,0,0,0,0,0,0
X000869.SZ,0,0,0,0,0,0,0,0,0,0,0,0.152511275235666,0,0.230198188337674,0.0763044268480337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133524089833268,0,0,0,0,0,0,0,0,0,0,0,0.0231187735234937,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464191502391344,0,0.0172650763948477,0,0,0.255672156037775,0,0,0,0,0,0.0558412694323427,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105744930505379,0,0,0.0525804754930468,0,0,0,-0.0162902435534522,0,0,0,0,0,0
X600582.SH,0,0,0,0.0897874074772303,0,0,0,0.131080829675149,0,0,0,0.293753327761871,0,0,1.38777878078145e-17,0,0,0.101968306482237,0,0.133143436532284,0,0,0,0.0653012515029667,0,0,0,0,0,0,0,0,0.0726432593430738,0,0.30499035587735,0,1.73472347597681e-18,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0228906185045104,0.0328448965759592,0,0,0,0,0,0
X000550.SZ,0,0,0,0,0,0,0,0,0.538417192508587,0.0497372964398761,0,0,0,0,0.118107724385653,0,0,0,0,0,0,0,0,0.156215719421185,0,0,0,0,0,0,0,0.0264130920541728,0,0,0,0,0,0,0,0,0,0,0,-0.099999226245996,0,0,0,0,-0.0933997588314331,1.73472347597681e-18,0,0,0,0,0,0
X300146.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052830289526064,0,0,0.0170785138180532,0,0,0,0,0,0,0,0,0.157685821880667,0,0,0,0.165598172930878,0,0,0.311352581288848,0.0643154245323626,0,0,0.0204613215330049,0,0,0,0,0.0541622484253423,0.0126241713187532,0,0,-0.0705964022421393,-0.033760423605224,0,0,0,0,0,0
X002512.SZ,0,0,0,0,0,0,0,0,0.164495060230944,0,0,0,0,0,0.362246122548237,0,0,0.0619507686412874,0,0,0,0,0,0.0601612361036087,0,0,0,-0.0861340720224909,0,0,0,0,0.139410714039091,0,0,0,-0.0681269401153785,-0.260916290036048,0,-0.194061845924002,0,0,0,0,0.473292800728265,0,0,0,0.152775173599001,-0.00296996446492786,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0.115839801713045,0,0,0.206978281037142,0,0,0,0,0.138795034438015,0,0,0.0136771309191751,0,0,0,0,0,0,0.0360169815299434,0,0.0792114782131265,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.181227502355099,0.00123993540640741,0,0,0,0,0.0331692231872729,0.0730177872393282,0,0,0,0,0,0,0,0,0
