,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000625.SZ,X300124.SZ,X002371.SZ,X000725.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X000157.SZ,X002179.SZ,X000977.SZ,X002236.SZ,X600703.SH,X002463.SZ,X600372.SH,X002241.SZ,X600741.SH,X002049.SZ,X600584.SH,X000661.SZ,X002129.SZ,X600522.SH,X600066.SH,X002028.SZ,X601877.SH,X000921.SZ,X000800.SZ,X600183.SH,X601799.SH,X600418.SH,X000988.SZ,X002074.SZ,X002007.SZ,X600566.SH,X002085.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.257379042575646,0,0.143013730262659,0.135096379691686,0,0,0.133639001993625,0,0,0,0,0,0,0,0,0.0168204585497425,0,0,0,0.0119317450700824,0,0,0,-0.0782706106013992,0,0,0,0,0,0,0,0.0623391984038492,0,0,-0.0245240872097398,0,0,0,0,0,0,0.0158338146899637,0,0,0,0,0,0,0,-0.0136994658962804,0.00611417210567571,0,0,0,0,0,0
X000858.SZ,0,0,0.0423197300919706,0,0,0.466808001170539,0,0,0,0,0,0,0,0,0,0,0,0,0.00976349958017148,0,0,0,0,0,0.0573480628003135,0,0,0,0.0507223048392566,0,0,0,0,-1.73472347597681e-18,0,0.0453089606115799,0,-0.0221651253562155,0,0,0,0,0.00234258402534919,0,0,0,0,0,0,0.00977629338977671,0,-0.0203830647528092,-0.034022537013997,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0336263958340928,0,0,0.0664548940245157,0.0284893909716921,0,0,0.214221591574353,0,0,0.258299534172285,0,0.24419259448118,0,0,0,0.174081956867418,0,0,0,0,0,0,0,0.0400358406169052,0,0,0,0,0,0,0,0,0,0,0,0,-0.153380492756797,0.077765159029463,0,0,0,0,0,0.00219864642270109,0,-0.0268066382363429,0,0.00300269113488827,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.000116536934137986,0,0,0,0,0,0.182303891831335,0.0682107090606617,0,0,0,0,0,0,0,0.0297889509430325,0,-0.0500369588629972,0,0.0255327205610773,0,0.179328086666271,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.0391686124935359,0,0,0,0.0829174466533629,0.000685576160252372,0,0,-1.0842021724855e-19,0,0,0,0,0,-0.0201718273902823,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928685026868921,0,0,0.307340415905558,0,0,0,0.217856556409392,0.248221228578958,-4.33680868994202e-19,0.000237263098074147,0,0,0,0,0,0,0.0842480014231942,0,-8.67361737988404e-19,0,0,0.0741424116426987,-0.0502437624600625,-0.0721054937572397,-0.0141880538358353,-2.16840434497101e-19,0,0,0,0,0,0
X000568.SZ,0,0.692460284441441,0,0,0,0,0,0,-0.0153099273823031,-0.00296175602415547,0,0,0,0,0,0.124853840280932,0,0,0,0,0.168218209410277,0,0,0,-0.0955592370927322,0,0.00801165694082234,0,-0.047465729698837,0.0660528528806594,0,0,0,0,0,0.0513762557378536,0,0,0,0,-0.0358748996588693,0,0,0,0,0,0,0,0,0,0,0,0.00973519547744289,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.057938198645436,0,0,0,0,0,0,0,0.0589045392087776,0.0574983692298018,0,0,0,0,0.013146337985166,0,0,0,0,0,0,-0.071776418413996,0,0,0,0,0.0030613376849422,0,0.0619509944940242,0.016730312348554,0,0,0,0.20898341381362,0,0,0,0,0.00521484821277274,0,0,0,-0.0666038552369124,0,-0.0163431396143419,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.130564516114731,0,0,0.0663857434999839,0,0,0,0,0.143174811960856,0,0,0.0646061018118977,-2.16840434497101e-19,0,0,0,0,0,0,-0.00808762334653214,-0.0286557120914215,0,0.0824076862684784,0,0,-0.093861610533893,0,0,0,0,0,0.11854862455501,0,0,0,0,0,0,0,0,-0.0813258760706137,-0.0495648502268649,-0.0102013250186928,0.00766388661799229,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.125604742808158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105912737592231,0,-0.180022406447272,0.183255706943105,-0.119983667187535,0,0,-0.0160263854116888,0,0.451791792380272,0,0,0.0538581248753533,0,0,0,0,0,0,0,0,0.154387258438885,0.129308661442367,1.0842021724855e-19,-0.0305830501103145,0,0,0,0,0,-0.0395273043004811,0,-0.200049934253965,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.271033935951387,0,0,-0.0272184435312823,0,0,0,0,0,0,0,0,0,0.072326799571435,0,-0.0256315838555642,0,0.0976068617314579,0.0070474269756573,0,0,0,0,0,0.0123260789703983,0,0,0,0,0,0,0,0,0,0,0.260212679268921,0.0717894725716564,0,0,-0.139528929670378,0,0.231888525915806,0,0.284760704137089,0,0.0306842507461921,-0.0101104867267151,-0.0804497574633058,0.0434636986652886,0,0,0,0,0
X600104.SH,0,0.0016701008412456,0.0375915373964129,0.00342429553084427,0,0,0,0,0.0175356001288869,0,0,0,0,0.050560682425366,0,0,0,0,0.0145913498648105,0,0,0.0272336098108439,0,0,0,0,0,0,0,0,0,0,0.0234417562469913,0.0606504893701537,0,0,0,-0.0247739667148506,0,0,0.00707691165021131,0,1.0842021724855e-19,0,0,0,0.000919249913069836,0,0.0637811270346268,0.00566131445269251,0,-0.00503467982674543,0,0,0,0,0,0,0
X000625.SZ,0.0737052822064328,0,0,0,0.18500298298274,0,0,0,0,0,0,0,0,0,0,0,0.0573924385042965,0,0,0,0,0.107087534209851,0,0,0,0,0,0,0,0,0.0877814575738792,0,0,0,0,0,0,0,0,0,0,0,0.103518366732024,2.16840434497101e-19,0.484563137280857,0,0,0,0.111143243627683,-0.0211734420789557,0,0,-0.0490304671727966,0,0,0,0,0,0
X300124.SZ,0,-0.0347671113083626,0,0,-0.0296324798912778,0,0,0,0,0,0,0,0,0,0,0,0,-0.0323042537760614,0,0,0,0,0,0,0,-0.032587540099812,0,0,0,0,0.125728937659093,0,0,-0.0362881292749915,0,-0.0402064925794084,0,-0.124084371263656,0,0,-0.0355273008431153,0,0.0512494537888162,0.19719440174946,0,0.283279813622641,-0.141088219817979,0.195744429890107,0.142764672104602,0,0,0,-0.021452787897108,0,0,0,0,0,0
X002371.SZ,0,0.200406650054377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295359761715274,0.055583066216587,0,0,0,0,0,0,0,0,0,-0.0706213444608831,0,0,0,0.014135357968958,0,0.182069008434047,0,0,0,0,0.0432274019082692,0,0.0581582439286613,0,0,0.0309433322576437,-0.0979562846875597,0,0.0468226503211237,-0.0245634746209726,0.024330629286949,-0.0193613100716812,0.0607445006570821,0,0,0,0,0,0
X000725.SZ,0,0,0,0.203088173550889,0,0,0,0,-0.0426343393562855,0.0343179344859679,0,0,0,0,0,0,0,0,0,0,0.250109366327162,0,0,0,0.168225414449155,0.0939565055733562,0.014480433798376,0.166609294412349,-0.150904043678481,0,0,0,0,0,0,-0.00106934596514184,0,0.0749791350808462,0,0,-0.0169814336697646,0,0,0,0,0,0,0,0,0.00623725196434266,0,0,0,0,0,0,0,0,0
