,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X600276.SH,X002475.SZ,X600104.SH,X000651.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002371.SZ,X300124.SZ,X002129.SZ,X300014.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X002049.SZ,X000596.SZ,X600703.SH,X300142.SZ,X002179.SZ,X000625.SZ,X600089.SH,X601877.SH,X000100.SZ,X600741.SH,X000661.SZ,X600460.SH,X000157.SZ,X002180.SZ,X002236.SZ,X600522.SH,X600702.SH,X600884.SH,X000799.SZ,X000733.SZ,X002074.SZ,X600584.SH,X002432.SZ,X600779.SH,X000800.SZ,X000977.SZ,X600183.SH,X002414.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.157356608813355,0.0292319024207702,0.0839999847701892,0.129171526996026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177930329469485,0,0,0,0,0,0,0,0,-0.0283782915936253,-0.00359187132170878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683351216485001,0,0,0.135689619982243,0,0,-0.0360221319244998,0,0,0,0,0,0
X000858.SZ,0,0,0,0.047395266812134,0.17332772937825,0.28296582451345,0.132611476692793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118646770261136,0,0,0,0.0516202134202334,0,0,0,0,0.0312501281711038,0,0,0,0,-0.00428785156726603,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0609147757928551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090907374622401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901905932453173,0,0,0.0881422736902593,0.00220870423078565,0,0,0.0652713720804833,0,0.00944391810145597,0,0,0.318742032538175,0,0,0,0.0312618503231385,0,0.0115316224612611,0,0,0,0,0,0
X600809.SH,0,0.123225292582379,0,0,0.721904118678522,0,0,0,0,0,0,0,0,0,0.00331002076395557,0,0,0,0,0,0,0,0,0,-0.0167694534610515,0.102929797643371,0,0,0,0,0,0,0,0,0,0,0.0408403507195235,0.0999153379882468,0,0,0.0636510747202104,0,0,-0.0223339856288527,0,0,0,0,0,0,0,0.0109394048647876,0,0,0,0,0,0,0
X000568.SZ,0.214374280807155,0.246727973597544,0,0.0273639834177232,0,0,0,0,0,0,0,0,0,0,0.0480911397329549,0,0,0,0.0311150744989796,0,0,0,0.171889988762001,0,0,0,0,0,0,0,0,0,0,0,0.0441161489614078,0,0,0.00371982892975339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050143903891617,0,0,0,0,0,0
X600690.SH,0,0.362974881856408,0,0,0,0,0,0.145017855123825,0,0,0,0,0,0,0,0,0,0.0404758952828087,0,0,0.0704861655165219,0,0,0,0,0,0,0,0,0.052997072018412,0.14463081567655,0,0,0,0,0,0,0,0,0,0,0,0.0104659513915834,0,0,0,0,0,0,0,0,-0.012093058223126,-0.0110210959865238,0,0,0,0,0,0
X002304.SZ,0.165035838711327,0,0,0.0271693242809828,0,0,0,0,0,0,0,0,0.0960793495357128,0,-0.0969589393138219,0.189831248436491,0.0875899754281003,0,0,0,0,0,0.274133038267107,0,-0.0118871907856042,0,0,0,0,0,0,0,0,0,0,0,0,0.118530266591143,0,0.10663155708013,0,0,0,0,0,0,0.0838714213972336,0,0.0223902159133384,0,0,-0.0236086221789042,0,0,0,0,0.0359489585292219,0,0
X600276.SH,0,0,0,0,0,0.162618750545643,0,0,0,0,0,0,0,-0.0508371404390388,-0.00693353604782554,0,0,0,0.181232244589919,0,0,0.00547425271899802,0,0,0,0,0,0,0,0,0,0.0640961046183038,0,0,0,0.0159444105364854,0,0,0.0303801987084818,0.148777048292965,0,0,0,0.0614462079803765,0,0,0,0,0,0,0,0,-0.0136736626219373,0.168216136350347,0,0,0,0,0
X002475.SZ,0,0,0,-0.0491660248890709,0.155722936629879,0.0543696753670925,0,0,0,0,0,0,-0.290676174498974,0,0.19278173923078,0,0,0,0,0.369465312138732,0,0,0,0,0,0,0,-0.0772401009478288,0,0,0,0,0,-0.0318778824730123,0,0,0.134070218758004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043088626541971,-0.0104241139812887,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.145227712011979,0,0,0,0,0,0.0507422497496066,0.0570050746328045,0,0,0,0,0,0,0.100069144431277,0,0,0,0,0,0.0474625343447888,0,0,0,0,0,0,0,0.0281801544431206,0,0.0114155224575905,0,0,0,0,0,0.0239595921786004,0,0,0.0757764784114977,0,0,0,0.00871962554264696,0,0,0,0,0,0,0,0,0
