,X600519.SH,X002415.SZ,X600104.SH,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X002236.SZ,X000568.SZ,X600741.SH,X002475.SZ,X000338.SZ,X600031.SH,X002008.SZ,X002456.SZ,X000625.SZ,X600487.SH,X300124.SZ,X600066.SH,X601877.SH,X002241.SZ,X000100.SZ,X300003.SZ,X600809.SH,X002294.SZ,X600867.SH,X600271.SH,X300136.SZ,X600522.SH,X002508.SZ,X000050.SZ,X600566.SH,X600089.SH,X000981.SZ,X000157.SZ,X600498.SH,X600177.SH,X600707.SH,X000596.SZ,X002085.SZ,X002180.SZ,X300142.SZ,X002179.SZ,X600699.SH,X600584.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.41123253125273,0.351189392243486,0,0,0,0,0,-0.0976854668180932,0,0,0,0,0.0278962310199379,0,0,0,0,-0.0694692622847356,0,0,0,0,0,-0.0534550088934319,0,0,0,0,0,0,0,0.107944409480815,0,0,0,0,0,0,0.0350238571631647,0,0,0.0199176580599626,0,0,0,0,0,0.00543824354055289,-3.46944695195361e-18,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.0738799509959707,0,0,0.280458823373303,0.117462025316655,0.0755726279873712,0,0,0,0.0695209691768785,0.0173015774390624,0.126839261638986,0,0,0.241062358244943,0,0,0,0,0,0,0,0,0,0,0.146828004121663,0,0,0,0,0,0.205501911583056,0,0,0,0,0,0,0,-0.0260576712498379,0,0,0,0,0,-0.00904216884525694,0,-0.0704959823488035,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0770082953446124,0,0,0,0.00644573064193516,0.145199372426642,0,0,0,0,0,-0.147589770117279,0,0,0.128189219757213,0,0,0,0,-0.0902328340786382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211192161855121,0,0,0,-0.0287769635101867,0,0,-0.0232039778721838,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.419586751031381,0,0.00773074579314677,0,0.0600829696712988,0.108977784349621,0,0,0,0,0,0,0.0981167626229153,0,0,0,0,0,0,0,0,0,0,0,0,0.000538287000141137,0,-0.0588326288442434,0,0.138144402911538,0,0,0,0,0,0,0,0,0,0,0,0.0980486347665891,0,0,0,-0.0518969885539821,0,0.00319931315071523,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.400386145914553,0,0,0,0.128889279736406,0,0,0,0,0.537523883785873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141089878099916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186547024183788,0.0492179006366183,0,0,0,-0.0146525132395203,0,0,0,0,0,0
X600276.SH,0,0.0513451452262479,0,0,0.0459005034012879,0,0,0,0.0688160851405396,0.0558515719218612,0.0533177148399729,0,0,0,0,0,0,0,0,0,0.164592073739955,0,0,0,0,0,0,0.0395456939133193,0,0.0816698723732852,0,0,0,0.185374689299258,0,0,0,0,0,0,0,0,0,0,0.0069640927185871,0,0,0,0,0.00623388372418613,0,0.00435878244820652,0,0.131571820376806,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.370310340252149,0.0275222192853295,0,0,0,0,0,0.0903160032642264,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.118974292346915,0,0,0.0295904663868719,0.117115397170574,0,0.0212758304770988,0,0,0.0171875355479257,0,0,0,0.245202895993402,0,0,0.0551464811914913,0,0,0,0,0,0.160060858905714,0,0,-0.00411746307931898,0,0,0,0,0,0,0
X002304.SZ,0.0344719650829927,0,0,0,0.120553953624031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375762616022723,0,0,0,0,-0.104917294887568,0,0,-0.0171070753380562,0,0,0,0,0.422065194437385,0,0,0,0,0,0,0,0,0.217954585110132,0,0,0,0,0.0839512450822597,0,0.0238227967746127,0,0.000291727314870503,0.00128077871785115,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.374867049979742,0,0,0,0,-0.0833824750869516,0,0,0,0,-0.0308037993442554,0.0943332257901998,-0.0391912962451481,0,0.161263000869987,0,0,0,0.172940741565161,0.0822760267514434,0,0,0,0,0.241334184635131,0,0,0,0,0.0524773285127018,0,0,0,0.384992725128082,0,0,0,0.157966645597612,-0.0370300590125528,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0302879120048602,0.407336190410339,0.145324495599686,0,0,0,0,0,0,0,0.0820680739686526,0,0,0,0,0,0,-0.0987956191789754,-0.00110172616066659,0,0,0.0276635620576984,0,0,0,0,0.060712682049342,0,0,0,0.150911815913605,0,0,0,0,0,0,0,0,0.0578575581749788,0,0,0,0,0.0456424067167415,0,0,0,0,0.00587885539269124,0,0,0,0,0,0
X600703.SH,0,0.134588980240928,0,0,0.0784846589621873,0,0,0,0,0,0,0.397182300878498,0,0,0,-0.0787486396119367,0,0.156584650721678,0,0,0.0294735822453884,0,0,0,0,0,0,0,0,0,0,0.00287654657033359,0.24953926003738,0,0,0,0,0,0,0,0,0,0,0,0,0.110045362982872,0,0,0.0102272166303346,0.169975731425198,0,-0.000304922076906711,-0.0253980058073719,0,0,0,0,0,0
X002236.SZ,0,0,0,0.220427113585244,0.306846431380372,0,0,0,-0.0189586054953021,0,0.115333349139754,0,-8.67361737988404e-19,0,0,0.332380911315046,0.0987577312679045,0.0952154920566019,0.130210206190882,0,0,0,0,0,0,0,0,0,-0.0451838479259802,0,0,0.0478799943905267,0,0,0,0,0,-0.221708970475738,0,0,0,0,0,0,0.111064035576774,0,0,0,0,0,0,0.00936637026495315,-8.67361737988404e-19,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.491305616464439,0,-0.00723494359297375,0,0,0,0,0.00499223063817735,0,0,0,0,0,0.0732446213954572,0,0,0,0,0,-0.0273666454030929,0.084140304346015,0,0,0.0183403102333195,0,0,0,0.0654686188228334,-0.0482848688403787,0,0,0,0,0,0,0,0,0,0.276890370224342,0,0,0,0,0,0,1.73472347597681e-18,0,-0.000619573663144965,0,0,0,0,0,0,0
