,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600066.SH,X600741.SH,X600703.SH,X000568.SZ,X002236.SZ,X600271.SH,X000100.SZ,X600031.SH,X002241.SZ,X600118.SH,X600177.SH,X002292.SZ,X002475.SZ,X600372.SH,X000338.SZ,X002007.SZ,X000559.SZ,X002456.SZ,X300003.SZ,X000157.SZ,X002506.SZ,X002074.SZ,X002180.SZ,X600867.SH,X002426.SZ,X600522.SH,X002294.SZ,X002508.SZ,X000981.SZ,X600089.SH,X300124.SZ,X002085.SZ,X000869.SZ,X601877.SH,X002465.SZ,X000050.SZ,X002179.SZ,X600498.SH,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.318746209755235,0,0.0354127757482333,0,0,0,0,0.30994080890234,0,0,0,0,0,0.0532304933097405,0,0,0,-0.0569863320226776,0,0,0,0,0.0359278371519783,0,0,0,0,0,0,0,0.107760424002186,0.0471796046927954,0,-0.109995825912448,-0.0330266807236973,0,-0.18650693956282,0,0,0.195478310267154,0,0,0,0,0,0,0,0,0,0.0145477718747809,0,0,0,0,0,0,0
X600104.SH,0.129226879684941,0,0,0,-3.46944695195361e-18,0,0,0.243370438327348,0.0692448216249072,0,0,0.0785499004932232,0,0,0,0,0,0,0,0,0,-0.0947940595123605,0,0,0,-0.0270342822215201,0.035773313653803,0,0,0,-0.0559097271269548,0,0,0,0,0,0,0,0,0,0.0261741403696872,0,0,0,0,0,0,0.101313434069801,0,0,0.0188730442961416,0,0,0,0,0,0,0
X002415.SZ,0.0261601037596171,0,0,0,0,0,0,0,0.0585023551327779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117780144666614,0,0,0.110505333580986,0,0,0,0,0,5.98256704847575e-06,0,0,0,0,0,0.0859264071222356,0,0,0,0.0212806437732461,0.159541937124222,0,0,0,0,0.139968932008281,0,0,0.0277310103688506,-6.93889390390723e-18,0,0,0,0,0,0
X000858.SZ,0.220763634302218,0,0,0,0.312772971743205,0.0546983241375193,0,0,0.163630434084029,0,0,0.0673737131762305,0,0.22684153240283,0,0,0,0,0,0,0,0,0,-0.0359167818735627,0,0,0,0,0,0,0,0,-0.0448484735648505,0,0,0,0,0,0,0,0,0.0604111660060237,0.192017551517192,0,0,0,0,0.0106883666200238,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.0275474133430057,0,0,0.617699609985266,0,0,0,0,0,0,0,0,0,0.0299329620538239,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00578990877517735,0.147586004432198,0,0,0,-0.0273261008019864,0,-0.036280522235157,0,0,0,0,0,0,0.0382791056634968,0,0.0805749777701792,0,-0.0558353756705592,0,0,0,0,0.0439292538087931,0.0238498225024741,0,0,0,0,0,0
X600276.SH,0,0,0,0.0216627411329828,0,0,0,0,0.22217831035498,0,0.0802105363857431,0,0,0,0.0225244791139641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166433151131959,-0.02871892447702,0,0.0140938623736213,-0.00406044128890954,0,0.0273757418902929,-0.0215310205892877,0,0,0,0,0,0,-0.0186456372851907,0,0,0,0,0.00153352195972628,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0732396790424108,0,0,0,0.213139337763593,0.0203622658667913,0.0352753336453111,0,0,0,0,0.0561744060253236,0.187960031590699,0,0.0287672603532198,0,0,0,0,0,0,0,0,-0.0502045644357783,0,0,0,0,0,0,0,0,0.174428879204933,0.102738088525597,0,0,0,0,-0.0339189075884035,0.025109019582786,0,0,0,0,0,0
X000625.SZ,0,0.686975368303032,0,0,0,0,0,0,0,0,0,0.0688517767264102,0,0,0,0,0,0,0.201312514017653,0,0,0,0,0,0,0.0781543022348914,-0.374844648964757,0.0501533587994602,0,0,0.123104103043402,0,0,0,0.0787739299168456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948342891396275,0,0,0,0.138368408045796,0,0
X600690.SH,0,0,0.142325854380907,0.108892310051569,0,0,0,0,0,0,0,0,0,-0.0694061570698108,0,0,0,0,0,0,0,0,0,0,0,0.0391560231089911,0,0,0,0,0,0,0.053182767160181,0,0,0,0,0.239838820845651,0,0,0,0,0.0465432326929983,0,0,0.110783237976206,0.0376309973560023,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.174911421276103,0,0,0,0,0.0402690809435916,0,0,0,0,0,0,0,0,0,0,0,0,0.0596442108831751,0,0,0,0.034470294686333,0,0.153528307022073,0,0,0,0,0,0,0,0,0,0.00711315384946552,0.118777839429953,0,0,0,0,0,0,0.00467474941295223,0.030469959092055,0,0,0,0,0.0489463295869742,0,0,0,0,0,0
