,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X002304.SZ,X600031.SH,X600690.SH,X000338.SZ,X000568.SZ,X000661.SZ,X600703.SH,X600741.SH,X000100.SZ,X600809.SH,X002371.SZ,X002241.SZ,X300014.SZ,X300003.SZ,X000596.SZ,X002236.SZ,X002007.SZ,X601877.SH,X000977.SZ,X600183.SH,X300124.SZ,X000157.SZ,X002129.SZ,X000625.SZ,X600118.SH,X300142.SZ,X002456.SZ,X600584.SH,X600271.SH,X002008.SZ,X000066.SZ,X002179.SZ,X300136.SZ,X002180.SZ,X002463.SZ,X600699.SH,X002414.SZ,X600177.SH,X002049.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0334179565119899,0.0226508463488485,0,0,0,0,0,0,0,0,0,0,-0.044019964343953,0,0,0,0,0,0.103619134764755,0,0,0,0.204259951896715,0.196436687703508,0,0,0,0,0,0,0,0,0,0,0.0587894320416553,0,0,0,0,0,0,0,0,-0.0913423864135544,0.11430393687548,0,0,0,-0.0789560812745269,0,0,-0.0859021593267354,0,0,0,-0.0881825950939256,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.056060550381814,0,0,0,0,0,0.569436232335668,0,0,0,0,0,0.0458134473355649,0,0,0,0.0522823316124953,0.0135237191463464,0,0,0,0,0,0,0,0.0223860230824048,0,0.0681482902339502,0,0,0,0,0.000224268712520359,0,0,0,0,0.0611029234801137,0,0,0,0,0,0,0,0,0,0,0.0235657643562282,0,0
X600276.SH,0.162299018563725,0,0,0,0,0,0,0,0,0,0,0,0.0405603475475528,0,0,0.100893349492953,0,0,0,0.0742599686174948,0.0633332770913444,0,0,0.162316751274159,0,0,0.111433918241058,0,-0.0998466225799124,0,0,0,0,0,0,0,-0.033001764211325,0,0,0,0,0,0,0,0,0,0.0159958191308304,0,0,0,0,0.0225978887506183,-0.00830917703196351,0,0,0,-0.0029179105159264,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.202129491639236,0,0,3.46944695195361e-18,0,0,0,0,1.38777878078145e-17,0,0,0,0.0554995152523964,0,0.0371329070193918,0,0,0,0,0,0,0,0.048841844281188,0,0,0,0,0,0,0,0,0,0.126869267294137,0.132431994980203,0,0.0208785518329021,0,0,0,0,0,0,0.0122924978843941,0,0,0,0,0,0
X002415.SZ,0,0,-0.0139705988784807,0,0,0,0,0,0,0,0,0,0,0,0.0775515898155492,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.299621448446235,-0.0112547826593433,0,0,0,0.237869062585349,0,0,0.0400770606664006,0,0,0,0,0,0.224960678853086,0,0,0,0,0,0,0.0677894847631112,0,0,0,0,0,0.0328404079228808,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.223599553308582,2.16840434497101e-19,0,0,0,0,0,0,4.33680868994202e-19,0.221432192070735,0.000201085189010205,0,0,0,0,0,0,0,0,0,0.0520994995657618,0.139139289651989,1.73472347597681e-18,0.100976306231923,0,0,0,0,0,0,0,0,0,0,0,0.0202967891836663,0,0,0,0,0,0,0,0,0,0,0.00829307689544988,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.201421500869768,0,0.0858178030211733,0,0,-6.93889390390723e-18,0.241719410461853,0.0801261135645995,0,0,0,0,0,0,0,0,0,0,0,0,0.0487865682799491,0.015793897019373,0,0,0.0919660259948269,0,0,0.0836562189662396,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.0046315076672456,0,0,0,0.0359621942559306,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320227480481515,0,0,0,0,0.0349638094847288,0.12490561898967,0.0241879739638011,0,0,0,0,0,0,0,0,0,0.0806915611899767,0,0,0,0,1.73472347597681e-18,0.152765317934215,0,0,0,0.225236226788383,0,0,0.0869181031095665,0,0,0,0,0,-0.0420324583065429,0.0500622028477047,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930532970600825,0,0.403246171449738,0,0.0271961880154258,0,0,0,0,0,0,0,0,0,0.106175409750962,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.00604846170928221,0,0.0787429184333349,0.0321830633812843,0.0358477520834033,0,0,0,0,0,0,0,0,0,0,0,0.0461277233723093,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.237962509093687,0,0,0,0,0,0,0,0,0,0,0,0.0731549250299113,0,0,0,0,0,0,0,0,0,0,0,0.130220418708736,1.73472347597681e-18,0,0,0.0997799998045605,0,0.0241885488292696,0,0.0351210685379104,0.0301865111612091,0,0,0,0.219943756211665,0,0.0286257339958089,0,0,0,0,-1.73472347597681e-18,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939764430085974,0.150689146778224,0,0,0,0.0410551002331962,0,0.0248497837709289,0,0,0,0.239451478177431,0,0,0,0,0,0,0.0550089451298862,0,0.0183172646469753,0,0,0,0,0.155682240737989,0,0,0,0,0,0,0,0,0,0.0168075264982511,0,0,0,0,0,0,0,0.0433724716250012,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.195888938311033,0,0,0,0,0,0,0,0,0,0.050742346901722,0.0754254307942271,0,0,0.11068063943584,0,0,0,0,0,0,0.395007774415224,0,0,0,0,0,-3.3881317890172e-21,0,0,0.0140394512965384,0,0,0,0,0,0,0,0,0,0,0,0.00482737741770096,0,0,0,-1.73472347597681e-18,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107913592002548,0,0.0441839159566387,0.0971436073238143,0.119510742399307,0,0,0,0,0,0,0.0859256658642731,0.0344304191671921,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0331960272144766,0,0.241873895895509,0,0,8.67361737988404e-19,0,0,-0.0273306646038422,0,0,0,0,-0.0126977854154053,0,0
X000338.SZ,0,0,0,0,0,0.132773310116288,0,0,0,0,0.150785742319647,0.238214565041323,0,0,0,0,0,0,0.0854346094441398,0,0.142307419661335,0,-0.0524470871043054,0,0,0,0.178157942726331,0,0,0,0,0,0,0,0,0.109770395459796,0,0,0,0,0,0,0,0,0,-0.00300322964209412,-0.0585928405972657,0,0,0,0,-0.040394298147493,-0.0028837382851235,0,0,0,0,0,0
X000568.SZ,0,0.287665522193255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326629235560336,0,0,0,0,0,0,0,0,0,0.0430458292391354,0,0,0,0.0257339543124377,0,0,0,0,0,0,0,0,0,0,0,0.0934109529689432,0,0,0,0.00166655027684126,0,0,-0.0326122352059958,0,0,0,0,0,0
X000661.SZ,0.293385048166663,0,0,0,0,0,0,0,-0.0392182430455241,0,0,0,0,0,0,0,0,0,0,0.28182958365584,0,0,0,0.0802372966530292,0.124859283730772,0,0,0,0,0,0,0,0,0.0650341254427717,0,0,0,0,0,0,0,0,0,0.128450925699849,0,0.00183130984207761,0.176339166419279,0,0,0,0,0,0,0,0,0,0.0496166469497239,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.037499081939723,0,0,0,0,0,0,0,0,0,0,0,0.053304990099999,0.0451226325748285,0,0,0,0,0,0,0.0718255504595969,0,0,0,0,-0.118755541830668,0,0,0.398904506719623,0.134179207213371,0,0,0,0,0,0,0.0455316598538771,0,-0.105343847292258,0.256263248372197,0,0,0,0,0.0285476223858464,0,0,0,-0.0104540514058151,0,0
X600741.SH,0,0,0,0,0,0,0.174072150811092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448552969507612,0,0,0,0,0.200020202309799,0,0,4.33680868994202e-19,-0.0091267433242041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210400753164717,-0.0131530824289587,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.449305367444726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00210462378973254,0,0,0,0,-0.133975908357288,0.0998643441393865,-0.116785157734318,0.141488546617836,0,0,0,0.360562570505679,0,0,0,0,0,0,0,0,0,0,0.111696633817601,0,0,0.0138412416796424,0,0,0,1.73472347597681e-18,0,0
X600809.SH,0,0,0.0911419901207471,0,0,0,0,0,0,0,0,0,0,0,0.579974812339565,0.082210887329661,0,0,0,0,0,0,0.011257223123255,0,0.0440844251006287,0,-1.73472347597681e-18,0,0,0.125777449833973,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105830628855358,-0.0265034683631269,0,0,0,-0.0193909156590242,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466063632931595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20625815842854,0.0378560702451688,0,0,0.260306690555952,0,0.167752888500154,0,0,0,0.0511980938771016,0,0.144475249738561,0,0,0,-0.0140996064922325,0,0,0,1.0842021724855e-19,0,0
X002241.SZ,0,0,0,0,0,0,0.367689710084149,0,0,0,0,0,0,0,0,0.109929091345131,0.279272471047983,0,0,0,0,0,0,0,0,0,0.00538367779531903,-0.0112900725256482,0.051731947317575,0,0,0,0,0,0,0,0,0,0,0.150303742471036,0,0,0.156186421114316,0,0,0,0,0,0,0,0,0,-0.00513442222328963,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0.319819877117887,0,0,0,0,0,0.140039118688738,0,0,-0.317733441898145,0,0,0.311465263778059,0,0,0,0,0,0,0,0.0746503050243872,0,0,0,0,0,-0.0658676063609462,0,0,0,0.140123130131395,0,0,0,0,0,0,0.266829881336175,0,0,0,0,0,0,-0.119339963201909,0.0260612424859293,0,0,0,0,0,0,0
X300003.SZ,0,0,0.227226119733519,0,0,0,0,0,0,0,0,0,0,0,0.0478777377142061,0,0,0,0,0,0,0,0,0,0.0837096121051886,0,0,0,0,0,0,0,0,0,-0.194941694230393,0,-8.67361737988404e-19,0,0,0,0.322708869146628,0,-0.110406231155855,0,0,0,0,0,0,0,0.0975171884894449,0,0.0805813753323635,0,0,0,0.14641719583837,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,0,0,0.23665841410049,0,0,0,0.0687127947019837,0,0,0,0.218524784549156,0,0,0,0,0,0,0,0,0,0,0,0.0409589793921683,0,0,0,0,0.00731113118697074,0.0776437639242919,0,0,0,0,0,0.0635811736245156,0,0,0,0,0,0,0,-0.0103471608701465,0,0,0,0,0.0531130011693547,0,0
