,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X002371.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002304.SZ,X002241.SZ,X000100.SZ,X600418.SH,X000596.SZ,X300014.SZ,X002179.SZ,X002463.SZ,X000977.SZ,X600183.SH,X600584.SH,X000157.SZ,X600066.SH,X002028.SZ,X600089.SH,X600703.SH,X600372.SH,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X600522.SH,X000921.SZ,X002156.SZ,X000066.SZ,X600460.SH,X600839.SH,X000988.SZ,X002456.SZ,X000800.SZ,X600487.SH,X002281.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.196391676296631,0,0,0,0,0,0.141156986033633,0,-0.00124185408602078,0.0409926985203015,0,0.143021135906776,0.0489574460374421,0,0,0,0,0,0,0,0.00685857761206349,0.0599574307632011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000581704692606072,0,0,0,-0.014522107431156,0,0,0,0,0,-0.0045081231273726,0,0,-0.0500509216929975,0,0.00681255664602044,-0.00304217572782765,0,0,0,0,0,0
X000858.SZ,0.178404091690312,0,0.112005953820321,0,0,0,0,0,0,0,0,0,0.446951784081522,0,0,0,0,0,0,0,0,0,0.13489508777835,0,0,0,-0.0695190810191869,0.0283607067834192,0.0113482024011769,0,0,0,0,0,0,0,0,0,0,0,0,0.0254307339566606,-0.015186773866897,0,0.0219849460313079,0,-0.0307723196750215,0,0,0,-0.0182284195861489,0,-0.00596371125787189,0,0,0,0,0,0
X002475.SZ,0,0.064765249625393,0,0,0,0,0.027532614640382,0,0,0.0952558439602557,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.276288126231417,0,0,0,0.330095115238599,0,-0.0241125562555333,0,0,0,0.00379015475129039,0,0,0,0,0,0,0,0,0,0,0,-0.057057414383724,-0.00955263909479043,0,0.0931303512019282,0,0,0,0,0,0,0,0.0207581334832615,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0376742404937608,0.0504157977787787,0,0,-0.137798281011527,0,0,0,0.116546595899993,0.0602281693107972,0,6.93889390390723e-18,0,0.00347479513356852,0.0147143528366635,0,0,0,0,0,0,0.122511559923162,0,0,0,0,0,0,0,0,0,0,0,0.118227651315634,0,0,0,0,0.0199675870902705,0,0,0,-1.0842021724855e-19,0.00323331145395184,0.148107667490086,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0893398803122444,0.0573336376226625,0,0.105250690525333,0,0.0466842070861775,0,0.0118623630384785,0,0,0,0,0,0,0,0,0.0796012890325583,0,0,0.0191256336983918,0,0.0637087134441087,0,0,0,0,0,0,0,0,0.0208528418716938,0,0,-0.0281670194664851,0,0,0,0,0,0,0,0,-0.000723465937303237,0,0,-0.00481755663583369,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.00629784109468381,0,0,0,0,0,0.0578527060916776,0,0,0,0,0,0,0,0,0,0,0,0.279593088026992,0,0.00312023261495485,0.043529325932014,0.16015701578578,0,0,0,0,0,0,0,0,0.364473516481844,0,0,-0.0222402074390439,0,0,0,0,0,-0.0086753194400942,0,0.00120644392688624,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.124317944818142,0,0,0,0,0,0,0,0,0,0,-0.0169704353610036,-0.128584514765549,0,0,0,0,0,0,0,0,0.163507427514931,0,0,0,0,0,0,0,0,0,0.214139566239625,-0.0357637466107102,-0.00645906611784251,0,0,0.0326481104576882,0,0,0,0,0,0,0.001829405041247,0,0,0,0,0,0
X600809.SH,0,0,0,0.00781818991234601,0,0,0,0,0,-0.00681556708126315,0.0374727971192252,0,0.569001055588106,0,0,0,-0.0153052078147275,0,0,0,0,0,0.220426043145923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268926544881987,0,0,0,0,0,0,0,0,0,0.0180337043834555,-0.00705962643749989,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,-0.0131998705283061,0,0,0,0,0.0705526358772904,0,0,0,0,0,0,0.0840188134258587,0,0.213425951808269,0,0,0.273529659839969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108489453955881,0.0126020736358092,0,0,0,-0.167572957994948,0,0,0.0280855830593573,0.00126496395386202,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0551875413253316,0,0,0,0,0.14476407883674,0,0.347462547575011,0,0,0,0,0,0,0.019121331549245,0,0,0.135680088683052,0,0,0,1.22971837144358,0,-0.0663029814513856,0,0,-0.318001905126682,0,-0.302651123494228,0,0.12788602172026,0,0,0,0,0,0,0.0350233608948361,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.114918958312736,0,0,0,0,0.15829214249828,0,0,0,0,0,-0.064056654412267,0,0,0,0,0,0.347106627116875,0.202565780215034,0.0160608906445629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261747244176813,0.346014993061298,-0.10820345458241,0,0.0656338576259121,0,0,0.0504186018407874,-0.0219997317266988,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0.0960343934722901,0,0,-0.00996085638136052,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0232336166718256,0,0,0,0,0,0,0,-0.0671482648562488,0,0,0.159454241985829,0,0,0,0,0,0,0,0,0,0,0,0.0334494096947043,0,0.029215395905217,0,0,0,0.0709123374321438,0,-0.0544145685483523,0.0148967180323764,-0.0614057350481759,0,0.214334692124494,0,0,0,0
X000568.SZ,0,0.374806734565335,0,0,0,0,0,0.208291596167826,0,0,0,0,0,0,0,0,0,0,0.135169377442911,0.023481550070066,0,0,0.256778337485341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336791996409277,0,0.0093279042653469,0,0.0509675533990773,0,0,0,0,-0.0382060623306255,0,0.0158191204556097,-0.0165493814930793,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297899845132289,0.103911808529576,0,0,0,0.0302702024502785,0.0465320026188611,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0851234709375045,-0.0383019474121414,0,0,0.0481120966241997,0.0566319487183136,0,0,0,0.00513479617923791,-0.017771285255988,-0.0179595754356183,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0.0509892962732683,0.133701927512552,0,0.0640155188955323,0,0,0,0,0,0,0,0,-0.0012459016643847,0,0,0,0,0,0.0256030852149639,0,0.0606644728813709,0.160844281919211,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.117737425497824,0,0,0,1.38777878078145e-17,0,0,0.0157213448827246,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.141472363420921,0,0,0.0686275994062587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749692723963071,0.00283509764049966,0,0,0.0909518503979436,0,0,0,0,0,0,0,0,0.287154091832988,0,0,0,0,0,0.0498967107803599,0.0705519613398575,0,0,0,-0.0487867352502383,0.00817237031116208,0.020264250102441,-0.0207284508614801,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273050269459602,0,0,0.11512694838564,0,0,0.0618223229459661,0.0626612438172243,0.101645620036601,0,0,0,0,0.0358472665112818,-0.0788244660403058,0,0.143892876221314,0,0,0,0,0,0,0,0,0,0.128854208375056,0,0.021082864416375,0,4.33680868994202e-19,0.0882665981090289,0,0,0,0,8.67361737988404e-19,0,-0.000459940699630531,0,0,0,0,0,0
X000625.SZ,0,0,0.109362878140437,0,0,0,0,0.180743007073532,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0509517946277118,0,0,0,0,0.0143823364853306,0,0,0,0.0848542149042268,0,0,0,0,0,0,0,0,0,0,0.036302606607134,0,0,0.0298379894050039,0,0.0810374585163411,0.154485964080427,0,0,0,-0.0277557205129128,0.0255214256283984,0,0,0,0,0,0
X002304.SZ,0,0,0.214255175473001,0,0,0,0,0,0,0,0,0,0.456799260267284,0,0,0,0,0,0,0.027352683355811,-0.113440047734239,-0.05529137354557,0,0,0,0,0,0,-0.01689651607444,0,0.0885662493743024,0,0,0,0,0,0,0,-0.104919842488086,0,0.0202585284984668,0,0,0,0,0.0645172746666168,0,0,0,-0.0278046939144042,0,-0.00899449865248309,0,0,0,0,0,0,0
X002241.SZ,0,0,0.275996226468081,0,0,0,0,0,0,0,0.0551171968881246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216685323073835,0,0.258039185366949,0,0.186045282279071,0,0,0,0,0,0,0,0,0,0,0,0.000774466322948374,0,0.0992125561831147,0.0259798952619864,0,0,0.0483082176057734,0,0.0325400147959972,-0.0373025488215879,-0.00174165073231025,0,0,0,0,0,0
X000100.SZ,0,0,0.296647847485644,0,0,0,0,0,0,0,0,0,0,0.269544082133051,0,0,0,0,-0.120558235871044,0,0,0.0772749476691211,0,0,0,0,0,0.0452613181368598,0,0,0.0401491051996648,0,0,0,0,0,0,0,0,0,0,0,0.0868328667230354,-0.105242210193679,0.0272746536139489,0.0708784297609359,0,0,0,0.0342634037656296,0,0,0.00604957284805302,0,0,0,0,0,0
X600418.SH,0,0,0,0,0,0,0,0,0,0.278181864878116,0.0539251513115199,0,0,0,0,0,0,0,0,-0.271325735247048,0,0,0,0,0.088509137488399,0,0.189867364322323,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.133395149391545,0,0,0.068006789045882,0,0,0,0.45041967383719,0,0,-0.0679055044750149,0,-0.0904879596444017,0.0598468484503032,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0.563908437251281,0,0,-0.0831845750767962,0,0.0860803843180011,0,0,0,0.0363025340500675,0.017247291574872,0,0,0,0.0993478648491721,0,0.0291787081430368,0,0,0,0.117109506873118,-0.0728247759758866,0,0.0300388913993151,0,0,0,0,0,0,0,0,0,0.105345916098729,0,0,0,0,0,0,0,0,-0.188022819285201,0,0.00669916211676239,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.0979795079315301,0.0570836691074472,0,0,0,0,0,0,0,0.0256792965878823,0,-0.0816305609833634,0,0.0456951624874153,0,0,0,0,0.0810597243064447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104092954839689,0.0226138255121783,0.0519279480994284,0.109111994688679,0.00463260611257782,0,0,0,0,0,0,0.0138371039345338,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0.00811442054639585,0.0343918242168272,0.167944152233356,0,0,0,0,0,0,0,0,0,0,0.0265225212082726,0,0.0018361302080836,0,0.0267496255614581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11622115338768,0,0,0.142379038988565,0,0,0,-0.0481853696516974,0,-0.00685635302338215,0.0115416241622042,0,0,0,0,0,0
X002463.SZ,0,0,0,0,0,0.103030019983738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0447953828989759,0,0.360115001621416,0,0,0,0,0,0,0.00507049109424843,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.135381870055494,0,0,0,0.238874892762453,0.0898225717595762,0,0.0590423031543055,0.0226984048949104,0,0,0,0,0,0
