,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600104.SH,X600690.SH,X000651.SZ,X000725.SZ,X002371.SZ,X002129.SZ,X600031.SH,X300124.SZ,X003816.SZ,X300014.SZ,X002049.SZ,X002241.SZ,X600703.SH,X000338.SZ,X000063.SZ,X002179.SZ,X000596.SZ,X601877.SH,X000625.SZ,X600460.SH,X600089.SH,X300142.SZ,X000661.SZ,X000100.SZ,X600741.SH,X600522.SH,X600702.SH,X002180.SZ,X000157.SZ,X600884.SH,X002074.SZ,X000733.SZ,X000799.SZ,X002236.SZ,X600584.SH,X600779.SH,X002008.SZ,X600563.SH,X002007.SZ,X000977.SZ,X002414.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.380347676976762,0,0,0,0.0307427688588612,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190027469564613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011552856384415,0,0.0892063006207325,0,0,0,0,0,0,0,-0.0181900021166628,-4.33680868994202e-19,0,0,0,-8.67361737988404e-19,0,0
X000858.SZ,0,0,0,0,0.182494570234549,0,0,0.150866990540774,0,0.120110302632638,0,0,0,0,0,0,0,0,0,0,0,0,0.00436582976868133,0,0.0203270266704893,0,0,0,0,0,0,0,0,0,0.0952079162447115,0,0,0,0.00166883561176547,0,0.017403814667166,0,0,0,0,0,0,0.0831415710636068,0,0.0990407028317962,0,0,0.0234996178452259,0,0,0,0.0362997405288025,0,0
X002415.SZ,0,0,0,0,0,0.136719421429135,0,0.150878073498838,0,0,0,0,0,0,0,0.0670791977352553,0,0,0,0,0,0,0,0,0,0,0,0,-0.100137207487958,-0.0486598264782134,0.0324174613634427,0,0,0,0.00836916814525915,0.0801467864669108,0,0,0,0,0,0,0,0,0,0,0,0.180033783940978,0,0,0,0,0.0161256995297328,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.349977064077196,0,0,0.16579960282569,0,0,0,0,0,0,0,0,0,-0.00764915257585453,0.0454603676859487,0,0,-0.259991242244436,0.0283950280289126,-0.0214967785259255,0,0.0500829482994749,0,0,0,-0.153268669045116,0,0,0,0,0.0819970089196956,0,0,0,0,0,0.0930450238616933,0,0,0,0,0,0,0,0,0,0.0693920330948378,0.0211399502030395,0,0,0,0,0,0,0
X000568.SZ,0.332550820358486,0.128646331573803,0,0,0,0,0,0,0,0,0,0,0.0198129291580692,0,0,0,0,0,0,0,0,0,0,0,0.238242478887486,0,0,0,0,0,0,0,0,0,0,0.0976222448064554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591915100473238,0.0139206481185149,0,0,0,0.0850675930365606,0,0
X002475.SZ,0.0882127170120333,0,0,0,0,0,0,0,0,0,0,0,0.298603761878569,0,0,0,0,0,0,0.386899356925632,0.0172549071382471,0,0,0,0,0,0,0,-0.0590043732765286,-0.0100973248328923,0,0,0,0,0,0,-0.0971094355775641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0050961359630703,0,0,0,0,0.0667491385875673,0,0
X600276.SH,0.146103896413682,0,0.0260326558671902,0,0,0,0,0,0,0.235583680509566,0,0,0,0,0,0,0,0,0,0,0.0143146901724283,0.0465158969090063,0.243305518128231,0,0,0,0,0,-0.0187381015687678,0.0516440383438421,0.0221312848011711,0,0,0,0,0.0260187413227791,0,-0.0288109628020268,0,0,0.0174162027531271,0,0,0,0,0,0,0,0,0,0,0,-0.0495195921361813,0,0,0,-0.077607070978609,0,0
X002304.SZ,0.286205944789167,0,0,0.0661063300150118,0,0,0,0,0,0,0,0,0,0,0,0.222379011470122,0,0,0,0,0,0.0489510174310081,0,0,0.125944444213948,0,0,0,0,0,0,0,0.0831826078319807,0,0.052671088363369,0,0,0,0,0,0,0,0,0.10912311260984,0,0,0,0,0,0,0,-0.0752037324592594,0.084325249527306,0,0,0,0.0163869328080599,0,0
X600104.SH,0,0,0,0,0,0,0,0.0692926636313128,0,0,0,0,0,0,0,0,0.045827024461246,0,0,0,0,0.112310876925467,0,0,0,0,0.0944034865375144,0,0,0,0,0.242485033283833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134531048122326,0,0,0,0,0,0
X600690.SH,0.0517031543114966,0,0,0,0,0,0.00900854069520809,0.123814366812469,0,0,0,0,0,0,0.0593999702161531,0,0,0,0,0,0,0.154703396383044,0.112303109072769,0,0,0,0,0,0,0,0,0,0,0.137388448070428,0.0574275148975315,0,0,0,0,0,0.0905947829871971,0,0,0.0456949080814006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
