,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X600276.SH,X600104.SH,X000651.SZ,X300124.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002129.SZ,X002371.SZ,X300014.SZ,X002241.SZ,X000063.SZ,X002049.SZ,X000596.SZ,X000338.SZ,X002179.SZ,X300142.SZ,X600703.SH,X000625.SZ,X600089.SH,X601877.SH,X000661.SZ,X600741.SH,X600460.SH,X000100.SZ,X002180.SZ,X600522.SH,X000733.SZ,X000157.SZ,X002236.SZ,X600702.SH,X000799.SZ,X600884.SH,X002074.SZ,X002432.SZ,X600183.SH,X600584.SH,X000800.SZ,X601799.SH,X002414.SZ,X000977.SZ,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.18076992236695,0,0.0255575514001846,0,0.143787447245171,0.0363226476123036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267297737898104,0,0,0,0,0,0,0,-0.0162369907749924,0,-0.0457785393627124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394882070865906,0,0.0405282654216315,-0.0215753554190276,0,-0.006135171071362,-0.0318840425226533,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.40908435724048,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0412938680033001,0,0,0.141454784382872,0,0,0,0,0,0,0,0,0,0.0600470272380612,0,0,0,0,0,0,0,0.0527760412404884,0,-0.00848506662108525,0,0,0,0,0,0,0,0,-0.0214323524756585,0.0141393309572949,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0622979744255703,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0894065933587663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927150733111129,0,0,0,0,0.0822695862805855,0,0,0.0690944985862853,0.00975190058398847,0,0,0,0,0,0.328012196863629,0,0.0231423624836267,-2.16840434497101e-19,0.0113762168715826,0,0,0,0,0,0
X600809.SH,0,0,0.154348688519763,0,0.610191515393733,0,0,0,0,0,0,0,0,0,0,0,0.105468490015282,0,-0.062033035073392,0,0.011862845458844,0,0,0,0,0,0,0,0,0,-0.0855368733224733,0,0,0,0.0927633219609716,0.034453508231825,0,0,0.109458150242293,0,0,0,-0.0487518123393885,0,0,0,0,0,0.0141696537957002,0,0.092519483355984,0.00317141698844728,0.013665795728553,0,0,0,0,0,0
X000568.SZ,0,0.180943000435023,0,0.0442265284407557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263109280537657,0,0.242382857233303,0,0,0,0,0,0,0,0,0,0,0,0.118761323057282,0,0,0,0,0.0323340338136995,0,0,0,0,0,0,0,0,0,0,0,0,0.0110936312876301,0.0357765865720803,0,0,0,0,0,0
X600690.SH,0,0.147410230595999,0,0,0.187950528598835,0,0,0,0.214096019210337,0,0,0,0,0,0,0,0,0.0255756528301533,0,0,0,0,0.00591663076038632,0,-0.0428381114604877,0,0.064371548903861,0,0,0,0.188301324789979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747750216389275,-0.0439182327506226,0,0,0,0,0,0,0
X002304.SZ,0.249336135674185,0,0,0.167222189194645,0.0224773755126834,0,0,0,0,0,0,0.0458762086730778,0,0.16660996585191,0,0,-0.113578758573662,0,0,0,0,0.159131278686578,0,0,0,0,0,0,0,0.0501932987062244,0.017833502101428,0,0,0,0,0,0,0,0.24102876142048,0,0,0,0,0,0,0.0111494215534774,0,0,0,0,0.0778775735583778,0,-0.00808574964263284,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284924597980928,0.0466104184398732,0.522493855100229,0,0,0,0,0.0503962232709643,0,0,0,-0.0273821052760698,0,0,0,0,0,0,0.0431923628991371,0,-0.153003026872986,0,0,0,0,0,-0.0215837521611481,0,0,0,0.0180533127349684,0,0,-0.160607548364229,0,-0.0129505009204873,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,-0.122364821264771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117266693219202,0.40090154800637,0,0,0.183880590511325,0,0,0,0.0104601690923493,0,0,0,0,0.116082136397249,0.00453165988472064,0.00675067052563082,0,0.120881838517754,0,0,0,0,0,0.076757210231904,0,0,-0.057681268473026,0.0379971132784383,0,0,0,-0.0455392617989139,0,0
X600104.SH,0,0,0,0,0,0,0.0389993737381211,0,0,0,0,0,0,0.114371640085272,0.0170993448718199,0,0,0,0,0.0113688623304329,0,0,0.0149942251811799,0,0.0051387324799858,0,0.131770709727454,0,0,0,0.0721656347617525,0,0,-8.67361737988404e-19,0.0239121271531776,0.0477170171352853,0,0,0,0,0,0,0,0,0,0.0203223655784771,0,0,0.0710098122073993,0,0.0541407770976588,0,0.0056617379203289,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.000350071888293078,0.14393225206635,0,0,0,0,0.111673671138194,0,0.036126425959812,0.160971864475383,0,0,0,-0.0163008975226519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00262006744043631,0,-0.00139411910104232,0,0,0,0,0,0,0,0,0,0,0.207061410699202,0,0,0.0447050697086538,0,0,-0.0377893884745786,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0.291437282088459,0,0,0.0723222714062367,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110856927909555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139411922041616,0,0,-0.147766334363764,0,0,0,-0.0610167419956054,0.554251575626496,0,0,0,0.141154861654641,-0.169636775453988,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843849931163671,0,0,0,0,0,0,0,0,0.189999049346715,0,0,0,0.00294465066142556,0,0,0.0361112893416848,0,0,0.182635571486682,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0324125827246327,0,0,0.195277731444309,0,0.0395295188270515,0,0,0.0158744665818259,0,0.0103658930416688,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.173533686673632,0,0,0,0,0,0,0,0,0,0.0977684178409287,0,0.122740150189326,0,0,0,0,0,0.162361259168643,0,0,0,0,0,0,0,0,0,0,-0.0878996829898459,0,0.0315727590801227,0,-0.0341539832462176,0.00573785286316539,0.0341591368961286,0.290609103499259,0,0,0,0,0.0594487724387771,-0.0256030672079514,0.0230000126941826,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.068101357671057,0,0,0.102437802668848,0,0,0,0,0.145945085489787,0,-8.67361737988404e-19,0,0,0,0.33748169367477,0,0,6.93889390390723e-18,0.0641310771101568,0,0,0,0,0,0,0,-0.0536290522133213,0,0,0,0,0.0485313725031157,0,0,0,0,0,0,0,0,0.180044627167805,0,0,0,0,0,0,0,0,0,0
