,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X000625.SZ,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002236.SZ,X002241.SZ,X600066.SH,X000100.SZ,X000338.SZ,X002456.SZ,X601877.SH,X002508.SZ,X002085.SZ,X300124.SZ,X600177.SH,X600271.SH,X300003.SZ,X600118.SH,X000157.SZ,X300136.SZ,X600089.SH,X002007.SZ,X600522.SH,X002008.SZ,X000981.SZ,X002294.SZ,X600372.SH,X600867.SH,X600699.SH,X600487.SH,X000066.SZ,X002180.SZ,X002074.SZ,X600809.SH,X600566.SH,X000559.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0573820870154155,0,0.0876998958729838,0,0,0,0.172128036081947,0.150010315669134,0,0,0,0,0,0,0,0,0.0350731505714967,0,0,0,-0.08203305469306,0,0,0,0,0,0,0.0902340237794453,0,0,0.101402948137155,0,0,0,0,0,0.133013087054537,0,0,0,0.112523557940513,0,0,0,0,-0.0081864717691678,0.000678493502624192,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0236094918403931,0,0.168375087909257,0,0,0.272546130135038,0,0.305143697075065,0,0,-0.00920259460467514,0,0,0,0,0,0,0.0168189002395509,-0.166297984595629,0,0,0,0,0,0,-0.126525603724892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232983596491441,-0.0106238087263552,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0143788483974333,0,0.0600823721402999,0,0,-0.0443688090444803,0,0,0,0,0,0,0,0.338349220179514,0,0,0,0,0,0,0.268116615871519,0,0,0,0,0,0,0,0.00428915346965163,0,0,0,0,0,0,0,0.104769563082593,-0.137012259501137,0,0,-0.0893881353731779,0,0,0,0,0,0,-0.014023717143335,0.0332424728840581,0,0,0,0,0,0
X000651.SZ,0.0244003864821248,0,0,0,0,0.0870615685563429,0,0,0,0,0,0.170007599667448,0.0669043414534383,0,0,0,0.0090044768542224,0,0,0,0,0,0,0.123185256445384,-0.020450670573496,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.0288382572611827,-0.102008961448857,0,0,0,0,0,0.0859456256016661,0,0,0,0,0.0240065870856299,-0.00518094465227608,0,0,0,0,0,0
X000858.SZ,0,0,0,0.163293016880958,0,0,0,0.0642766901809771,0,0,0,0,0.378713042241654,0,0,0,0.0278635000428467,0,0,0,0.02877674131847,0,0.0492764508268823,0,0,0,0,0,0,0,0,0,0.0374716486459642,0,0,0,0,0,0,0,0,0.0287857817635895,0,0,0,0,0,0,0,0,-0.00374279825305241,0,0,0,0,0,0,0
X000725.SZ,0,0,0.20961518488308,0,0,0,0,0,0,0,0,0,0,0,-0.309021015849172,0,0,0,-0.201422194091625,0,0.206451398135957,0,0,0.070977449012229,0,0.115421194507479,0,0.493785765416815,0,0,0,0,0.069274181482385,0,0,0,0,0,0.103309302357872,0,0,0.0401136097506701,0,0,0,0,0.352490575195167,0,0,0,-0.034308221558671,0.0243904045196538,0,0,0,0,0,0
X600276.SH,0,0,0,0.14985453607,0,-0.048747977198242,0,0.0192903008460995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00242319946262265,0,0,0,0,0,-0.0156779997473926,0,0,0,0.0568191803203531,-0.11001855932134,0,-0.0329296545102567,0.0629304269855103,0,0,-0.0611891591478681,0,0,0.00966179516391916,0,0,0,0,0,0
X002304.SZ,0.12704967921664,0.779389387183652,0,0,0,0,0,0,0.0929412072319737,0,-0.0725400547159162,-0.0984633622575412,0,0.339969315320963,-0.238149669554883,0.0875386870387323,0,0,0,0,0,0,0.0630262048618628,-0.0372637609276192,0,0,0,0,0.754381336591611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109096072676341,0,0,0,0,0.0522907101952395,0.0287095835852396,0,0,0,0,0,0
X600690.SH,0,0.0475601137536682,0,0,0,0,0,0.193260863884686,0,0,0,0,0,0.0114220508892551,0,0,0,0,0,0.037220950257637,0,0,0,-0.00247090461930184,-0.0409188854875979,0,0,0,0,0,0,0.0395332485295003,0,0,0,0,0,0,0,0,0,0,-0.102114124939771,0,0.00544246793467426,0.131723701268544,-0.0204604447398983,0,0.00833964221068592,0,0,-0.00878683529206553,0,0,0,0,0,0
X000063.SZ,0,0,0.197664555933807,0.0168783168797647,0,0.114770171741998,0,-0.0114843522428571,0,0,0,0,-0.102893998972138,0,0,0,0,0,0,0,0,0,0,0,-0.105631703942692,0.13383203430619,0,0,0,0,0,0,0,0.0522159317642631,0,0,0,0,0.0744773194578014,0,0,0.0572036042739935,0,0,0,-0.0280667468020181,-0.0734467659382821,0,0.0238357794311973,0,0.0141341577445396,-0.026078753699169,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0431602820021412,0,0,0,0,0,0,0,0,0,0,0,0.156300840296759,0,0,0,0.0379366373235579,0,0,-0.0336237649070026,0,0.127756279714507,0,0,0.170140946476298,0,0.113179108867869,-0.0542163578295561,0,0,0,0,0,0,0,-0.048012153976822,0,0,0,-0.219815321611267,0,0,0,0.282292690436636,0,0,-0.00744884399424256,0.00877295948507404,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0821496434741798,0,0,0.098656239929607,0,0,0,0,0,0,0,0.0927827662777971,0,0,0,-0.200080260990838,0,0,0,0,0,0,0.0471611156569074,0,0,0,-0.0633444949969885,0.0630710453791499,0,0,0,0,0,0,0,0,0.201650079211421,0,-0.0448943053890767,0,0,0,0,0,0,0.0123345865234608,0.000862390975076368,0,0,0,0,0,0
X000568.SZ,0,0,0.19897758449526,0,0.492477312820674,0,0,0,0,0,0,0,0,0,0,0,0.04911338350807,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.063184423565883,0.0232618265783878,-8.67361737988404e-19,0,0.0772797845476728,0.00741343073961179,0,0,0,0,0,0,0,0,0,0.188978176055447,0,0,0,0,-0.00218927934594679,-0.00819194496957948,0,0,0,0,0,0
X600741.SH,0,0.471304092705368,0,0,0,0,0.188124546402619,0.132990233458369,0.0220442847904415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00607135416364978,0,-0.0389606037080948,0,0.114515373024918,0.0358288464785997,0,0,-0.0735424556318307,0,0,0,0,0,0,-0.0913808835202564,0,0,0,0,-0.0178553023532631,0.00883956154789254,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.113838347018061,0,0,0,0,0,0,0.0932413799643959,0,0,0.307061916472422,-0.0431383626739361,0,0,0,0,-0.0481476188485984,0,0.14387155795601,0,0,0,0.415433973199234,0,0.00881408572484753,0,0,0,0,0,0,0,0,-0.160925827493917,0.0180541645705595,0,0,0,0.123664712136126,0,0,0.00527992333321462,-0.000353925441619715,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,-0.128325730823648,0,0.0981512757601992,0,0,0,0,0,0,0,-0.297763286099238,0,0,0,0,0,0,0,0,0,0,0.552563950249372,0,0,0,0,-0.0346013317832818,0,0,0,0,0,0.0796640520445389,0.202861078649378,0,-0.0172523777371932,0,0.159114763458524,0,-0.0304565728824008,0,0.00592800508422142,-0.0328501374507213,0,0,0,0,0,0
X002236.SZ,0,0,0.108692436646943,0.26330836859037,0,0,0,0,0,0,0.36836677035819,0.0559692369415465,0,0,0.341394790485085,0,0,0.164269382336165,0.129099316307578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0380830587533282,0,0.0873418886027469,0,0.00449955847215528,0,0,0.0320985397253772,-0.0425773558448912,0,0,0,0,0,0
X002241.SZ,0,0,0,-0.0618228284088785,0,0,0,0,0,0,0,0,-0.17153075768367,0,0.40845429579446,0,0,0,0,0,0,0.037332762210901,0,0.206037412930417,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.232303239206184,0,0,0,0.0395700462366512,0,0,0,0,0,0,0,0.0902107816020417,0.140072156968798,0,0.0426209008818153,0.0150552787066201,0,0,0,0,0,0
