,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000661.SZ,X002241.SZ,X000063.SZ,X003816.SZ,X300124.SZ,X000338.SZ,X300014.SZ,X000596.SZ,X600741.SH,X600703.SH,X000625.SZ,X000100.SZ,X002371.SZ,X002007.SZ,X300142.SZ,X002129.SZ,X002236.SZ,X002049.SZ,X002179.SZ,X601877.SH,X600584.SH,X002414.SZ,X000800.SZ,X000157.SZ,X300003.SZ,X600183.SH,X601799.SH,X000066.SZ,X300136.SZ,X002008.SZ,X002456.SZ,X300146.SZ,X000977.SZ,X002185.SZ,X600066.SH,X002074.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.173319946471191,0,-0.0428590739184386,0,0,0,0,0,0,0.394724744493756,0,0,0,0,0,0,0,0.0262946470074431,0,0,0,0,0,0.112369645037475,0,0,0,-0.0726564761351985,0,0.0248685638221623,0,0.0165370774358012,0,0,0,0,0,0,0.0029570256843161,0,0,-0.0458063356723501,0,0,0,0,0,0,-0.0101712317258015,0,0.037688284911325,0,0,0,0,0.0274242754228143,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.171637482095188,0.160280252897413,0.39453116993995,0,0,0,0,0,0,0,0,0,0,0,-0.00819333685363414,0,0.00537186846382772,0,0,-0.0698463688162204,0,0,0,0,0,0,0,0,0.0111119311326162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215925391972616,0.0277894396061985,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0571857273456468,0.0272227299781395,0,0.143429254709164,0,0,0,0,0,0,0,-0.000736589007295492,0,0,0,0,-0.0230232689492088,0,-0.0301555546076558,0,0,0,0.134611858620906,0,0,0,0,0.0184977230459163,0,0,0,-0.109115129420241,0.0131739838850138,-0.020242597563137,0.0714232417957158,0,0,0.0436719213187692,0,0,0,0.0479528750263551,0,0,0,0.00254014177009614,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.162155377680313,0,0,0,0,0,0,0.213678043276277,0,0,1.73472347597681e-18,0,0,0,-0.0924261928663313,0,-0.0674723680172387,-0.0818986900925076,0,0,0,0.0321583483330507,0,0,0,0.13710013645912,0,0.181451948900298,0,0,0,0,0,0,-0.0208858708425971,0,0,0,0,0,0,0,0,0.0287034354397527,0.0718905615948233,0,0,-0.0125861146436153,0,0,0,0,0.020315869718458,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0421344567050782,0,0,0,0,0,0,0.421072318080402,0,0,0,0,0,0,-0.0163562666171291,0,0,0,-0.0120386719777448,0.0522833938440123,0,0,0.0132541700555236,0,0,0.115135348201724,0,0,-0.0217559398726225,0,0,0,0.00585420966065324,0,0.0494106857834964,0,0,0,0,0,0,0.228185945761262,0.0596740369889693,0,0.0261313900488849,-0.0284089454652361,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0514729660181606,0,-0.0488319939506594,0,0,0,0,0,0,0,0,0,0.096257586066748,0,0,0,0.0550893615992797,0,0.0714629320447733,0,0.0967103337871379,0,0,0,0,0,0,0,0,0,-0.00767756346908043,0,0,0,0,0,0,0.016992895464127,0.0149948623171831,0,-0.0136516188801009,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0479529006083093,-0.0719888612640363,0,0,0,0,0,0,0,0.253131111767502,0,0,0.141946416121422,0.0486207976175718,0,0,0.0507364909627923,0,0.0163174277862628,0,0,0,0,0,0,0,0,0,0,0,0.0774119425368246,0,0,0,0,0.0463941763309935,0,0,0,0,0,0,-0.00442112183873835,0,0,0,0,0.00463133807516852,0,0
X000568.SZ,0,0.349680370361398,0,0,0,0,0,0,0.356394046179849,0,0,0,0,0,0.0315571133949994,0,0,0,-0.12560874792489,1.73472347597681e-18,0.23889356729034,-0.0876792206517312,0,-0.0383624274147541,0,-0.0961231562495278,0,0,0,-0.15976507028437,0,0,0,0,0,0,0,0,0.25414463384578,0,0,0,0,0,0.114643166983278,0,0,0,0,0,-0.0914680104505775,0,0.0177894307987262,0,0,0,0.0522253961035584,0,0
X002304.SZ,0,0,0.0689522264804571,0,0,0,0,0.282090425310143,0,0,0,0,0,0,0,0.0333099183530238,0,0,-0.0454991155097925,0.246877914353253,0.0321136059102251,0,0,-0.0297601122999465,0,0,0,-0.084941332529949,0,0,0,0.0735312729043272,0,0,0,0,0,0,0,0,0,0,0,0,0.0287486928067854,0,0,0,0.0545300206079646,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361768273351594,0,0,0,0,0.42825482984898,0.0131877766801315,0,0.045109318632588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132836403488666,-0.0023348164166018,0,0,0,0,0,0,0,0,0,0.0371702174273298,0,-0.0656309773611962,0,0.0933211376918896,-0.0607691181792993,0,0,0,0,0,0
