,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X600031.SH,X000568.SZ,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X300124.SZ,X600703.SH,X000596.SZ,X002007.SZ,X300014.SZ,X000625.SZ,X300142.SZ,X600741.SH,X002371.SZ,X000100.SZ,X002049.SZ,X002129.SZ,X601877.SH,X000157.SZ,X002236.SZ,X600584.SH,X002179.SZ,X300003.SZ,X002414.SZ,X600183.SH,X000800.SZ,X300136.SZ,X000977.SZ,X000066.SZ,X601799.SH,X002456.SZ,X600118.SH,X002185.SZ,X600066.SH,X000547.SZ,X002008.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.108702123848258,0,0.0471722945728956,0.0361920209225803,0,0,0,0,0.219267419785051,0.190132408493075,0,0,0,0,0,0,0,0,0.0639156116348252,0.0113496570177211,0,0,0,0,0,0,0,0.0125438569336886,0,0,0,0.0164888952908252,0,0,0,0,0,0,0,0,0,0.0701546659077573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.200029204874668,0.0622599478136914,0,0.446057287213122,0,0,0,0,0,0.0858278231456653,0,0,-0.0123019762001673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178588495757133,0,0,0,0,0,0,0,0,0.0236239500987434,0,0,0,0,0,0,0,0,0.0569099253453752,0,0,0,0,0,0
X600276.SH,0.182190523647884,0,0,0,0.0328877838392736,0,0,0.0664952661239561,0,0.0334404135712844,0.0750375939946441,0,0,0,0,0,0,0,-0.0738537084348625,0.0700426072959089,0,0.0607443983197086,0,0,0,0,0,0,0,0,0,0,0.153932050228778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00790709641416519,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235302508052556,0,0.309460164322011,0,0,0,0.00819385507513883,0,0,0.0859210722697679,0,0,0.000435982199786947,0.0446847769801469,0,0,0,0,0,0.141014093244233,0,0,0,0,0,0,0,0,0.0595535489581333,0,0.00766727452818332,0.0619007560947194,0,0.0195589221832145,0.113495829441547,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.156360628283468,0,0,0,0,0,0,0,0,0,0,0.0652055023251212,0,0,-0.0307836648139987,0,0,0,-6.93889390390723e-18,0,0,0,-0.041288160422968,0,0,0.0719116478665492,-0.0131087918020907,0,0,0.190424357662248,0,0.0742071732691799,0,0,0,0,0.044763231794088,0,0,0,0,0,-0.00983090371148955,0,0,0,0,0,0.0316238415411287,-0.0307586659936426,0,0,0,0,0,0
X000651.SZ,0,0,0,0.00888087653604335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072211776862985,0,0,0,0.0131498110352795,0,0,0,0,0,0,0.110472389523286,0,0,0.0165816652946106,0,0,0,0.0707170153679764,0.0768129869521611,0,0,0,0,0,0,0.0693395804571531,0,-3.46944695195361e-18,0,0.00971709049266794,0,0,0,-0.0452730898145096,-0.015939475958553,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.154760289673728,0,-0.0340507842939239,0,0,0,0,0,0,0.125630548174696,0,0.0806533611311574,0,0,0,0,0,0.150379777516929,0.0244880680109583,0,0,-0.0127609208299024,0,0.0273142358901181,0,0,0,0,0,0.00887031154144082,0,0,0,0.0370250111949049,0,0,0,0,0.0228894576328015,0,0.0345860556887907,0,0,0.00956316270901529,0,0,0,0,0,0,0
X002304.SZ,0,0.294580919586345,0,0,0,0,0,0,0,0.267107958729574,0,0,0,0,0,0,0,0,0,0,0.0819927823559239,-1.73472347597681e-18,0,0,0,0,0,0,0,0.181440387392224,0,0,0.0324249689460217,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0142622005771188,0,-0.0199546602723915,0,0,0,0,0,0,-0.00515265417644232,0,0,0,0,0,0,0
X600031.SH,0,0.0532601968298855,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0470208616059177,0,0,0,0,0,0.475891429752463,0.0322671161415847,0,0.0388534958194426,0.00919296545380449,0,0,0,0.080647758046326,0,0,0,0,0,0.194259216776862,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0720862157722739,0,0,0,0.00205702984099625,0,0,0,0,0,0
X000568.SZ,0,0.215116318646755,0,0,0,0,0,0.46524421829927,0,0,0,0,0,-0.134183377940777,0,0,0.112865995331272,0,0,0,0.109247284208785,0.0243483294700863,0,-0.0631454994225056,0,-0.0243638997958736,0,0,0,0,0,0,-0.0834834882371133,0,0,0,0,0.173171280580328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221030214228242,0,0,0,0,0,0
