,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600690.SH,X300124.SZ,X000725.SZ,X600104.SH,X000596.SZ,X000063.SZ,X002129.SZ,X600031.SH,X002371.SZ,X003816.SZ,X300014.SZ,X000625.SZ,X600703.SH,X000338.SZ,X002049.SZ,X002179.SZ,X600089.SH,X002236.SZ,X000100.SZ,X002241.SZ,X600702.SH,X000661.SZ,X002180.SZ,X600584.SH,X601877.SH,X600522.SH,X000157.SZ,X300142.SZ,X600460.SH,X000977.SZ,X600741.SH,X002074.SZ,X000733.SZ,X002463.SZ,X600183.SH,X000066.SZ,X300003.SZ,X002007.SZ,X000799.SZ,X002414.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0360416451257669,0.0466958324641625,0.0888135068222782,0.197159013577698,0,0,0.127862711515571,0,0.0281083797975684,0,0,0,0,0.0314134247070704,0,0,0.0347314236178946,0,0,0,0,0,0,0,0,0,0,0,0,0.0182920512940897,0,0,0,0,0,0,0,-0.00964449452667196,0,0,0,0,0,-0.0389396569699668,0,0,0.0586239098618588,0,0,0,-0.0175657172714849,0.038937702850874,0,0,0,0,0,0
X000858.SZ,0,0,0.0562834763590821,0,0.163245052135234,0,0.538475701058153,0,0.104653429482345,0,0,0,0,0,0.0273448095189464,0,0,0,0,0,0.0724567749190017,0,0,0,0,0,0.0617801930046762,0,-0.028047922654144,0,0,0,0,0,-0.00609886170925472,0,0,0,0,0,0,0,0,0,0,0,0.00865710318938848,0,0,0,0,-0.0142839834961507,-0.0305679497376449,0,0,0,0,0,0
X002415.SZ,0,0.126079045941098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140065595179457,0,0.209976057782266,0,-0.100153620131826,0,0,0,0,0.14390251469335,0,0,0,0,0,0,0,-0.0104902859677704,0,0,0,0.0478652522765067,0,0,0,0,0,0,0,0,0,0,0,0,-0.00809302002668748,-0.0190390193952478,0,0,0,0,0,0
X000568.SZ,0,0.380265730281817,0.187675308196133,0,0,0,0.275755390927783,0,0,0,0,0,0,0,0,0.0577290054904697,0,0.0514207744594139,0,0,0,0,0,0,0,0,0.0172261144631043,0,0,0,0.0425060166895694,0,-0.0181083666559171,0,-0.0992302732398543,0,0,0,0,0,0,-0.137899052475495,0,0.087426399129165,0,0,0.0355541498200647,0,0,0.171890204170719,0,-0.0462511225111307,0.0965179028022678,0,0,0,0,0,0
X600809.SH,0,0.0918921774744103,0,0,0,0.032771294563285,0.0107334735924958,0,0,0,0,0,0,0,0.00583393836978867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311458442731602,0.104082250926783,0,0,0,0,0,0,0,-0.10682407988099,0,0,-0.103444392268948,0,0,0.280492363456551,0,0,0,0.011156675565706,0.00107460635996043,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242404396378936,0,0,0,0,0,0,0.0444547329585038,0.0637167343403357,0,0,0,0,0,0,0.0650352052209238,0.0462052089584373,0,0.0773780874529483,0,0,0,0,0,0,0,0,0,0.0180864271098471,0,0,0.354921293704259,0,0,0,0,0,-0.0328861498394607,-0.0077641550830381,0,0,0,0,0,0
X002304.SZ,0,0.379666560298241,0,0.443792668702961,0,0,0,0,0,0.043903378484304,0,0,0,0,1.73472347597681e-18,0,0,-0.0513530805119178,0,0,0,0,0,-0.00837089705344125,0,0,-0.0794054776916511,0,0,0,0.00904835964997731,0,0.0308750009430699,0,0,0,0,0,0.0317118807117818,0,0,0,0,0,-0.0576590465635043,0,0,0,0,-0.0854156297199828,0,-0.00410946718655749,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.237748426958736,0,0,0,-0.0494824462167681,0,0,0,0,0.337551596008793,0,0,0,0,0,0,0.0944947616990284,0,0.0056411602967563,0,0,0,0,0.0144649703609713,0.186225611750277,0,0,0,-0.0269863981534077,0,0.176331900036209,0,0,0,0,0,0.342542957765108,0,0,0,0.514791067794505,0.00820200107752102,0,0,0,0,0,0,0
X000651.SZ,0,0.161470794989873,0,0,0,0,0,0,0,0.282149349447532,0,0,0,0,0,0,0,0,0,0,0.0937448596919114,0.00488223726358301,0,0,0,0,0,0,-0.0167332471403798,0,0,0,0.0040038032305435,0,0.00726763064323779,0,0,0,0,0,0,0,0,0.0703066562044826,0,0,0,0,0,0.0841534192555436,0,-0.00649927933504071,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.159524785755834,0.170855090075756,0,0.265442963726428,0,0.084784365825605,0,0,-0.181148935982152,0,0,0,0,0,0,0,0,0,0,0,0,-0.313533350914901,0,0,0,1.73472347597681e-18,0,0.109782916840471,0,0.00419763121189055,0,0,0,0.00635467769606015,0,0,0,0,0.0739590940275871,0,0,0,0,0,0,0,0,0.0441068066189087,0,0,0,0,0,0
