,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000625.SZ,X002371.SZ,X300124.SZ,X000725.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X000977.SZ,X002236.SZ,X600703.SH,X002463.SZ,X600372.SH,X002049.SZ,X002241.SZ,X600584.SH,X600741.SH,X000661.SZ,X600522.SH,X002129.SZ,X002028.SZ,X601877.SH,X000800.SZ,X600066.SH,X000921.SZ,X600183.SH,X601799.SH,X600418.SH,X002074.SZ,X002007.SZ,X002223.SZ,X600566.SH,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0729554037162729,0,0.189710956425848,0.132680007220887,0,0,0,0.124536025704783,0,0,0,0,0,0,0,0,0.10764778597334,0,0.00784331894711755,0,0.0400139358517243,0,0,0,-0.0835471634860459,0,0,0,0,0,0,0.0694823670159902,0,0,0,0,0,0,0,0.00510768915454853,0,2.16840434497101e-19,0.0115114277054471,0,0,0,0,0,0,0,-0.0128609133667951,0.0168462816324179,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0154073063747072,0.286782945409016,0,0,0,0,0,3.46944695195361e-18,0.0252969191101695,0,0,0.216433103820213,0,0,0.0500134366995132,0,0,0,0,0,0,0,0.0269328191961849,0,0,0,0,0,0.0312247770898827,0,0,0,0.0244601655638523,0,0,0,-0.0193434760713502,0,0,0,0,0,0,0,0,0.0175473568419622,0,0,-0.0378427084274454,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0106913451894495,0,0,0,0,0,0.166200842506752,0,0.0641823211566251,0,0,0,0,0,0,0,0,-0.0427275692018156,0.0290314843687205,0,0,0.178283195084163,0,0,0,0,0,0,0,0,0,0,0,0,0.102105017517315,-0.0615787206839375,-0.00851351989984039,0.0162233024617,0,0,0,0,0,0,0,0,-0.0244479942006855,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0403022637071755,0,0,0,0,0,0,0,0.0617364986920565,0,0.432430260905935,0,0.143999963398933,0,0,0,0.129137672790935,0,0,0,0,0,0,0,0.123593292894197,0,0,0,0,0,0,0,0,0,0.023998111754222,0,0,-0.00536814294532874,0,0,0,0,0,0,-0.171083097734235,0,-0.024855460904048,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470973276415985,0,0,0,0,0.0949421864180334,0,-0.0134471735365382,0.306635439296764,0,0,0.198179971585971,0,0.19223803305624,3.46944695195361e-18,0,0,0,0,0.00246221481700683,0,0,0.0576775977654803,0,0,0,0,0.0715753776957845,0,-0.116209536744275,0,0,0,0,0,0,0,0
X000568.SZ,0,0.643063017208748,0,0,0,0,0,0,-0.0510857448289637,-0.00252091374814866,0,0,0,0,0,0.0353499942442813,0,0,0,0,0.158276305477449,0,0,-0.0148225110393671,0,0,0,0,-0.0238407157055327,0,0,0,0,0,0,0,0.092579117433958,0,0,0,0,-0.0419316319241706,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.264667409347739,0,0.0472592061267757,0,-0.00470906782884495,0,0,0,0.114165543082876,0,0,0,0,-0.081100705770379,0,0,0.147434246338702,6.93889390390723e-18,0,0,0,-0.118004438070804,0,0,0,0,0,0,0,0.0269265017984646,0,0,0,0,0.183466390323551,0.0342532134549319,0,0,0,0,0,0,0,0,-0.0189480552386722,0.00240147769420783,-0.00690656061023042,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.070442947654612,0,0,0,0.0393434427510142,0.11924365794778,0,0,0,0,0,0,0,0.088853756732192,0,0,0,0,0,0,0,0,0,0,-0.0463474524031237,-0.0289692897571196,0,0,0,0,-0.0866399781523811,0.0232405481981668,0,-0.0143075468092625,0,0,0,0.247301555474847,0,0,0,0,0,0,0,0,-0.0751557372527615,-0.0273449233871977,0.00701418860918663,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0734226933414793,0,0,0,0,0,0,0,0,0,0,0,0.35686680918978,0,-0.14294838514279,0,0,-0.104663553276429,0,0,0.498119361905783,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.187971835196433,0,-0.00737606570878177,0,-0.0210320317412099,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.18989504514069,0,0,-0.0116925682550208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644780663180112,0,0,0,0,0,0.000458709770787177,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.311569995079757,0,0,-0.0931760621171123,0.207406277662414,0,0,0.262865114785725,0,0,-0.0331622661840441,-0.0621738388292385,0,0,0,0,0,0
X600104.SH,0,0,0,0.0294812456903093,0,0,0,0,0.0162030327481192,0,0,0.00823282997367171,0.0513258522384361,0,0,0,0,0,0.0145971434004069,0,0,0.0113942496071333,0,0.0074285331449128,0,0,0,0,0,0,0.0374905490576821,0,0.0547253360488871,0,0,0,0,0,0,0,-0.0234305757338251,0,0.00801082609946329,0,0,0.0063706730458865,0,0,0.0614595516338763,0,0,-0.00590395960649273,0,0,0,0,0,0,0
