,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X600690.SH,X600031.SH,X000063.SZ,X000100.SZ,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X002241.SZ,X600703.SH,X600089.SH,X600741.SH,X002236.SZ,X600066.SH,X600271.SH,X601877.SH,X002129.SZ,X600177.SH,X600118.SH,X600582.SH,X000559.SZ,X000581.SZ,X000550.SZ,X002475.SZ,X000568.SZ,X300124.SZ,X000623.SZ,X300146.SZ,X000400.SZ,X000800.SZ,X600060.SH,X300003.SZ,X000050.SZ,X002294.SZ,X002292.SZ,X000977.SZ,X002465.SZ,X600839.SH,X002456.SZ,X000869.SZ,X600166.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.119197600980631,0,0,0.0241644324784738,-8.67361737988404e-19,0.12364363406206,0,0.185726927990944,0.103100607168819,3.46944695195361e-18,0,0,0,0,0,0.0467965193909101,0,0.0371578949783454,0.0788400737232861,0,0.0867578870809944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00413062818134793,0,0,0,0,0,-0.0112583734223112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,-0.00328894439335936,-0.0379366943547463,0.211621432889532,0.0835275128263254,0.0315924941291485,0,0,0,0,0,0,0,0,0,0,0,0,0.0570217342290867,0,0,0,0.0118481427468603,0,0,0.100298628218276,0,0,0,0.116781835653271,0,0,0,0,-0.0290208045933286,0,0,0,0,0,0,0,0,0,0.077518831352588,0.0373453073948154,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.209759001299856,0.216558826414235,0,0,2.79940405240667e-05,0,0,0,0,0,0.112452863372735,0,0.0394805980165565,0.0322161752986586,0,0.123140489973836,0.0182145299686246,0,0,0,0,0,0.11787294222941,0.0159883689439791,0,0,0,0,0,0,0,0,0.0795279490020346,-0.0598267466777589,0.0196751060678799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0510543668264894,0,0.0594102877346268,0.0338168337888861,0,0,0,0,0,0,0.0308095848279805,0,0.0525408966911664,0.0422603908904308,0.104840045496452,0.028459108961438,0,0,0,0,0,0,0.201196860474804,0,0,0.0996045115798495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747551275709328,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.326182735072401,0,0,0,0,0.0242004528507568,0.0836393423068836,0,0,0,0,0,0,0,0.0109273118104712,0.254453035931835,0,0,0,0,-0.183572217165688,0,0,0,0,0.0861635598696896,0,0,0.0105482978389152,0,0,0.177171135700132,0.200600049942172,0,0.0985386207033233,0,0,0.035312585257877,0,0,0,0.0838710522875565,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0.0360320971910085,0,3.46944695195361e-18,0,0.23391428449125,0,0.131141026768579,0,0,0,0,0,0,0,0,0,0,0.200681080188235,0,0,0,0,0,-3.46944695195361e-18,0.0412759255869528,-0.0340593106149734,0,0,0.183856796350142,0,0,0,0,0,0.0434587403186596,0,0,0,0.0811254876743577,0.0993690881586068,0,0,0,0,0,0,0,0,0,0.0189889188762126,0,0,0.121483565269933,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.16767374406275,0,0,0.169783020898891,0.0819241013339956,0,0,0,0,0,-0.0547475431770499,0,0,0.0871380933246618,0.0691705642621649,-0.0656449510514353,0,0,0,0,0,0,0,0.255473825482125,0,0,-0.0843284636639334,0,0,0,-0.0283788817922617,0,0,0,0,0,0,0,0,-0.236891473737914,0.142555070329343,0,0,0,0.0690536777282644,-0.0341896813672999,0,0,0,0,0,0
X000858.SZ,0,0,0.0252783090538943,0,0,0,0.144380320835019,0,0.0786284343597704,0.0782393827763907,0.0757016419948478,0,0,0.116666020754444,0,0,0,0,0,0,0,0,0,0,0,0.0537067431125906,0,0,0,0,0,0,0.133949162704071,0,0,0,0,0.0944502072164874,0,0,0.0376018591852366,0,0,-0.0118128555736691,0,0.0558624923001647,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.0974545958653137,0,0.219849480506735,0,0,0,0,0,0,0,0,0,0,0.0852074194545894,0,0,0,0,0,0,0.0905366193641382,0,0,0,0,0.132026651919877,0,0,0,0.0251897047318836,0.0192990232741782,0.0331782130960675,0,0,0,0,0,0.138014964325838,0.108205274623179,0,0,0,0,0,0,0,0.013459449757316,0,0,0,0,-0.0367996010079834,0,0,0,0,0,0,0
X600031.SH,0.0631115637486385,0,0,0,0,0,0,0.0182958197950603,0,0,0,4.33680868994202e-19,0,0,0.772814568645304,0,0,0,0.0417267182643968,0,0,0,0,0,0,0.0599534527704136,0,0,0,0,-0.0761513669249408,0,0,0,0.0539497303841562,0,0,0.0381111170236953,-0.0213383055633666,0,0.00260061181096688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
